speciname | taxstat
Dioscorea tequendamensis R.Knuth | Accepted
Dioscorea ternata Griseb. | Accepted
Dioscorea therezopolensis Uline ex R.Knuth | Accepted
Dioscorea togoensis R.Knuth | Accepted
Dioscorea tokoro Makino ex Miyabe | Accepted
Dioscorea toldosensis R.Knuth | Accepted
Dioscorea tomentosa J.König ex Spreng. | Accepted
Dioscorea torticaulis R.Knuth | Accepted
Dioscorea trachyandra Griseb. | Accepted
Dioscorea trachycarpa Kunth | Accepted
Dioscorea traillii R.Knuth | Accepted
Dioscorea transversa R.Br. | Accepted
Dioscorea trichantha Baker | Accepted
Dioscorea trichanthera Gleason | Accepted
Dioscorea trifida L.f. | Accepted
Dioscorea trifoliata Kunth | Accepted
Dioscorea trifurcata Hauman | Accepted
Dioscorea trilinguis Griseb. | Accepted
Dioscorea trimenii Prain & Burkill | Accepted
Dioscorea trinervia Roxb. ex Prain & Burkill | Accepted
Dioscorea trisecta Griseb. | Accepted
Dioscorea trollii R.Knuth | Accepted
Dioscorea truncata Miq. | Accepted
Dioscorea tsaratananensis H.Perrier | Accepted
Dioscorea tubiperianthia Matuda | Accepted
Dioscorea tubuliflora Uline ex R.Knuth | Accepted
Dioscorea tubulosa Griseb. | Accepted
Dioscorea uliginosa Phil. | Accepted
Dioscorea ulinei Greenm. ex R.Knuth | Accepted
Dioscorea undatiloba Baker | Accepted
Dioscorea urceolata Uline | Accepted
Dioscorea urophylla Hemsl. | Accepted
Dioscorea uruapanensis Matuda | Accepted
Dioscorea valdiviensis R.Knuth | Accepted
Dioscorea vanvuurenii Prain & Burkill | Accepted
Dioscorea variifolia Bertero | Accepted
Dioscorea velutipes Prain & Burkill | Accepted
Dioscorea vexans Prain & Burkill | Accepted
Dioscorea vilis Kunth | Accepted
Dioscorea villosa L. | Accepted
Dioscorea volckmannii Phil. | Accepted
Dioscorea wallichii Hook.f. | Accepted
Dioscorea warburgiana Uline ex Prain & Burkill | Accepted
Dioscorea warmingii R.Knuth | Accepted
Dioscorea wattii Prain & Burkill | Accepted
Dioscorea weberbaueri R.Knuth | Accepted
Dioscorea widgrenii R.Knuth | Accepted
Dioscorea wightii Hook.f. | Accepted
Dioscorea wittiana R.Knuth | Accepted
Dioscorea wrightii Uline ex R.Knuth | Accepted
Dioscorea xizangensis C.T.Ting | Accepted
Dioscorea yunnanensis Prain & Burkill | Accepted
Dioscorea zingiberensis C.H.Wright | Accepted
Epipetrum polyanthes Reiche | Accepted
Rajania angustifolia Sw. | Accepted
Rajania cephalocarpa Uline ex R.Knuth | Accepted
Rajania cordata L. | Accepted
Rajania ekmanii R.Knuth | Accepted
Rajania hastata L. | Accepted
Rajania microphylla Kunth | Accepted
Rajania minutiflora Uline ex R.Knuth | Accepted
Rajania nipensis R.A.Howard | Accepted
Rajania ovata Sw. | Accepted
Rajania pilifera Urb. | Accepted
Rajania porulosa R.Knuth | Accepted
Rajania psilostachya (Kunth) Uline ex R.Knuth | Accepted
Rajania quinquefolia L. | Accepted
Rajania spiculiflora Uline ex R.Knuth | Accepted
Rajania tenella R.A.Howard | Accepted
Rajania tenuiflora R.Knuth | Accepted
Rajania theresensis Uline ex R.Knuth | Accepted
Rajania wilsoniana C.V.Morton | Accepted
Rajania wrightii Uline ex R.Knuth | Accepted
Stenomeris borneensis Oliv. | Accepted
Stenomeris dioscoreifolia Planch. | Accepted
Tacca ampliplacenta L.Zhang & Q.J.Li | Accepted
Tacca ankaranensis Bard.-Vauc. | Accepted
Tacca bibracteata Drenth | Accepted
Tacca borneensis Ridl. | Accepted
Tacca celebica Koord. | Accepted
Tacca chantrieri André | Accepted
Tacca ebeltajae Drenth | Accepted
Tacca integrifolia Ker Gawl. | Accepted
Tacca leontopetaloides (L.) Kuntze | Accepted
Tacca maculata Seem. | Accepted
Tacca palmata Blume | Accepted
Tacca palmatifida Baker | Accepted
Tacca parkeri Seem. | Accepted
Tacca plantaginea (Hance) Drenth | Accepted
Tacca reducta P.C.Boyce & S.Julia | Accepted
Tacca subflabellata P.P.Ling & C.T.Ting | Accepted
Trichopus sempervirens (H.Perrier) Caddick & Wilkin | Accepted
Trichopus zeylanicus Gaertn. | Accepted
Dipentodon sinicus Dunn | Accepted
Perrottetia arisanensis Hayata | Accepted
Perrottetia distichophylla Cuatrec. | Accepted
Perrottetia excelsa Lundell | Accepted
Perrottetia gentryi Lundell | Accepted
Perrottetia lanceolata H.Karst. | Accepted
Perrottetia longistylis Rose | Accepted
Perrottetia multiflora Lundell | Accepted
Perrottetia ovata Hemsl. | Accepted
Perrottetia panamensis Lundell | Accepted
Perrottetia quinduensis Kunth | Accepted
Perrottetia sessiliflora Lundell | Accepted
Anisoptera aurea Foxw. | Accepted
Anisoptera costata Korth. | Accepted
Anisoptera curtisii Dyer ex King | Accepted
Anisoptera grossivenia V.Sloot. | Accepted
Anisoptera laevis Ridl. | Accepted
Anisoptera marginata Korth. | Accepted
Anisoptera megistocarpa Slooten | Accepted
Anisoptera reticulata P.S.Ashton | Accepted
Anisoptera scaphula (Roxb.) Kurz | Accepted
Anisoptera thurifera (Blanco) Blume | Accepted
Cotylelobium burckii (Heim) Heim | Accepted
Cotylelobium lanceolatum Craib | Accepted
Cotylelobium lewisianum (Trimen ex Hook.f.) P.S.Ashton | Accepted
Cotylelobium melanoxylon (Hook.f.) Pierre | Accepted
Cotylelobium scabriusculum (A.DC.) Brandis | Accepted
Dipterocarpus acutangulus Vesque | Accepted
Dipterocarpus alatus Roxb. ex G.Don | Accepted
Dipterocarpus applanatus Slooten | Accepted
Dipterocarpus baudii Korth. | Accepted
Dipterocarpus borneensis Slooten | Accepted
Dipterocarpus bourdillonii Brandis | Accepted
Dipterocarpus caudatus Foxw. | Accepted
Dipterocarpus caudiferus Merr. | Accepted
Dipterocarpus chartaceus Symington | Accepted
Dipterocarpus cinereus Slooten | Accepted
Dipterocarpus concavus Foxw. | Accepted
Dipterocarpus condorensis Pierre | Accepted
Dipterocarpus confertus Slooten | Accepted
Dipterocarpus conformis Slooten | Accepted
Dipterocarpus coriaceus Slooten | Accepted
Dipterocarpus cornutus Dyer | Accepted
Dipterocarpus costatus C.F.Gaertn. | Accepted
Dipterocarpus costulatus Slooten | Accepted
Dipterocarpus crinitus Dyer | Accepted
Dipterocarpus cuspidatus P.S.Ashton | Accepted
Dipterocarpus dyeri Pierre ex Laness. | Accepted
Dipterocarpus elongatus Korth. | Accepted
Dipterocarpus eurhynchus Miq. | Accepted
Dipterocarpus fagineus Vesque | Accepted
Dipterocarpus fusiformis P.S.Ashton | Accepted
Dipterocarpus geniculatus Vesque | Accepted
Dipterocarpus glabrigemmatus P.S.Ashton | Accepted
Dipterocarpus glandulosus Thwaites | Accepted
Dipterocarpus globosus Vesque | Accepted
Dipterocarpus gracilis Blume | Accepted
Dipterocarpus grandiflorus (Blanco) Blanco | Accepted
Dipterocarpus hasseltii Blume | Accepted
Dipterocarpus hispidus Thwaites | Accepted
Dipterocarpus humeratus Slooten | Accepted
Dipterocarpus indicus Bedd. | Accepted
Dipterocarpus insignis Thwaites | Accepted
Dipterocarpus intricatus Dyer | Accepted
Dipterocarpus kerrii King | Accepted
Dipterocarpus kunstleri King | Accepted
Dipterocarpus lamellatus Hook.f. | Accepted
Dipterocarpus littoralis Blume | Accepted
Dipterocarpus lowii Hook.f. | Accepted
Dipterocarpus megacarpus Madani | Accepted
Dipterocarpus mundus Slooten | Accepted
Dipterocarpus nudus Vesque | Accepted
Dipterocarpus oblongifolius Blume | Accepted
Dipterocarpus obtusifolius Teijsm. ex Miq. | Accepted
Dipterocarpus ochraceus Meijer | Accepted
Dipterocarpus orbicularis Foxw. | Accepted
Dipterocarpus pachyphyllus Meijer | Accepted
Dipterocarpus palembanicus Slooten | Accepted
Dipterocarpus perakensis P.S.Ashton | Accepted
Dipterocarpus retusus Blume | Accepted
Dipterocarpus rigidus Ridl. | Accepted
Dipterocarpus rotundifolius Foxw. | Accepted
Dipterocarpus sarawakensis Slooten | Accepted
Dipterocarpus scaber Buch.-Ham. | Accepted
Dipterocarpus semivestitus Slooten | Accepted
Dipterocarpus stellatus Vesque | Accepted
Dipterocarpus sublamellatus Foxw. | Accepted
Dipterocarpus tempehes Slooten | Accepted
Dipterocarpus tuberculatus Roxb. | Accepted
Dipterocarpus turbinatus C.F.Gaertn | Accepted
Dipterocarpus validus Blume | Accepted
Dipterocarpus verrucosus Foxw. ex Slooten | Accepted
Dipterocarpus zeylanicus Thwaites | Accepted
Dryobalanops beccarii Dyer | Accepted
Dryobalanops fusca Slooten | Accepted
Dryobalanops keithii Symington | Accepted
Dryobalanops lanceolata Burck | Accepted
Dryobalanops oblongifolia Dyer | Accepted
Dryobalanops rappa Becc. | Accepted
Dryobalanops sumatrensis (J.F.Gmel.) Kosterm. | Accepted
Hopea chinensis (Merr.) Hand.-Mazz. | Accepted
Hopea hainanensis Merr. & Chun | Accepted
Hopea reticulata Tardieu | Accepted
Hopea shingkeng (Dunn) Bor | Accepted
Marquesia acuminata (Gilg) R.E.Fr. | Accepted
Marquesia macroura Gilg | Accepted
Monotes africana A.DC. | Accepted
Monotes angolensis De Wild. | Accepted
Monotes caloneurus Gilg | Accepted
Monotes carrissoanus H.H.Bancr. | Accepted
Monotes dasyanthus Gilg | Accepted
Monotes dawei H.H.Bancr. | Accepted
Monotes discolor R.E.Fr. | Accepted
Monotes elegans Gilg | Accepted
Monotes glandulosus Pierre | Accepted
Monotes gossweileri De Wild. | Accepted
Monotes hutchinsonianus Exell | Accepted
Monotes hypoleucus (Welw.) Gilg | Accepted
Monotes katangensis (De Wild.) De Wild. | Accepted
Monotes loandensis Exell | Accepted
Monotes noldeae H.H.Bancr. | Accepted
Monotes pearsonii H.H.Bancr. | Accepted
Monotes redheadii P.A.Duvign. | Accepted
Monotes rubriglans H.H.Bancr. | Accepted
Monotes xasenguensis H.H.Bancr. | Accepted
Neobalanocarpus heimii (King) P.S. Ashton | Accepted
Pakaraimaea dipterocarpacea Maguire & P.S.Ashton | Accepted
Parashorea chinensis H. Wang | Accepted
Pentacme siamensis (Miq.) Kurz | Accepted
Shorea assamica Dyer | Accepted
Shorea robusta Gaertn. | Accepted
Shorea stellata (Kurz) Dyer | Accepted
Vateria copallifera (Retz.) Alston | Accepted
Vateriopsis seychellarum (Dyer) Heim | Accepted
Vatica guangxiensis S.L. Mo | Accepted
Vatica lanceifolia (Roxburgh) Blume | Accepted
Vatica mangachapoi Blanco | Accepted
Dirachma socotrana Schweinf. ex Balf.f. | Accepted
Dirachma somalensis D.A.Link | Accepted
Doryanthes excelsa Corrêa | Accepted
Doryanthes palmeri W.Hill ex Benth. | Accepted
Aldrovanda vesiculosa L. | Accepted
Dionaea muscipula J.Ellis | Accepted
Drosera aberrans (Lowrie & Carlquist) Lowrie & Conran | Accepted
Drosera acaulis L.f. | Accepted
Drosera adelae F.Muell. | Accepted
Drosera admirabilis Debbert | Accepted
Drosera affinis Welw. ex Oliv. | Accepted
Drosera afra Debbert | Accepted
Drosera alba E.Phillips | Accepted
Drosera aliciae Raym.-Hamet | Accepted
Drosera allantostigma (N.G.Marchant & Lowrie) Lowrie & Conran | Accepted
Drosera andersoniana Fitzg. ex Ewart & Jean White | Accepted
Drosera anglica Huds. | Accepted
Drosera arcturi Hook. | Accepted
Drosera arenicola Steyerm. | Accepted
Drosera atrostyla Debbert | Accepted
Drosera auriculata Backh. ex Planch. | Accepted
Drosera badgerupii Cheek | Accepted
Drosera banksii R.Br. ex DC. | Accepted
Drosera barbigera Planch. | Accepted
Drosera beleziana E.G.Camus | Accepted
Drosera bequaertii Taton | Accepted
Drosera bicolor Lowrie & Carlquist | Accepted
Drosera biflora Willd. ex Schult. | Accepted
Drosera binata Labill. | Accepted
Drosera brevicornis Lowrie | Accepted
Drosera brevifolia Pursh | Accepted
Drosera broomensis Lowrie | Accepted
Drosera browniana Lowrie & N.G.Marchant | Accepted
Drosera bulbigena Morrison | Accepted
Drosera bulbosa Hook. | Accepted
Drosera burkeana Planch. | Accepted
Drosera burmanni Vahl | Accepted
Drosera caduca Lowrie | Accepted
Drosera callistos N.G.Marchant & Lowrie | Accepted
Drosera camporupestris Rivadavia | Accepted
Drosera capensis L. | Accepted
Drosera capillaris Poir. | Accepted
Drosera cayennensis Sagot ex Diels | Accepted
Drosera cendeensis Tamayo & Croizat | Accepted
Drosera chrysochila Schlauer | Accepted
Drosera chrysolepis Taub. | Accepted
Drosera cistiflora L. | Accepted
Drosera citrina Lowrie & Carlquist | Accepted
Drosera closterostigma N.G.Marchant & Lowrie | Accepted
Drosera coccipetala Debbert | Accepted
Drosera collinsiae N.E.Br. | Accepted
Drosera communis A.St.-Hil. | Accepted
Drosera corinthiaca R.A.Gibson & E.Green | Accepted
Drosera cuneifolia L.f. | Accepted
Drosera darwinensis Lowrie | Accepted
Drosera derbyensis Lowrie | Accepted
Drosera dichrosepala Turcz. | Accepted
Drosera dielsiana Exell & J.R.Laundon | Accepted
Drosera dilatatopetiolaris Kondô | Accepted
Drosera echinoblastus N.G.Marchant & Lowrie | Accepted
Drosera elongata Exell & J.R.Laundon | Accepted
Drosera eneabba N.G.Marchant & Lowrie | Accepted
Drosera ericksoniae N.G.Marchant & Lowrie | Accepted
Drosera erythrogyne N.G.Marchant & Lowrie | Accepted
Drosera erythrorhiza Lindl. | Accepted
Drosera esterhuyseniae (T.M.Salter) Debbert | Accepted
Drosera falconeri Kondô & P.Tsang | Accepted
Drosera filiformis Raf. | Accepted
Drosera fimbriata DeBuhr | Accepted
Drosera gibsonii P.Mann | Accepted
Drosera gigantea Lindl. | Accepted
Drosera glabripes (Harv. ex Planch.) Stein | Accepted
Drosera glanduligera Lehm. | Accepted
Drosera graminifolia A.St.-Hil. | Accepted
Drosera graniticola N.G.Marchant | Accepted
Drosera grantsaui Rivadavia | Accepted
Drosera graomogolensis T.R.S.Silva | Accepted
Drosera grievei Lowrie & N.G.Marchant | Accepted
Drosera hamiltonii C.R.P.Andrews | Accepted
Drosera hartmeyerorum Schlauer | Accepted
Drosera helodes N.G.Marchant & Lowrie | Accepted
Drosera heterophylla Lindl. | Accepted
Drosera hilaris Cham. & Schltdl. | Accepted
Drosera hirticalyx Duno de Stefano & Culham | Accepted
Drosera huegelii Endl. | Accepted
Drosera humbertii Exell & J.R.Laundon | Accepted
Drosera humilis Planch. | Accepted
Drosera hybrida Macfarl. | Accepted
Drosera hyperostigma N.G.Marchant & Lowrie | Accepted
Drosera incisa A.Rich. | Accepted
Drosera indica L. | Accepted
Drosera insolita Taton | Accepted
Drosera intermedia Hayne | Accepted
Drosera intricata Planch. | Accepted
Drosera kaieteurensis Brumm.-Ding. | Accepted
Drosera kansaiensis Debbert | Accepted
Drosera katangensis Taton | Accepted
Drosera kenneallyi Lowrie | Accepted
Drosera lanata Kondô | Accepted
Drosera lasiantha Lowrie & Carlquist | Accepted
Drosera leucoblasta Benth. | Accepted
Drosera leucostigma (N.G.Marchant & Lowrie) Lowrie & Conran | Accepted
Drosera linearis Goldie | Accepted
Drosera liniflora Debbert | Accepted
Drosera longiscapa Debbert | Accepted
Drosera lowriei N.G.Marchant | Accepted
Drosera macrantha Endl. | Accepted
Drosera macrophylla Lindl. | Accepted
Drosera madagascariensis DC. | Accepted
Drosera mannii Cheek | Accepted
Drosera marchantii DeBuhr | Accepted
Drosera menziesii R.Br. ex DC. | Accepted
Drosera meristocaulis Maguire & Wurdack | Accepted
Drosera microphylla Endl. | Accepted
Drosera moaensis Panfet | Accepted
Drosera modesta Diels | Accepted
Drosera montana A.St.-Hil. | Accepted
Drosera moorei (Diels) Lowrie | Accepted
Drosera myriantha Planch. | Accepted
Drosera natalensis Diels | Accepted
Drosera neesii Lehm. | Accepted
Drosera neocaledonica Raym.-Hamet | Accepted
Drosera nidiformis Debbert | Accepted
Drosera nitidula Planch. | Accepted
Drosera oblanceolata Y.Z.Ruan | Accepted
Drosera obovata Mert. & W.D.J.Koch | Accepted
Drosera occidentalis Morrison | Accepted
Drosera orbiculata N.G.Marchant & Lowrie | Accepted
Drosera ordensis Lowrie | Accepted
Drosera oreopodion N.G.Marchant & Lowrie | Accepted
Drosera paleacea DC. | Accepted
Drosera pallida Lindl. | Accepted
Drosera paradoxa Lowrie | Accepted
Drosera parvula Planch. | Accepted
Drosera patens Lowrie & Conran | Accepted
Drosera pauciflora Banks ex DC. | Accepted
Drosera pedicellaris Lowrie | Accepted
Drosera peltata Thunb. | Accepted
Drosera peruensis T.R.S.Silva & M.D.Correa | Accepted
Drosera petiolaris R.Br. ex DC. | Accepted
Drosera pilosa Exell & J.R.Laundon | Accepted
Drosera platypoda Turcz. | Accepted
Drosera platystigma Lehm. | Accepted
Drosera porrecta Lehm. | Accepted
Drosera prolifera C.T.White | Accepted
Drosera prostrata (N.G.Marchant & Lowrie) Lowrie | Accepted
Drosera prostratoscaposa Lowrie & Carlquist | Accepted
Drosera pulchella Lehm. | Accepted
Drosera purpurascens Schlotth. | Accepted
Drosera pycnoblasta Diels | Accepted
Drosera pygmaea DC. | Accepted
Drosera radicans N.G.Marchant | Accepted
Drosera ramellosa Lehm. | Accepted
Drosera ramentacea Burch. ex DC. | Accepted
Drosera rechingeri Strid | Accepted
Drosera regia Stephens | Accepted
Drosera roraimae (Klotzsch ex Diels) Maguire & J.R.Laundon | Accepted
Drosera rotundifolia L. | Accepted
Drosera rubrifolia Debbert | Accepted
Drosera rubripetala Debbert | Accepted
Drosera rupicola (N.G.Marchant) Lowrie | Accepted
Drosera salina N.G.Marchant & Lowrie | Accepted
Drosera schizandra Diels | Accepted
Drosera schmutzii Lowrie & Conran | Accepted
Drosera schwackei (Diels) Rivadavia | Accepted
Drosera scorpioides Planch. | Accepted
Drosera sessilifolia A.St.-Hil. | Accepted
Drosera sidjamesii Lowrie & Conran | Accepted
Drosera slackii Cheek | Accepted
Drosera solaris A.Fleischm., Wistuba & S.McPherson | Accepted
Drosera spatulata Labill. | Accepted
Drosera spilos N.G.Marchant & Lowrie | Accepted
Drosera stenopetala Hook.f. | Accepted
Drosera stolonifera Endl. | Accepted
Drosera stricticaulis (Diels) O.H.Sarg. | Accepted
Drosera subhirtella Planch. | Accepted
Drosera subtilis N.G.Marchant | Accepted
Drosera tentaculata Rivadavia | Accepted
Drosera tokaiensis (Komiya & Shibata) T.Nakam. & K.Ueda | Accepted
Drosera trinervia Spreng. | Accepted
Drosera tubistylis N.G.Marchant & Lowrie | Accepted
Drosera uniflora Willd. | Accepted
Drosera variegata Debbert | Accepted
Drosera venusta Debbert | Accepted
Drosera villosa A.St.-Hil. | Accepted
Drosera viridis Rivadavia | Accepted
Drosera walyunga N.G.Marchant & Lowrie | Accepted
Drosera whittakeri Planch. | Accepted
Drosera yutajensis Duno de Stefano & Culham | Accepted
Drosera zigzag Lowrie | Accepted
Drosera zonaria Planch. | Accepted
Drosophyllum lusitanicum (L.) Link | Accepted
Diospyros abyssinica (Hiern) F.White | Accepted
Diospyros acapulcensis Kunth | Accepted
Diospyros acocksii (De Winter) De Winter | Accepted
Diospyros acreana Cavalcante | Accepted
Diospyros acris Hemsl. | Accepted
Diospyros aculeata H.Perrier | Accepted
Diospyros acuminata (Thwaites) Kosterm. | Accepted
Diospyros acuta Thwaites | Accepted
Diospyros addita Fletcher | Accepted
Diospyros adenophora Bakh. | Accepted
Diospyros adiensis Kosterm. | Accepted
Diospyros aequoris Standl. | Accepted
Diospyros affinis Thwaites | Accepted
Diospyros aifatensis Kosterm. | Accepted
Diospyros alatella Kosterm. | Accepted
Diospyros albiflora Alston | Accepted
Diospyros alboflavescens (Gürke) F.White | Accepted
Diospyros alisu B.Walln. | Accepted
Diospyros alpina Kosterm. | Accepted
Diospyros amabi B.Walln. | Accepted
Diospyros amanap B.Walln. | Accepted
Diospyros amaniensis Gürke | Accepted
Diospyros amboinensis Bakh. | Accepted
Diospyros analamerensis H.Perrier | Accepted
Diospyros andamanica (Kurz) Bakh. | Accepted
Diospyros angulata Poir. | Accepted
Diospyros anisandra S.F.Blake | Accepted
Diospyros anisocalyx C.Y.Wu | Accepted
Diospyros anitae F.White | Accepted
Diospyros ankifiensis H.Perrier | Accepted
Diospyros anosivolensis H.Perrier | Accepted
Diospyros apeibocarpos Raddi | Accepted
Diospyros apiculata Hiern | Accepted
Diospyros araripensis Cavalcante | Accepted
Diospyros areolata King & Gamble | Accepted
Diospyros areolifolia Kosterm. | Accepted
Diospyros argentea Griff. | Accepted
Diospyros armata Hemsl. | Accepted
Diospyros artanthifolia Mart. ex Miq. | Accepted
Diospyros arupaj B.Walln. | Accepted
Diospyros atrata (Thwaites) Alston | Accepted
Diospyros atrotricha H.W.Li | Accepted
Diospyros attenuata Thwaites | Accepted
Diospyros aurea Teijsm. & Binn. | Accepted
Diospyros australis (R.Br.) Hiern | Accepted
Diospyros balansae Guillaumin | Accepted
Diospyros balfouriana Diels | Accepted
Diospyros baloen-ldjoek Bakh. | Accepted
Diospyros bambuseti Fletcher | Accepted
Diospyros bangkana Bakh. | Accepted
Diospyros bangoiensis Lecomte | Accepted
Diospyros baranensis Lecomte | Accepted
Diospyros barberi Ramaswami | Accepted
Diospyros baroniana H.Perrier | Accepted
Diospyros baronii (H. Perrier) G.E. Schatz & Lowry | Accepted
Diospyros barteri Hiern | Accepted
Diospyros batocana Hiern | Accepted
Diospyros beccarioides Ng | Accepted
Diospyros bejaudii Lecomte | Accepted
Diospyros bemarivensis H.Perrier | Accepted
Diospyros benstonei Kosterm. | Accepted
Diospyros bernieri Hiern | Accepted
Diospyros bernieriana (Baill.) H.Perrier | Accepted
Diospyros bezofensis H.Perrier | Accepted
Diospyros bibracteata Bakh. | Accepted
Diospyros bipindensis Gürke | Accepted
Diospyros blepharophylla Standl. | Accepted
Diospyros blumutensis Ng | Accepted
Diospyros boala De Wild. | Accepted
Diospyros boinensis (H. Perrier) G.E. Schatz & Lowry | Accepted
Diospyros boivinii Hiern | Accepted
Diospyros boliviana Rusby | Accepted
Diospyros bonii Lecomte | Accepted
Diospyros borbonica I.Richardson | Accepted
Diospyros borneensis Hiern | Accepted
Diospyros bourdillonii Brandis | Accepted
Diospyros boutoniana A.DC. | Accepted
Diospyros brainii Ng | Accepted
Diospyros brandisiana Kurz | Accepted
Diospyros brasiliensis Mart. ex Miq. | Accepted
Diospyros brassica F.White | Accepted
Diospyros brevicalyx Boerl. & Koord.-Schum. | Accepted
Diospyros brideliifolia Elmer | Accepted
Diospyros britannoborneensis Bakh. | Accepted
Diospyros bullata A.C.Sm. | Accepted
Diospyros bumelioides Standl. | Accepted
Diospyros bundeyana Kosterm. | Accepted
Diospyros burchellii Hiern | Accepted
Diospyros burmanica Kurz | Accepted
Diospyros bussei Gürke | Accepted
Diospyros buxifolia (Blume) Hiern | Accepted
Diospyros cacharensis (Das & P.C.Kanjilal) H.B.Naithani | Accepted
Diospyros cachimboensis Pires & Cavalc. | Accepted
Diospyros calcicola Merr. | Accepted
Diospyros calciphila F.White | Accepted
Diospyros californica (Brandegee) I.M.Johnst. | Accepted
Diospyros caloneura C.Y.Wu | Accepted
Diospyros calophylla Hiern | Accepted
Diospyros calycantha O.Schwarz | Accepted
Diospyros cambodiana Lecomte | Accepted
Diospyros campanulata Bakh. | Accepted
Diospyros campechiana Lundell | Accepted
Diospyros canaliculata De Wild. | Accepted
Diospyros candolleana Wight | Accepted
Diospyros capreifolia Mart. ex Hiern | Accepted
Diospyros capricornuta F.White | Accepted
Diospyros carbonaria Benoist | Accepted
Diospyros caribaea (A.DC.) Standl. | Accepted
Diospyros carpinifolia (Ridl.) Bakh. | Accepted
Diospyros castanea (Craib) Fletcher | Accepted
Diospyros cathayensis Steward | Accepted
Diospyros caudisepala Bakh. | Accepted
Diospyros cauliflora Blume | Accepted
Diospyros cauligera F.White | Accepted
Diospyros cavalcantei Sothers | Accepted
Diospyros cayennensis A.DC. | Accepted
Diospyros celebica Bakh. | Accepted
Diospyros chaetocarpa Kosterm. | Accepted
Diospyros chamaethamnus Mildbr. | Accepted
Diospyros changii R.H.Miao | Accepted
Diospyros chartacea Wall. ex A.DC. | Accepted
Diospyros cherrieri F.White | Accepted
Diospyros chevalieri De Wild. | Accepted
Diospyros chloroxylon Roxb. | Accepted
Diospyros choboensis Lecomte | Accepted
Diospyros christophersenii Fosberg | Accepted
Diospyros chrysocarpa F.White | Accepted
Diospyros chrysophyllos Poir. | Accepted
Diospyros chunii Metcalf & L.Chen | Accepted
Diospyros cinnabarina (Gürke) F.White | Accepted
Diospyros cinnamomoides H.Perrier | Accepted
Diospyros clementium Bakh. | Accepted
Diospyros clusiifolia (Hiern) G.E. Schatz & Lowry | Accepted
Diospyros coaetanca Fletcher | Accepted
Diospyros coccinea Gürke ex De Wild. | Accepted
Diospyros coccolobifolia Mart. ex Miq. | Accepted
Diospyros collinsiae Craib | Accepted
Diospyros comorensis Hiern | Accepted
Diospyros confertiflora (Hiern) Bakh. | Accepted
Diospyros conformis Bakh. | Accepted
Diospyros conifera H.Perrier | Accepted
Diospyros conocarpa Gürke ex K.Schum. | Accepted
Diospyros consanguinea Merr. | Accepted
Diospyros consolatae Chiov. | Accepted
Diospyros conzattii Standl. | Accepted
Diospyros cooperi (Hutch. & Dalziel) F.White | Accepted
Diospyros corallina Chun & T.C.Chen | Accepted
Diospyros cordata (Hiern) Bakh. | Accepted
Diospyros cordato-oblonga Kosterm. | Accepted
Diospyros coriacea Hiern | Accepted
Diospyros coursiana H.Perrier | Accepted
Diospyros crassiflora Hiern | Accepted
Diospyros crassifloroides ined. | Accepted
Diospyros crassinervis (Krug & Urb.) Standl. | Accepted
Diospyros crebripilis Kosterm. | Accepted
Diospyros crockerensis Ng | Accepted
Diospyros crumenata Thwaites | Accepted
Diospyros cupulifera H.Perrier | Accepted
Diospyros cupulosa (F.Muell.) F.Muell. | Accepted
Diospyros curranii Merr. | Accepted
Diospyros daemona Bakh. | Accepted
Diospyros dalyom B.Walln. | Accepted
Diospyros danguyana H.Perrier | Accepted
Diospyros dasyphylla Kurz | Accepted
Diospyros decandra Lour. | Accepted
Diospyros decaryana H.Perrier | Accepted
Diospyros defectrix Fletcher | Accepted
Diospyros dendo Welw. ex Hiern | Accepted
Diospyros densiflora Wall. ex G.Don | Accepted
Diospyros dichroa Sandwith | Accepted
Diospyros dichrophylla (Gand.) De Winter | Accepted
Diospyros dictyoneura Hiern | Accepted
Diospyros diepenhorstii Miq. | Accepted
Diospyros dinhensis Hiep | Accepted
Diospyros discocalyx Merr. | Accepted
Diospyros discolor Willd. | Accepted
Diospyros diversifolia Hiern | Accepted
Diospyros diversilimba Merr. & Chun | Accepted
Diospyros dodecandra Lour. | Accepted
Diospyros dolmen B.Walln. | Accepted
Diospyros domarkind B.Walln. | Accepted
Diospyros domingensis (Urb.) Alain | Accepted
Diospyros duartei Cavalcante | Accepted
Diospyros dumetorum W.W.Sm. | Accepted
Diospyros dussaudii Lecomte | Accepted
Diospyros dycorypheoides H.Perrier | Accepted
Diospyros ebenifera (H. Perrier) G.E. Schatz & Lowry | Accepted
Diospyros ebenoides Kosterm. | Accepted
Diospyros ebenum J.König ex Retz. | Accepted
Diospyros eburnea Bakh. | Accepted
Diospyros egleri Pires & Cavalc. | Accepted
Diospyros egrettarum I.Richardson | Accepted
Diospyros ehretioides Wall. ex G.Don | Accepted
Diospyros ekodul B.Walln. | Accepted
Diospyros elegans C.B.Clarke | Accepted
Diospyros elephasii Lecomte | Accepted
Diospyros elliotii (Hiern) F.White | Accepted
Diospyros ellipsoidea King & Gamble | Accepted
Diospyros elliptifolia Merr. | Accepted
Diospyros enervis (H.Perrier) ined. | Accepted
Diospyros eriantha Champ. ex Benth. | Accepted
Diospyros erinacea (H.Perrier) ined. | Accepted
Diospyros erudita F.White | Accepted
