speciname | taxstat
Crinum modestum Baker | Accepted
Crinum moorei Hook.f. | Accepted
Crinum natans Baker | Accepted
Crinum nordaliae Mabb. | Accepted
Crinum nubicum Hannibal | Accepted
Crinum oliganthum Urb. | Accepted
Crinum paludosum Verd. | Accepted
Crinum palustre Urb. | Accepted
Crinum papillosum Nordal | Accepted
Crinum parvibulbosum Dinter ex Overkott | Accepted
Crinum parvum Baker | Accepted
Crinum piliferum Nordal | Accepted
Crinum politifolium R.Wahlstr. | Accepted
Crinum purpurascens Herb. | Accepted
Crinum pusillum Herb. | Accepted
Crinum rautanenianum Schinz | Accepted
Crinum razafindratsiraea LehMill. | Accepted
Crinum salsum Ravenna | Accepted
Crinum scillifolium A.Chev. | Accepted
Crinum serrulatum Baker | Accepted
Crinum stapfianum Kraenzl. | Accepted
Crinum stenophyllum Baker | Accepted
Crinum stracheyi Baker | Accepted
Crinum stuhlmannii Baker | Accepted
Crinum subcernuum Baker | Accepted
Crinum submersum Herb. | Accepted
Crinum surinamense Ravenna | Accepted
Crinum thaianum J.Schulze | Accepted
Crinum trifidum Nordal | Accepted
Crinum undulatum Hook. | Accepted
Crinum uniflorum F.Muell. | Accepted
Crinum variabile (Jacq.) Herb. | Accepted
Crinum venosum R.Br. | Accepted
Crinum verdoorniae Lehmiller | Accepted
Crinum virgineum Mart. ex Schult. & Schult.f. | Accepted
Crinum viviparum (Lam.) R.Ansari & V.J.Nair | Accepted
Crinum walteri Overkott | Accepted
Crinum wattii Baker | Accepted
Crinum welwitschii Baker | Accepted
Crinum wimbushi Worsley | Accepted
Crinum woodrowii Baker | Accepted
Crinum xerophilum H.Perrier ex Lehmiller | Accepted
Crinum zeylanicum (L.) L. | Accepted
Crossyne flava (W.F.Barker ex Snijman) D.Müll.-Doblies & U.Müll.-Doblies | Accepted
Crossyne guttata (L.) D.Müll.-Doblies & U.Müll.-Doblies | Accepted
Cryptostephanus densiflorus Welw. ex Baker | Accepted
Cryptostephanus haemanthoides Pax | Accepted
Cryptostephanus vansonii Verd. | Accepted
Cyrtanthus angustifolius (L.f.) Aiton | Accepted
Cyrtanthus attenuatus R.A.Dyer | Accepted
Cyrtanthus aureolinus Snijman | Accepted
Cyrtanthus bicolor R.A.Dyer | Accepted
Cyrtanthus brachyscyphus Baker | Accepted
Cyrtanthus brachysiphon Hilliard & B.L.Burtt | Accepted
Cyrtanthus breviflorus Harv. | Accepted
Cyrtanthus carneus Lindl. | Accepted
Cyrtanthus clavatus (L'Hér.) R.A.Dyer | Accepted
Cyrtanthus collinus Ker Gawl. | Accepted
Cyrtanthus contractus N.E.Br. | Accepted
Cyrtanthus debilis Snijman | Accepted
Cyrtanthus elatus (Jacq.) Traub | Accepted
Cyrtanthus epiphyticus J.M.Wood | Accepted
Cyrtanthus erubescens Killick | Accepted
Cyrtanthus eucallus R.A.Dyer | Accepted
Cyrtanthus falcatus R.A.Dyer | Accepted
Cyrtanthus fergusoniae L.Bolus | Accepted
Cyrtanthus flammosus Snijman & Van Jaarsv. | Accepted
Cyrtanthus flanaganii Baker | Accepted
Cyrtanthus flavus Barnes | Accepted
Cyrtanthus galpinii Baker | Accepted
Cyrtanthus guthrieae L.Bolus | Accepted
Cyrtanthus helictus Lehm. | Accepted
Cyrtanthus herrei (F.M.Leight.) R.A.Dyer | Accepted
Cyrtanthus huttonii Baker | Accepted
Cyrtanthus inaequalis O'Brien | Accepted
Cyrtanthus junodii Beauverd | Accepted
Cyrtanthus labiatus R.A.Dyer | Accepted
Cyrtanthus leptosiphon Snijman | Accepted
Cyrtanthus leucanthus Schltr. | Accepted
Cyrtanthus loddigesianus (Herb.) R.A.Dyer | Accepted
Cyrtanthus mackenii Hook.f. | Accepted
Cyrtanthus macmasteri Snijman | Accepted
Cyrtanthus macowanii Baker | Accepted
Cyrtanthus montanus R.A.Dyer | Accepted
Cyrtanthus nutans R.A.Dyer | Accepted
Cyrtanthus obliquus (L.f.) Aiton | Accepted
Cyrtanthus obrienii Baker | Accepted
Cyrtanthus ochroleucus (Herb.) Burch. ex Steud. | Accepted
Cyrtanthus odorus Ker Gawl. | Accepted
Cyrtanthus rhodesianus Rendle | Accepted
Cyrtanthus rhododactylus Stapf | Accepted
Cyrtanthus rotundilobus N.E.Br. | Accepted
Cyrtanthus sanguineus (Lindl.) Walp. | Accepted
Cyrtanthus smithiae Watt ex Harv. | Accepted
Cyrtanthus spiralis Burch. ex Ker Gawl. | Accepted
Cyrtanthus staadensis Schönland | Accepted
Cyrtanthus stenanthus Baker | Accepted
Cyrtanthus striatus Herb. | Accepted
Cyrtanthus suaveolens Schönland | Accepted
Cyrtanthus thorncroftii C.H.Wright | Accepted
Cyrtanthus tuckii Baker | Accepted
Cyrtanthus ventricosus Willd. | Accepted
Cyrtanthus wellandii Snijman | Accepted
Cyrtanthus welwitschii Hiern ex Baker | Accepted
Diphalangium graminifolium Schauer | Accepted
Eithea blumenavia (K.Koch & C.D.Bouché ex Carrière) Ravenna | Accepted
Eucrosia aurantiaca (Baker) Traub | Accepted
Eucrosia bicolor Ker Gawl. | Accepted
Eucrosia calendulina Meerow & Sagást. | Accepted
Eucrosia dodsonii Meerow & Dehgan | Accepted
Eucrosia eucrosioides (Herb.) Pax | Accepted
Eucrosia mirabilis (Baker) Traub | Accepted
Eucrosia stricklandii (Baker) Meerow | Accepted
Eucrosia tubiflora Meerow | Accepted
Eustephia armifera J.F.Macbr. | Accepted
Eustephia coccinea Cav. | Accepted
Eustephia darwinii Vargas | Accepted
Eustephia hugoei Vargas | Accepted
Eustephia kawidei Vargas | Accepted
Eustephia longibracteata Vargas | Accepted
Galanthus allenii Baker | Accepted
Galanthus alpinus Sosn. | Accepted
Galanthus angustifolius Koss | Accepted
Galanthus cilicicus Baker | Accepted
Galanthus elwesii Hook.f. | Accepted
Galanthus fosteri Baker | Accepted
Galanthus gracilis Celak. | Accepted
Galanthus ikariae Baker | Accepted
Galanthus koenenianus Lobin, C.D.Brickell & A.P.Davis | Accepted
Galanthus krasnovii Khokhr. | Accepted
Galanthus lagodechianus Kem.-Nath. | Accepted
Galanthus nivalis L. | Accepted
Galanthus peshmenii A.P.Davis & C.D.Brickell | Accepted
Galanthus platyphyllus Traub & Moldenke | Accepted
Galanthus plicatus M.Bieb. | Accepted
Galanthus reginae-olgae Orph. | Accepted
Galanthus rizehensis Stern | Accepted
Galanthus transcaucasicus Fomin | Accepted
Galanthus trojanus A.P.Davis & Özhatay | Accepted
Galanthus valentinei Beck | Accepted
Galanthus woronowii Losinsk. | Accepted
Gemmaria chaplinii D. & U. Muller-Doblies | Accepted
Gemmaria gemmata Salisb. Ex D. & U. Muller-Doblies | Accepted
Gemmaria karooica D. & U. Muller-Doblies | Accepted
Gemmaria leipoldtii D. & U. Muller-Doblies | Accepted
Gemmaria mathewsii D. & U. Muller-Doblies | Accepted
Gemmaria unguiculata D. & U. Muller-Doblies | Accepted
Gethyllis afra L. | Accepted
Gethyllis barkerae D.Müll.-Doblies | Accepted
Gethyllis britteniana Baker | Accepted
Gethyllis campanulata L.Bolus | Accepted
Gethyllis cavidens D.Müll.-Doblies | Accepted
Gethyllis ciliaris (Thunb.) Thunb. | Accepted
Gethyllis fimbriatula D.Müll.-Doblies | Accepted
Gethyllis grandiflora L.Bolus | Accepted
Gethyllis gregoriana D.Müll.-Doblies | Accepted
Gethyllis hallii D.Müll.-Doblies | Accepted
Gethyllis heinzeana D.Müll.-Doblies | Accepted
Gethyllis kaapensis D.Müll.-Doblies | Accepted
Gethyllis lanuginosa Marloth | Accepted
Gethyllis lata L.Bolus | Accepted
Gethyllis latifolia Masson ex Baker | Accepted
Gethyllis linearis L.Bolus | Accepted
Gethyllis longistyla Bolus | Accepted
Gethyllis marginata D.Müll.-Doblies | Accepted
Gethyllis namaquensis (Schönland) Oberm. | Accepted
Gethyllis oligophylla D.Müll.-Doblies | Accepted
Gethyllis oliverorum D.Müll.-Doblies | Accepted
Gethyllis pectinata D.Müll.-Doblies | Accepted
Gethyllis roggeveldensis D.Müll.-Doblies | Accepted
Gethyllis setosa Marloth | Accepted
Gethyllis spiralis (Thunb.) Thunb. | Accepted
Gethyllis transkarooica D.Müll.-Doblies | Accepted
Gethyllis uteana D.Müll.-Doblies | Accepted
Gethyllis verrucosa Marloth | Accepted
Gethyllis verticillata R.Br. | Accepted
Gethyllis villosa (Thunb.) Thunb. | Accepted
Gilliesia curicana Ravenna | Accepted
Gilliesia dimera Ravenna | Accepted
Gilliesia graminea Lindl. | Accepted
Gilliesia isopetala Ravenna | Accepted
Gilliesia monophylla Reiche | Accepted
Gilliesia montana Poepp. & Endl. | Accepted
Gilliesia nahuelbutae Ravenna | Accepted
Griffinia alba K.D.Preuss & Meerow | Accepted
Griffinia aracensis Ravenna | Accepted
Griffinia arifolia Ravenna | Accepted
Griffinia colatinensis Ravenna | Accepted
Griffinia concinna (Mart. ex Schult. & Schult.f.) Ravenna | Accepted
Griffinia cordata K.D.Preuss & Meerow | Accepted
Griffinia espiritensis Ravenna | Accepted
Griffinia gardneriana (Herb.) Ravenna | Accepted
Griffinia hyacinthina (Ker Gawl.) Ker Gawl. | Accepted
Griffinia ilheusiana Ravenna | Accepted
Griffinia intermedia Lindl. | Accepted
Griffinia itambensis Ravenna | Accepted
Griffinia leucantha K.D.Preuss | Accepted
Griffinia liboniana E.Morren | Accepted
Griffinia mucurina Ravenna | Accepted
Griffinia nocturna Ravenna | Accepted
Griffinia ornata T.Moore | Accepted
Griffinia parviflora Ker Gawl. | Accepted
Griffinia paubrasilica Ravenna | Accepted
Griffinia rochae G.M.Morel | Accepted
Griffinia rostrata Ravenna | Accepted
Habranthus albispiritus Ravenna | Accepted
Habranthus amambaicus Ravenna | Accepted
Habranthus andalgalensis Ravenna | Accepted
Habranthus araguaiensis Ravenna | Accepted
Habranthus argentinus Traub | Accepted
Habranthus auratus Ravenna | Accepted
Habranthus bahiensis Ravenna | Accepted
Habranthus barrosianus Hunz. & Di Fulvio | Accepted
Habranthus brachyandrus (Baker) Sealy | Accepted
Habranthus caaguazuensis Ravenna | Accepted
Habranthus caeruleus (Griseb.) Traub | Accepted
Habranthus calderensis Ravenna | Accepted
Habranthus cardenasianus Traub & I.S.Nelson | Accepted
Habranthus carmineus Ravenna | Accepted
Habranthus catamarcensis Ravenna | Accepted
Habranthus chacoensis Ravenna | Accepted
Habranthus concinnus Ravenna | Accepted
Habranthus cordobensis Ravenna | Accepted
Habranthus crassibulbus Ravenna | Accepted
Habranthus datensis Ravenna | Accepted
Habranthus duarteanus Ravenna | Accepted
Habranthus erectus Ravenna | Accepted
Habranthus estensis Ravenna | Accepted
Habranthus gameleirensis Ravenna | Accepted
Habranthus goianus Ravenna | Accepted
Habranthus gracilifolius Herb. | Accepted
Habranthus guachipensis Ravenna | Accepted
Habranthus immaculatus Traub & Clint | Accepted
Habranthus irwinianus Ravenna | Accepted
Habranthus ischihualastus Ravenna | Accepted
Habranthus itaobinus Ravenna | Accepted
Habranthus jamesonii (Baker) Ravenna | Accepted
Habranthus jujuyensis (E.Holmb.) Traub | Accepted
Habranthus lacteus (S.Moore) Ravenna | Accepted
Habranthus leonensis Ravenna | Accepted
Habranthus leptandrus Ravenna | Accepted
Habranthus longipes (Baker) Sealy | Accepted
Habranthus maasii Ravenna | Accepted
Habranthus magnoi Ravenna | Accepted
Habranthus martinezii Ravenna | Accepted
Habranthus matacus Ravenna | Accepted
Habranthus medinae L.O.Alvarado & García-Mend. | Accepted
Habranthus mendocensis (Baker) Sealy | Accepted
Habranthus mexicanus T.M.Howard | Accepted
Habranthus microcarpus (Rusby) Ravenna | Accepted
Habranthus millarensis Ravenna | Accepted
Habranthus minor Ravenna | Accepted
Habranthus niveus Ravenna | Accepted
Habranthus nullipes Ravenna | Accepted
Habranthus oaxacanus T.M.Howard | Accepted
Habranthus oltanus Ravenna | Accepted
Habranthus oranensis Ravenna | Accepted
Habranthus pantanalensis Ravenna | Accepted
Habranthus pedunculosus Herb. | Accepted
Habranthus philadelphicus Ravenna | Accepted
Habranthus pictus Ravenna | Accepted
Habranthus quilmesianus Ravenna | Accepted
Habranthus riojanus Ravenna | Accepted
Habranthus robustus Herb. ex Sweet | Accepted
Habranthus ruber Ravenna | Accepted
Habranthus ruizlealii Ravenna | Accepted
Habranthus saipinensis Ravenna | Accepted
Habranthus salinarum Ravenna | Accepted
Habranthus saltensis Ravenna | Accepted
Habranthus sanavirone Roitman, J.A.Castillo, G.M.Tourn & Uria | Accepted
Habranthus schulzianus Ravenna | Accepted
Habranthus spectabilis Ravenna | Accepted
Habranthus steyermarkii Ravenna | Accepted
Habranthus sylvaticus (Mart. ex Schult. & Schult.f.) Herb. | Accepted
Habranthus teretifolius (C.H.Wright) Traub & Moldenke | Accepted
Habranthus tubispathus (L'Hér.) Traub | Accepted
Habranthus unifolius (Arechav.) Traub | Accepted
Habranthus venturianus Ravenna | Accepted
Habranthus vittatus T.M.Howard | Accepted
Haemanthus albiflos Jacq. | Accepted
Haemanthus amarylloides Jacq. | Accepted
Haemanthus avasmontanus Dinter | Accepted
Haemanthus barkerae Snijman | Accepted
Haemanthus canaliculatus Levyns | Accepted
Haemanthus carneus Ker Gawl. | Accepted
Haemanthus coccineus L. | Accepted
Haemanthus crispus Snijman | Accepted
Haemanthus dasyphyllus Snijman | Accepted
Haemanthus deformis Hook.f. | Accepted
Haemanthus graniticus Snijman | Accepted
Haemanthus humilis Jacq. | Accepted
Haemanthus lanceifolius Jacq. | Accepted
Haemanthus montanus Baker | Accepted
Haemanthus namaquensis R.A.Dyer | Accepted
Haemanthus nortieri Isaac | Accepted
Haemanthus pauculifolius Snijman & A.E.van Wyk | Accepted
Haemanthus pubescens L.f. | Accepted
Haemanthus pumilio Jacq. | Accepted
Haemanthus sanguineus Jacq. | Accepted
Haemanthus tristis Snijman | Accepted
Haemanthus unifoliatus Snijman | Accepted
Hannonia hesperidum Braun-Blanq. & Maire | Accepted
Hieronymiella angustissima Ravenna | Accepted
Hieronymiella argentina (Pax) Hunz. & S.C.Arroyo | Accepted
Hieronymiella aurea Ravenna | Accepted
Hieronymiella cachiensis Ravenna | Accepted
Hieronymiella clidanthoides Pax. | Accepted
Hieronymiella pamiana (Stapf) Hunz. | Accepted
Hieronymiella speciosa (R.E.Fr.) Hunz. | Accepted
Hieronymiella vittata Ravenna | Accepted
Hippeastrum aglaiae (A.Cast.) Hunz. & A.A.Cocucci | Accepted
Hippeastrum amaru (Vargas) Meerow | Accepted
Hippeastrum andreanum Baker | Accepted
Hippeastrum angustifolium Pax | Accepted
Hippeastrum anzaldoi (Cárdenas) Van Scheepen | Accepted
Hippeastrum apertispathum (Traub) H.E.Moore | Accepted
Hippeastrum arboricola (Ravenna) Meerow | Accepted
Hippeastrum argentinum (Pax) Hunz. | Accepted
Hippeastrum aulicum (Ker Gawl.) Herb. | Accepted
Hippeastrum aviflorum (Ravenna) Dutilh | Accepted
Hippeastrum blossfeldiae (Traub & J.L.Doran) Van Scheepen | Accepted
Hippeastrum brasilianum (Traub & J.L.Doran) Dutilh | Accepted
Hippeastrum breviflorum Herb. | Accepted
Hippeastrum bukasovii (Vargas) Gereau & Brako | Accepted
Hippeastrum caiaponicum (Ravenna) Dutilh | Accepted
Hippeastrum calyptratum (Ker Gawl.) Herb. | Accepted
Hippeastrum canterai Arechav. | Accepted
Hippeastrum caupolicanense (Cárdenas) Van Scheepen | Accepted
Hippeastrum chionedyanthum (Cárdenas) Van Scheepen | Accepted
Hippeastrum condemaitae (Vargas & E.Pérez) Meerow | Accepted
Hippeastrum correiense (Bury) Worsley | Accepted
Hippeastrum crociflorum Rusby | Accepted
Hippeastrum curitibanum (Ravenna) Dutilh | Accepted
Hippeastrum cuzcoense (Vargas) Gereau & Brako | Accepted
Hippeastrum cybister (Herb.) Benth. ex Baker | Accepted
Hippeastrum damazianum Beauverd | Accepted
Hippeastrum divijuliani (Cárdenas) Meerow | Accepted
Hippeastrum divijulianum (Cárdenas) Meerow | Accepted
Hippeastrum doraniae (Traub) Meerow | Accepted
Hippeastrum elegans (Spreng.) H.E.Moore | Accepted
Hippeastrum escobaruriae (Cárdenas) Van Scheepen | Accepted
Hippeastrum espiritense (Traub) H.E.Moore | Accepted
Hippeastrum evansiae (Traub & I.S.Nelson) H.E.Moore | Accepted
Hippeastrum ferreyrae (Traub) Gereau & Brako | Accepted
Hippeastrum forgetii Worsley | Accepted
Hippeastrum fragrantissimum (Cárdenas) Meerow | Accepted
Hippeastrum fuscum Kraenzl. | Accepted
Hippeastrum gertianum (Ravenna) Dutilh | Accepted
Hippeastrum glaucescens (Mart. ex Schult. & Schult.f.) Herb. | Accepted
Hippeastrum goianum (Ravenna) Meerow | Accepted
Hippeastrum guarapuavicum (Ravenna) Van Scheepen | Accepted
Hippeastrum harrisonii (Lindl.) Hook.f. | Accepted
Hippeastrum hemographes (Ravenna) Dutilh | Accepted
Hippeastrum hugoi (Vargas) Gereau & Brako | Accepted
Hippeastrum iguazuanum (Ravenna) T.R.Dudley & M.Williams | Accepted
Hippeastrum incachacanum (Cárdenas) Van Scheepen | Accepted
Hippeastrum intiflorum (Vargas) Gereau & Brako | Accepted
Hippeastrum kromeri (Worsley) Meerow | Accepted
Hippeastrum lapacense (Cárdenas) Van Scheepen | Accepted
Hippeastrum leonardii (Vargas) Gereau & Brako | Accepted
Hippeastrum leopoldii T.Moore | Accepted
Hippeastrum leucobasis (Ravenna) Dutilh | Accepted
Hippeastrum macbridei (Vargas) Gereau & Brako | Accepted
Hippeastrum machupijchense (Vargas) D.R.Hunt | Accepted
Hippeastrum mandonii Baker | Accepted
Hippeastrum maracasum (Traub) H.E.Moore | Accepted
Hippeastrum marumbiense (Ravenna) Van Scheepen | Accepted
Hippeastrum minasgerais (Traub) Meerow | Accepted
Hippeastrum miniatum (Ruiz & Pav.) Herb. | Accepted
Hippeastrum mollevillquense (Cárdenas) Van Scheepen | Accepted
Hippeastrum monanthum (Ravenna) Meerow | Accepted
Hippeastrum morelianum Lem. | Accepted
Hippeastrum nelsonii (Cárdenas) Van Scheepen | Accepted
Hippeastrum oconequense (Traub) H.E.Moore | Accepted
Hippeastrum papilio (Ravenna) Van Scheepen | Accepted
Hippeastrum paquichanum (Cárdenas) Dutilh | Accepted
Hippeastrum paradisiacum (Ravenna) Meerow | Accepted
Hippeastrum paranaense (Traub) Meerow | Accepted
Hippeastrum pardinum (Hook.f.) Dombrain | Accepted
Hippeastrum parodii Hunz. & A.A.Cocucci | Accepted
Hippeastrum petiolatum Pax | Accepted
Hippeastrum pilcomaicum (Ravenna) Meerow | Accepted
Hippeastrum psittacinum (Ker Gawl.) Herb. | Accepted
Hippeastrum puniceum (Lam.) Voss | Accepted
Hippeastrum reginae (L.) Herb. | Accepted
Hippeastrum reticulatum (L'Hér.) Herb. | Accepted
Hippeastrum rubropictum (Ravenna) Meerow | Accepted
Hippeastrum santacatarina (Traub) Dutilh | Accepted
Hippeastrum scopulorum Baker | Accepted
Hippeastrum starkiorum (I.S.Nelson & Traub) Van Scheepen | Accepted
Hippeastrum striatum (Lam.) H.E.Moore | Accepted
Hippeastrum stylosum Herb. | Accepted
Hippeastrum teyucuarense (Ravenna) Van Scheepen | Accepted
Hippeastrum traubii (Moldenke) H.E.Moore | Accepted
Hippeastrum umabisanum (Cárdenas) Meerow | Accepted
Hippeastrum vanleestenii (Traub) H.E.Moore | Accepted
Hippeastrum variegatum (Vargas) Gereau & Brako | Accepted
Hippeastrum viridiflorum Rusby | Accepted
Hippeastrum vittatum (L'Hér.) Herb. | Accepted
Hippeastrum wilsoniae L.J.Doran & F.W.Mey. | Accepted
Hippeastrum yungacense (Cárdenas & I.S.Nelson) Meerow | Accepted
Hymenocallis acutifolia (Herb. ex Sims) Sweet | Accepted
Hymenocallis araniflora T.M.Howard | Accepted
Hymenocallis arenicola Northr. | Accepted
Hymenocallis astrostephana T.M.Howard | Accepted
Hymenocallis azteciana Traub | Accepted
Hymenocallis baumlii Ravenna | Accepted
Hymenocallis bolivariana Traub | Accepted
Hymenocallis caribaea (L.) Herb. | Accepted
Hymenocallis choctawensis Traub | Accepted
Hymenocallis choretis Hemsl. | Accepted
Hymenocallis cleo Ravenna | Accepted
Hymenocallis clivorum Laferr. | Accepted
Hymenocallis concinna Baker | Accepted
Hymenocallis cordifolia Micheli | Accepted
Hymenocallis coronaria (Leconte) Kunth | Accepted
Hymenocallis crassifolia Herb. | Accepted
Hymenocallis durangoensis T.M.Howard | Accepted
Hymenocallis duvalensis Traub ex Laferr. | Accepted
Hymenocallis eucharidifolia Baker | Accepted
Hymenocallis fragrans (Salisb.) Salisb. | Accepted
Hymenocallis franklinensis Ger.L.Sm., L.C.Anderson & Flory | Accepted
Hymenocallis glauca (Zucc.) M.Roem. | Accepted
Hymenocallis godfreyi G.L.Sm. & Darst | Accepted
Hymenocallis graminifolia Greenm. | Accepted
Hymenocallis guatemalensis Traub | Accepted
Hymenocallis guerreroensis T.M.Howard | Accepted
Hymenocallis harrisiana Herb. | Accepted
Hymenocallis henryae Traub | Accepted
Hymenocallis howardii Bauml | Accepted
Hymenocallis imperialis T.M.Howard | Accepted
Hymenocallis incaica Ravenna | Accepted
Hymenocallis jaliscensis M.E.Jones | Accepted
Hymenocallis latifolia (Mill.) M.Roem. | Accepted
Hymenocallis leavenworthii (Standl. & Steyerm.) Bauml | Accepted
Hymenocallis lehmilleri T.M.Howard | Accepted
Hymenocallis limaensis Traub | Accepted
Hymenocallis liriosme (Raf.) Shinners | Accepted
Hymenocallis littoralis (Jacq.) Salisb. | Accepted
Hymenocallis lobata Klotzsch | Accepted
Hymenocallis longibracteata Hochr. | Accepted
Hymenocallis maximiliani T.M.Howard | Accepted
Hymenocallis multiflora Vargas | Accepted
Hymenocallis occidentalis (Leconte) Kunth | Accepted
Hymenocallis ornata (C.D.Bouché) M.Roem. | Accepted
Hymenocallis ovata (Mill.) M.Roem. | Accepted
Hymenocallis palmeri S.Watson | Accepted
Hymenocallis partita Ravenna | Accepted
Hymenocallis phalangidis Bauml | Accepted
Hymenocallis pimana Laferr. | Accepted
Hymenocallis portamonetensis Ravenna | Accepted
Hymenocallis praticola Britton & P.Wilson | Accepted
Hymenocallis proterantha Bauml | Accepted
Hymenocallis pumila Bauml | Accepted
Hymenocallis puntagordensis Traub | Accepted
Hymenocallis pygmaea Traub | Accepted
Hymenocallis rotata (Ker Gawl.) Herb. | Accepted
Hymenocallis schizostephana Worsley | Accepted
Hymenocallis sonorensis Standl. | Accepted
Hymenocallis speciosa (L.f. ex Salisb.) Salisb. | Accepted
Hymenocallis tridentata Small | Accepted
Hymenocallis tubiflora Salisb. | Accepted
Hymenocallis venezuelensis Traub | Accepted
Hymenocallis woelfleana T.M.Howard | Accepted
Ismene amancaes (Ruiz & Pav.) Herb. | Accepted
Ismene deflexa Herb. | Accepted
Ismene hawkesii (Vargas) Gereau & Meerow | Accepted
Ismene longipetala (Lindl.) Meerow | Accepted
