speciname | taxstat
Jatropha calcarea Fern.Casas | Accepted
Jatropha campestris S.Moore | Accepted
Jatropha capensis (L.f.) Sond. | Accepted
Jatropha cardiophylla (Torr.) Müll.Arg. | Accepted
Jatropha cathartica Terán & Berland. | Accepted
Jatropha catingae Ule | Accepted
Jatropha chacoana Fern.Casas | Accepted
Jatropha chamelensis Pérez-Jim. | Accepted
Jatropha chevalieri Beille | Accepted
Jatropha ciliata Sessé | Accepted
Jatropha cinerea (Ortega) Müll.Arg. | Accepted
Jatropha clarae-hildae Fern.Casas | Accepted
Jatropha clavuligera Müll.Arg. | Accepted
Jatropha collina Thulin | Accepted
Jatropha confusa Hutch. | Accepted
Jatropha contrerasii J.Jiménez Ram. & M.Martínez Gordillo | Accepted
Jatropha conzattii J.Jiménez Ram. | Accepted
Jatropha cordata (Ortega) Müll.Arg. | Accepted
Jatropha costaricensis G.L.Webster & Poveda | Accepted
Jatropha crinita Müll.Arg. | Accepted
Jatropha cuneata Wiggins & Rollins | Accepted
Jatropha curcas L. | Accepted
Jatropha decipiens M.E.Jones | Accepted
Jatropha decumbens Pax & K.Hoffm. | Accepted
Jatropha dehganii J.Jiménez Ram. | Accepted
Jatropha dhofarica Radcl.-Sm. | Accepted
Jatropha dichtar J.F.Macbr. | Accepted
Jatropha dioica Sessé | Accepted
Jatropha dissecta (Chodat & Hassl.) Pax | Accepted
Jatropha divaricata Sw. | Accepted
Jatropha eglandulosa Pax | Accepted
Jatropha elbae J.Jiménez Ram. | Accepted
Jatropha ellenbeckii Pax | Accepted
Jatropha elliptica (Pohl) Oken | Accepted
Jatropha erythropoda Pax & K.Hoffm. | Accepted
Jatropha euarguta M.G.Gilbert & Thulin | Accepted
Jatropha excisa Griseb. | Accepted
Jatropha flavovirens Pax & K.Hoffm. | Accepted
Jatropha fortunatoi Fern.Casas | Accepted
Jatropha fremontioides Standl. | Accepted
Jatropha gallabatensis Schweinf. | Accepted
Jatropha galvanii J.Jiménez Ram. & L.M.Contr. | Accepted
Jatropha gaumeri Greenm. | Accepted
Jatropha giffordiana Dehgan & G.L.Webster | Accepted
Jatropha glandulifera Roxb. | Accepted
Jatropha glauca Vahl | Accepted
Jatropha gossypiifolia L. | Accepted
Jatropha grossidentata Pax & K.Hoffm. | Accepted
Jatropha guaranitica Speg. | Accepted
Jatropha hastifolia Fern.Casas | Accepted
Jatropha hernandiifolia Vent. | Accepted
Jatropha heynei N.P.Balakr. | Accepted
Jatropha hieronymi Kuntze | Accepted
Jatropha hildebrandtii Pax | Accepted
Jatropha hintonii Wilbur | Accepted
Jatropha hippocastanifolia Croizat | Accepted
Jatropha hirsuta Hochst. | Accepted
Jatropha horizontalis M.G.Gilbert | Accepted
Jatropha humboldtiana McVaugh | Accepted
Jatropha humifusa Thulin | Accepted
Jatropha hypogyna Radcl.-Sm. & Thulin | Accepted
Jatropha inaequispina Thulin | Accepted
Jatropha induta (Chodat & Hassl.) Pax | Accepted
Jatropha integerrima Jacq. | Accepted
Jatropha intercedens Pax | Accepted
Jatropha intermedia (Chodat & Hassl.) Pax | Accepted
Jatropha isabellei Müll.Arg. | Accepted
Jatropha jaimejimenezii V.W.Steinm. | Accepted
Jatropha kamerunica Pax & K.Hoffm. | Accepted
Jatropha krusei J.Jiménez Ram. & Mart.Gordon | Accepted
Jatropha lagarinthoides Sond. | Accepted
Jatropha latifolia Pax | Accepted
Jatropha loristipula Radcl.-Sm. | Accepted
Jatropha macrantha Müll.Arg. | Accepted
Jatropha macrocarpa Griseb. | Accepted
Jatropha macrophylla Pax & K.Hoffm. | Accepted
Jatropha macrorhiza Benth. | Accepted
Jatropha mahafalensis Jum. & H.Perrier | Accepted
Jatropha maheshwarii Subram. & Nayar | Accepted
Jatropha malacophylla Standl. | Accepted
Jatropha malmeana Pax & K.Hoffm. | Accepted
Jatropha marginata Chiov. | Accepted
Jatropha marmorata Thulin | Accepted
Jatropha martiusii (Pohl) Baill. | Accepted
Jatropha matacensis Castell. | Accepted
Jatropha mcvaughii Dehgan & G.L.Webster | Accepted
Jatropha melanosperma Pax | Accepted
Jatropha microdonta Radcl.-Sm. | Accepted
Jatropha minor Urb. | Accepted
Jatropha miskatensis Thulin | Accepted
Jatropha mollis Pax | Accepted
Jatropha mollissima (Pohl) Baill. | Accepted
Jatropha monroi S.Moore | Accepted
Jatropha moranii Dehgan & G.L.Webster | Accepted
Jatropha multifida L. | Accepted
Jatropha mutabilis (Pohl) Baill. | Accepted
Jatropha nana Dalzell & Gibson | Accepted
Jatropha natalensis Müll.Arg. | Accepted
Jatropha neopauciflora Pax | Accepted
Jatropha neriifolia Müll.Arg. | Accepted
Jatropha nogalensis Chiov. | Accepted
Jatropha nudicaulis Benth. | Accepted
Jatropha oaxacana J.Jiménez Ram. & R.Torres | Accepted
Jatropha obbiadensis Chiov. | Accepted
Jatropha oblanceolata Radcl.-Sm. | Accepted
Jatropha orangeana Dinter ex P.G.Mey. | Accepted
Jatropha ortegae Standl. | Accepted
Jatropha pachypoda Pax | Accepted
Jatropha pachyrrhiza Radcl.-Sm. | Accepted
Jatropha palmatifida Baker | Accepted
Jatropha palmatifolia Ule | Accepted
Jatropha paradoxa (Chiov.) Chiov. | Accepted
Jatropha paxii Croizat | Accepted
Jatropha pedatipartita Kuntze | Accepted
Jatropha pedersenii Lourteig | Accepted
Jatropha peiranoi Lourteig & O'Donnell | Accepted
Jatropha pelargoniifolia Courbai | Accepted
Jatropha peltata Sessé | Accepted
Jatropha pereziae J.Jiménez Ram. | Accepted
Jatropha phillipseae Rendle | Accepted
Jatropha podagrica Hook. | Accepted
Jatropha prunifolia Pax ex Engl. | Accepted
Jatropha pseudocurcas Müll.Arg. | Accepted
Jatropha puncticulata Pax & K.Hoffm. | Accepted
Jatropha purpurea Rose | Accepted
Jatropha ribifolia (Pohl) Baill. | Accepted
Jatropha riojae Miranda | Accepted
Jatropha rivae Pax | Accepted
Jatropha robecchii Pax | Accepted
Jatropha rosea Radcl.-Sm. | Accepted
Jatropha rufescens Brandegee | Accepted
Jatropha rumicifolia Fern.Casas | Accepted
Jatropha rzedowskii J.Jiménez Ram. | Accepted
Jatropha scaposa Radcl.-Sm. | Accepted
Jatropha schlechteri Pax | Accepted
Jatropha schweinfurthii Pax | Accepted
Jatropha seineri Pax | Accepted
Jatropha somalensis Pax | Accepted
Jatropha sotoi-nunyezii Fern.Casas & E.Martínez | Accepted
Jatropha spicata Pax | Accepted
Jatropha spinosa Vahl | Accepted
Jatropha spinosissima Thulin | Accepted
Jatropha standleyi Steyerm. | Accepted
Jatropha stephanii J.Jiménez Ram. & M.Martínez Gordillo | Accepted
Jatropha stevensii G.L.Webster | Accepted
Jatropha stigmatosa Pax & K.Hoffm. | Accepted
Jatropha stuhlmannii Pax | Accepted
Jatropha subaequiloba Radcl.-Sm. | Accepted
Jatropha sympetala S.F.Blake & Standl. | Accepted
Jatropha tacumbensis Pax & K.Hoffm. | Accepted
Jatropha tanjorensis J.L.Ellis & Saroja | Accepted
Jatropha tehuantepecana J.Jiménez Ram. & A.Campos Vilb. | Accepted
Jatropha tenuicaulis Thulin | Accepted
Jatropha tetracantha Chiov. | Accepted
Jatropha thyrsantha Pax & K.Hoffm. | Accepted
Jatropha tlalcozotitlanensis J.Jiménez Ram. | Accepted
Jatropha trifida Chiov. | Accepted
Jatropha tropaeolifolia Pax | Accepted
Jatropha tupifolia Griseb. | Accepted
Jatropha uncinulata Radcl.-Sm. | Accepted
Jatropha unicostata Balf.f. | Accepted
Jatropha variabilis Radcl.-Sm. | Accepted
Jatropha variegata Vahl | Accepted
Jatropha variifolia Pax | Accepted
Jatropha velutina Pax & K.Hoffm. | Accepted
Jatropha vernicosa Brandegee | Accepted
Jatropha villosa Wight | Accepted
Jatropha weberbaueri Pax & K.Hoffm. | Accepted
Jatropha websteri J.Jiménez Ram. | Accepted
Jatropha weddeliana Baill. | Accepted
Jatropha woodii Kuntze | Accepted
Jatropha zeyheri Sond. | Accepted
Joannesia heveoides Ducke | Accepted
Joannesia princeps Vell. | Accepted
Klaineanthus gabonii Pierre | Accepted
Koilodepas bantamense Hassk. | Accepted
Koilodepas brevipes Merr. | Accepted
Koilodepas calycinum Bedd. | Accepted
Koilodepas ferrugineum Hook.f. | Accepted
Koilodepas frutescens (Blume) Airy Shaw | Accepted
Koilodepas hainanense (Merr.) Croizat | Accepted
Koilodepas homaliifolium Airy Shaw | Accepted
Koilodepas laevigatum Airy Shaw | Accepted
Koilodepas longifolium Hook.f. | Accepted
Koilodepas pectinatum Airy Shaw | Accepted
Koilodepas wallichianum Benth. | Accepted
Lasiococca brevipes (Merr.) Welzen & S.E.C.Sierra | Accepted
Lasiococca chanii Thin | Accepted
Lasiococca comberi Haines | Accepted
Lasiococca locii Thin | Accepted
Lasiococca symphyllifolia (Kurz) Hook.f. | Accepted
Lasiocroton bahamensis Pax & K.Hoffm. | Accepted
Lasiocroton fawcettii Urb. | Accepted
Lasiocroton gracilis Britton & P.Wilson | Accepted
Lasiocroton harrisii Britton | Accepted
Lasiocroton macrophyllus (Sw.) Griseb. | Accepted
Leeuwenbergia africana Letouzey & N.Hallé | Accepted
Leeuwenbergia letestui Letouzey & N.Hallé | Accepted
Leidesia procumbens (L.) Prain | Accepted
Leucocroton acunae Borhidi | Accepted
Leucocroton anomalus Borhidi | Accepted
Leucocroton bracteosus Urb. | Accepted
Leucocroton brittonii Alain | Accepted
Leucocroton comosus Urb. | Accepted
Leucocroton cordifolius (Britton & P.Wilson) Alain | Accepted
Leucocroton discolor Urb. | Accepted
Leucocroton ekmanii Urb. | Accepted
Leucocroton flavicans Müll.Arg. | Accepted
Leucocroton havanensis Borhidi | Accepted
Leucocroton incrustatus Borhidi | Accepted
Leucocroton leprosus (Willd.) Pax & K.Hoffm. | Accepted
Leucocroton linearifolius Britton | Accepted
Leucocroton longibracteatus Borhidi | Accepted
Leucocroton microphyllus (A.Rich.) Pax & K.Hoffm. | Accepted
Leucocroton moaensis Borhidi & O.Muñiz | Accepted
Leucocroton moncadae Borhidi | Accepted
Leucocroton obovatus Urb. | Accepted
Leucocroton pachyphylloides Borhidi | Accepted
Leucocroton pachyphyllus Urb. | Accepted
Leucocroton pallidus Britton & P.Wilson | Accepted
Leucocroton revolutus C.Wright | Accepted
Leucocroton sameki Borhidi | Accepted
Leucocroton saxicola Britton | Accepted
Leucocroton stenophyllus Urb. | Accepted
Leucocroton subpeltatus (Urb.) Alain | Accepted
Leucocroton virens Griseb. | Accepted
Leucocroton wrightii Griseb. | Accepted
Lobanilia asterothrix Radcl.-Sm. | Accepted
Lobanilia bakeriana (Baill.) Radcl.-Sm. | Accepted
Lobanilia claoxyloides Radcl.-Sm. | Accepted
Lobanilia crotonoides Radcl.-Sm. | Accepted
Lobanilia hirtella (Baill.) Radcl.-Sm. | Accepted
Lobanilia luteobrunnea (Baker) Radcl.-Sm. | Accepted
Lobanilia ovalis (Baill.) Radcl.-Sm. | Accepted
Mabea anadena Pax & K.Hoffm. | Accepted
Mabea angularis Hollander | Accepted
Mabea angustifolia Spruce ex Benth. | Accepted
Mabea anomala Müll.Arg. | Accepted
Mabea arenicola Esser | Accepted
Mabea biglandulosa Baill. ex Müll.Arg. | Accepted
Mabea caudata Pax & K.Hoffm. | Accepted
Mabea chocoensis Croizat | Accepted
Mabea elata Steyerm. | Accepted
Mabea elegans Rusby | Accepted
Mabea excelsa Standl. & Steyerm. | Accepted
Mabea fistulifera Mart. | Accepted
Mabea frutescens Jabl. | Accepted
Mabea gaudichaudiana Baill. | Accepted
Mabea glaziovii Pax & K.Hoffm. | Accepted
Mabea jefensis Huft | Accepted
Mabea klugii Steyerm. | Accepted
Mabea linearifolia Jabl. | Accepted
Mabea longibracteata Esser | Accepted
Mabea macbridei I.M.Johnst. | Accepted
Mabea macrocalyx Esser | Accepted
Mabea montana Müll.Arg. | Accepted
Mabea nitida Spruce ex Benth. | Accepted
Mabea occidentalis Benth. | Accepted
Mabea ovata Esser | Accepted
Mabea paniculata Spruce ex Benth. | Accepted
Mabea piriri Aubl. | Accepted
Mabea pohliana (Benth.) Müll.Arg. | Accepted
Mabea pulcherrima Müll.Arg. | Accepted
Mabea rubicunda Jabl. | Accepted
Mabea salicoides Esser | Accepted
Mabea speciosa Müll.Arg. | Accepted
Mabea standleyi Steyerm. | Accepted
Mabea subserrulata Spruce ex Benth. | Accepted
Mabea subsessilis Pax & K.Hoffm. | Accepted
Mabea taquari Aubl. | Accepted
Mabea tenorioi Mart.Gord., J.Jiménez Ram. & Cruz Durán | Accepted
Mabea trianae Pax | Accepted
Mabea uleana Pax & K.Hoffm. | Accepted
Macaranga acerifolia Airy Shaw | Accepted
Macaranga advena Pax & K.Hoffm. | Accepted
Macaranga aenigmatica Whitmore | Accepted
Macaranga aetheadenia Airy Shaw | Accepted
Macaranga albescens L.M.Perry | Accepted
Macaranga alchorneifolia Baker | Accepted
Macaranga alchorneoides Pax & Lingelsh. | Accepted
Macaranga aleuritoides F.Muell. | Accepted
Macaranga allorobinsonii Whitmore | Accepted
Macaranga alnifolia Baker | Accepted
Macaranga amentifera Whitmore | Accepted
Macaranga amissa Airy Shaw | Accepted
Macaranga amplifolia Merr. | Accepted
Macaranga anceps Airy Shaw | Accepted
Macaranga andamanica Kurz | Accepted
Macaranga angolensis (Müll.Arg.) Müll.Arg. | Accepted
Macaranga angulata S.J.Davies | Accepted
Macaranga angustifolia K.Schum. & Lauterb. | Accepted
Macaranga ashtonii S.J.Davies | Accepted
Macaranga assas Amougou | Accepted
Macaranga astrolabica Pax & K.Hoffm. | Accepted
Macaranga attenuata J.W.Moore | Accepted
Macaranga auctoris Whitmore | Accepted
Macaranga baccaureifolia Airy Shaw | Accepted
Macaranga bailloniana Müll.Arg. | Accepted
Macaranga balabacensis Pax & K.Hoffm. | Accepted
Macaranga balansae Gagnep. | Accepted
Macaranga bancana (Miq.) Müll.Arg. | Accepted
Macaranga barkeriana Whitmore | Accepted
Macaranga barteri Müll.Arg. | Accepted
Macaranga beccariana Merr. | Accepted
Macaranga beillei Prain | Accepted
Macaranga belensis L.M.Perry | Accepted
Macaranga bicolor Müll.Arg. | Accepted
Macaranga bifoveata J.J.Sm. | Accepted
Macaranga boutonioides Baill. | Accepted
Macaranga brachythyrsa Pax & K.Hoffm. | Accepted
Macaranga brachytricha Airy Shaw | Accepted
Macaranga brevipetiolata Airy Shaw | Accepted
Macaranga brooksii Ridl. | Accepted
Macaranga brunneofloccosa Pax & K.Hoffm. | Accepted
Macaranga bullata Pax & K.Hoffm. | Accepted
Macaranga caesariata A.C.Sm. | Accepted
Macaranga caladiifolia Becc. | Accepted
Macaranga calcicola Airy Shaw | Accepted
Macaranga capensis (Baill.) Sim | Accepted
Macaranga carolinensis Volkens | Accepted
Macaranga carrii L.M.Perry | Accepted
Macaranga cassandrae Whitmore | Accepted
Macaranga caudata Pax & K.Hoffm. | Accepted
Macaranga caudatifolia Elmer | Accepted
Macaranga celebica Koord. | Accepted
Macaranga chatiniana (Baill.) Müll.Arg. | Accepted
Macaranga chlorolepis Airy Shaw | Accepted
Macaranga choiseuliana Airy Shaw | Accepted
Macaranga chrysotricha K.Schum. & Lauterb. | Accepted
Macaranga cissifolia (Zoll. & Rchb.f.) Müll.Arg. | Accepted
Macaranga clavata Warb. | Accepted
Macaranga clemensiae L.M.Perry | Accepted
Macaranga coggygria Airy Shaw | Accepted
Macaranga congestiflora Merr. | Accepted
Macaranga conglomerata Brenan | Accepted
Macaranga conifera (Rchb.f. & Zoll.) Müll.Arg. | Accepted
Macaranga constricta Whitmore & Airy Shaw | Accepted
Macaranga cordifolia (Roxb.) Müll.Arg. | Accepted
Macaranga coriacea (Baill.) Müll.Arg. | Accepted
Macaranga corymbosa (Müll.Arg.) Müll.Arg. | Accepted
Macaranga costulata Pax & K.Hoffm. | Accepted
Macaranga crassistipulosa Pax & K.Hoffm. | Accepted
Macaranga cucullata J.J.Sm. | Accepted
Macaranga cuernosensis Elmer | Accepted
Macaranga cumingii (Baill.) Müll.Arg. | Accepted
Macaranga cuneifolia (Rchb.f. & Zoll.) Müll.Arg. | Accepted
Macaranga cupularis Müll.Arg. | Accepted
Macaranga cuspidata Boivin ex Baill. | Accepted
Macaranga dallachyana (Baill.) Airy Shaw | Accepted
Macaranga darbyshirei Airy Shaw | Accepted
Macaranga daviesii W.N.Takeuchi | Accepted
Macaranga decaryana Leandri | Accepted
Macaranga decipiens L.M.Perry | Accepted
Macaranga densiflora Warb. | Accepted
Macaranga denticulata (Blume) Müll.Arg. | Accepted
Macaranga depressa (Müll.Arg.) Müll.Arg. | Accepted
Macaranga dibeleensis De Wild. | Accepted
Macaranga didymocarpa Whitmore | Accepted
Macaranga diepenhorstii (Miq.) Müll.Arg. | Accepted
Macaranga digyna (Wight) Müll.Arg. | Accepted
Macaranga dioica (G.Forst.) Müll.Arg. | Accepted
Macaranga dipterocarpifolia Merr. | Accepted
Macaranga domatiosa Airy Shaw | Accepted
Macaranga ducis Whitmore | Accepted
Macaranga ebolowana Pax & K.Hoffm. | Accepted
Macaranga echinocarpa Baker | Accepted
Macaranga eloba Pax & K.Hoffm. | Accepted
Macaranga endertii Whitmore | Accepted
Macaranga eymae L.M.Perry | Accepted
Macaranga faiketo Whitmore | Accepted
Macaranga fallacina Pax & K.Hoffm. | Accepted
Macaranga ferruginea Baker | Accepted
Macaranga fragrans L.M.Perry | Accepted
Macaranga fulva Airy Shaw | Accepted
Macaranga gabunica Prain | Accepted
Macaranga galorei Whitmore | Accepted
Macaranga gamblei Hook.f. | Accepted
Macaranga gigantea (Rchb.f. & Zoll.) Müll.Arg. | Accepted
Macaranga gigantifolia Merr. | Accepted
Macaranga glaberrima (Hassk.) Airy Shaw | Accepted
Macaranga glabra (Juss.) Pax & K.Hoffm. | Accepted
Macaranga glandibracteolata S.J.Davies | Accepted
Macaranga glandulifera L.M.Perry | Accepted
Macaranga gracilis Pax & K.Hoffm. | Accepted
Macaranga graeffeana Pax & K.Hoffm. | Accepted
Macaranga grallata McPherson | Accepted
Macaranga grandifolia (Blanco) Merr. | Accepted
Macaranga grayana Müll.Arg. | Accepted
Macaranga griffithiana Müll.Arg. | Accepted
Macaranga hageniana Gilli | Accepted
Macaranga hartleyana Whitmore | Accepted
Macaranga harveyana (Müll.Arg.) Müll.Arg. | Accepted
Macaranga havilandii Airy Shaw | Accepted
Macaranga hemsleyana Pax & K.Hoffm. | Accepted
Macaranga hengkyana Whitmore | Accepted
Macaranga henryi (Pax & K.Hoffm.) Rehder | Accepted
Macaranga herculis Whitmore | Accepted
Macaranga heterophylla (Müll.Arg.) Müll.Arg. | Accepted
Macaranga heudelotii Baill. | Accepted
Macaranga hexandra (Roxb.) Müll.Arg. | Accepted
Macaranga heynei I.M.Johnst. | Accepted
Macaranga hispida (Blume) Müll.Arg. | Accepted
Macaranga hoffmannii L.M.Perry | Accepted
Macaranga hosei King ex Hook.f. | Accepted
Macaranga huahineensis J.Florence | Accepted
Macaranga hullettii King ex Hook.f. | Accepted
Macaranga humbertii Leandri | Accepted
Macaranga hurifolia Beille | Accepted
Macaranga hypoleuca (Rchb.f. & Zoll.) Müll.Arg. | Accepted
Macaranga hystrichogyne Airy Shaw | Accepted
Macaranga inamoena F.Muell. ex Benth. | Accepted
Macaranga indica Wight | Accepted
Macaranga indistincta Whitmore | Accepted
Macaranga induta L.M.Perry | Accepted
Macaranga inermis Pax & K.Hoffm. | Accepted
Macaranga intonsa Whitmore | Accepted
Macaranga involucrata (Roxb.) Baill. | Accepted
Macaranga javanica (Blume) Müll.Arg. | Accepted
Macaranga johannium Whitmore | Accepted
Macaranga kanehirae Hosok. | Accepted
Macaranga kilimandscharica Pax | Accepted
Macaranga kinabaluensis Airy Shaw | Accepted
Macaranga kingii Hook.f. | Accepted
Macaranga klaineana Pierre ex Prain | Accepted
Macaranga kostermansii L.M.Perry | Accepted
Macaranga kurzii (Kuntze) Pax & K.Hoffm. | Accepted
Macaranga laciniata Whitmore & Airy Shaw | Accepted
Macaranga lamellata Whitmore | Accepted
Macaranga lanceolata Pax & K.Hoffm. | Accepted
Macaranga le-testui Pellegr. | Accepted
Macaranga leytensis Merr. | Accepted
Macaranga lineata Airy Shaw | Accepted
Macaranga loheri Elmer | Accepted
Macaranga longicaudata L.M.Perry | Accepted
Macaranga longipetiolata De Wild. | Accepted
Macaranga longistipulata (Kurz ex Teijsm. & Binn.) Müll.Arg. | Accepted
Macaranga lophostigma Chiov. | Accepted
Macaranga louisiadum Airy Shaw | Accepted
Macaranga lowii King ex Hook.f. | Accepted
Macaranga lugubris Whitmore | Accepted
Macaranga lumiensis Whitmore | Accepted
Macaranga lutescens (Pax & Lingelsh.) Pax | Accepted
Macaranga macropoda Baker | Accepted
Macaranga magna Turrill | Accepted
Macaranga magnifolia L.M.Perry | Accepted
Macaranga magnistipulosa Pax | Accepted
Macaranga mappa (L.) Müll.Arg. | Accepted
Macaranga marikoensis A.C.Sm. | Accepted
Macaranga mauritiana Bojer ex Baill. | Accepted
Macaranga megacarpa Airy Shaw | Accepted
Macaranga meiophylla S.Moore | Accepted
Macaranga melanosticta Airy Shaw | Accepted
Macaranga mellifera Prain | Accepted
Macaranga membranacea Müll.Arg. | Accepted
Macaranga minahassae Whitmore | Accepted
Macaranga misimae Airy Shaw | Accepted
Macaranga mista S.Moore | Accepted
Macaranga modesta Pax & K.Hoffm. | Accepted
Macaranga monandra Müll.Arg. | Accepted
Macaranga monostyla Whistler | Accepted
Macaranga montana Merr. | Accepted
Macaranga motleyana (Müll.Arg.) Müll.Arg. | Accepted
Macaranga myriantha Müll.Arg. | Accepted
Macaranga myriolepida Baker | Accepted
Macaranga necopina Whitmore | Accepted
Macaranga neobritannica Airy Shaw | Accepted
Macaranga neodenticulata Whitmore | Accepted
Macaranga nicobarica N.P.Balakr. & Chakrab. | Accepted
Macaranga noblei Elmer | Accepted
Macaranga novoguineensis J.J.Sm. | Accepted
Macaranga nusatenggarensis Whitmore | Accepted
Macaranga oblongifolia Baill. | Accepted
Macaranga obovata Boivin ex Baill. | Accepted
