speciname | taxstat
Andrographis lawsonii Gamble | Accepted
Andrographis laxiflora (Blume) Lindau | Accepted
Andrographis lineata Nees | Accepted
Andrographis lobelioides Wight | Accepted
Andrographis longipedunculata (Sreem) L.H.Cramer | Accepted
Andrographis macrobotrys Nees | Accepted
Andrographis monglunensis H.T.Chang & H.Chu | Accepted
Andrographis nallamalayana J.L.Ellis | Accepted
Andrographis neesiana Wight | Accepted
Andrographis ovata (T.Anderson ex Bedd.) Benth. & Hook.f. | Accepted
Andrographis paniculata (Burm.f.) Nees | Accepted
Andrographis producta (C.B.Clarke) Gamble | Accepted
Andrographis rosulata Bremek. | Accepted
Andrographis rothii C.B.Clarke | Accepted
Andrographis rotundifolia (Sreem.) Sreem. | Accepted
Andrographis serpyllifolia (Vahl) Wight | Accepted
Andrographis sinensis H.S.Lo | Accepted
Andrographis stellulata C.B.Clarke | Accepted
Andrographis stenophylla C.B.Clarke | Accepted
Andrographis subspathulata C.B.Clarke | Accepted
Andrographis tenera (Nees) Kuntze | Accepted
Andrographis viscosula Nees | Accepted
Angkalanthus oligophylla Balf.f. | Accepted
Anisacanthus andersonii T.F.Daniel | Accepted
Anisacanthus boliviensis (Nees) Wassh. | Accepted
Anisacanthus brasiliensis Lindau | Accepted
Anisacanthus insignis A. Gray | Accepted
Anisacanthus juncea (Torr.) Hemsl. | Accepted
Anisacanthus linearis (S.H.Hagen) Henrickson & E.J.Lott | Accepted
Anisacanthus malmei Lindau | Accepted
Anisacanthus nicaraguensis Durkee | Accepted
Anisacanthus pohlii Lindau | Accepted
Anisacanthus puberulus (Torr.) Henrickson & E.J.Lott | Accepted
Anisacanthus pumilus (Dietr.) Nees | Accepted
Anisacanthus quadrifidus (Vahl) Nees | Accepted
Anisacanthus ramosissimus (Moric.) V.M.Baum | Accepted
Anisacanthus secundus Leonard | Accepted
Anisacanthus tetracaulis Leonard | Accepted
Anisacanthus thurberi (Torr.) A.Gray | Accepted
Anisacanthus trilobus Lindau | Accepted
Anisacanthus tulensis Greenm. | Accepted
Anisosepalum alboviolaceum (Benoist) E.Hossain | Accepted
Anisosepalum humbertii (Mildbr.) E.Hossain | Accepted
Anisosepalum lewallei Bamps | Accepted
Anisostachya elythraria (Lindau) Benoist | Accepted
Anisostachya triticea (Baker) Benoist | Accepted
Anisotes bracteatus Milne-Redh. | Accepted
Anisotes divaricatus T.F.Daniel, Mbola, Almeda & Phillipson | Accepted
Anisotes diversifolius Balf.f. | Accepted
Anisotes dumosus Milne-Redh. | Accepted
Anisotes formosissimus (Klotzsch) Milne-Redh. | Accepted
Anisotes guineensis Lindau | Accepted
Anisotes involucratus Fiori | Accepted
Anisotes macrophyllus (Lindau) Heine | Accepted
Anisotes madagascariensis Benoist | Accepted
Anisotes nyassae Baden | Accepted
Anisotes parvifolius Oliv. | Accepted
Anisotes rogersii S.Moore | Accepted
Anisotes sessiliflorus (T.Anderson) C.B.Clarke | Accepted
Anisotes tangensis Baden | Accepted
Anisotes trisulcus (Forssk.) Nees | Accepted
Anisotes ukambensis Lindau | Accepted
Anisotes umbrosus Milne-Redh. | Accepted
Anisotes zenkeri (Lindau) C.B.Clarke | Accepted
Anomacanthus congolanus (De Wild. & T.Durand) Brummitt | Accepted
Apassalus cubensis (Urb.) Kobuski | Accepted
Apassalus diffusus (Nees) Kobuski | Accepted
Apassalus humistratus (Michx.) Kobuski | Accepted
Apassalus parvulus Alain & Leonard | Accepted
Aphanosperma sinaloensis (Leonard & Gentry) T.F.Daniel | Accepted
Aphelandra acanthifolia Hook. | Accepted
Aphelandra acanthus Nees | Accepted
Aphelandra acrensis Lindau | Accepted
Aphelandra albert-smithii Leonard | Accepted
Aphelandra albinotata Wassh. | Accepted
Aphelandra alexandri Leonard | Accepted
Aphelandra amelata Leonard | Accepted
Aphelandra anderssonii Wassh. | Accepted
Aphelandra andrei Leonard | Accepted
Aphelandra antioquiensis Wassh. | Accepted
Aphelandra arisema Leonard | Accepted
Aphelandra aristei Leonard | Accepted
Aphelandra arnoldii Mildbr. | Accepted
Aphelandra attenuata Wassh. | Accepted
Aphelandra aurantiaca (Scheidw.) Lindl. | Accepted
Aphelandra azuayensis Wassh. | Accepted
Aphelandra bahiensis (Nees) Wassh. | Accepted
Aphelandra barkleyi Leonard | Accepted
Aphelandra benoistii Wassh. | Accepted
Aphelandra blanchetiana (Nees) Hook.f. | Accepted
Aphelandra blandii Lindau | Accepted
Aphelandra botanodes Leonard | Accepted
Aphelandra boyacensis Leonard | Accepted
Aphelandra bradeana Rizzini | Accepted
Aphelandra campanensis Durkee | Accepted
Aphelandra campii Wassh. | Accepted
Aphelandra caput-medusae Lindau | Accepted
Aphelandra castanifolia Britton ex Rusby | Accepted
Aphelandra chamissoniana Nees | Accepted
Aphelandra chaponensis Leonard | Accepted
Aphelandra chrysantha Wassh. | Accepted
Aphelandra cinnabarina Wassh. | Accepted
Aphelandra cirsioides Lindau | Accepted
Aphelandra claussenii Wassh. | Accepted
Aphelandra colombiensis Lindau ex Leonard | Accepted
Aphelandra colorata (Vell.) Wassh. | Accepted
Aphelandra conformis Leonard | Accepted
Aphelandra crenata Leonard | Accepted
Aphelandra crispata Leonard | Accepted
Aphelandra cristata (Jacq.) R. Br. ex W.T. Aiton | Accepted
Aphelandra cuatrecasasii Leonard | Accepted
Aphelandra cuscoensis Wassh. | Accepted
Aphelandra darienensis Wassh. | Accepted
Aphelandra dasyantha Wassh. | Accepted
Aphelandra decorata (Nees) Wassh. | Accepted
Aphelandra diachyla Leonard | Accepted
Aphelandra dielsii Mildbr. | Accepted
Aphelandra diffusa Wassh. | Accepted
Aphelandra dodsonii Wassh. | Accepted
Aphelandra dolichantha Donn.Sm. | Accepted
Aphelandra dukei Wassh. | Accepted
Aphelandra dunlapiana Standl. & L.O.Williams | Accepted
Aphelandra dusenii Lindau | Accepted
Aphelandra encarnacionii Wassh. | Accepted
Aphelandra espirito-santensis Profice & Wassh. | Accepted
Aphelandra euopla Leonard | Accepted
Aphelandra eurystoma Mildbr. | Accepted
Aphelandra fasciculata Wassh. | Accepted
Aphelandra fernandezii Leonard | Accepted
Aphelandra ferreyrae Wassh. | Accepted
Aphelandra flava Nees | Accepted
Aphelandra formosa (Humb. & Bonpl.) Nees | Accepted
Aphelandra fosbergii Leonard | Accepted
Aphelandra galba Wassh. | Accepted
Aphelandra garciae Leonard | Accepted
Aphelandra gigantiflora Lindau | Accepted
Aphelandra glabrata Willd. ex Nees | Accepted
Aphelandra golfodulcensis McDade | Accepted
Aphelandra goodspeedii Standl. & F.A.Barkley | Accepted
Aphelandra gracilis Leonard | Accepted
Aphelandra grandis Leonard | Accepted
Aphelandra grangeri Leonard | Accepted
Aphelandra grazielae Profice | Accepted
Aphelandra guayasii Wassh. | Accepted
Aphelandra guerrerensis Wassh. | Accepted
Aphelandra gunnarii Wassh. | Accepted
Aphelandra hapala Wassh. | Accepted
Aphelandra harleyi Wassh. | Accepted
Aphelandra harlingii Wassh. | Accepted
Aphelandra hartwegiana Nees ex Benth. | Accepted
Aphelandra haughtii Leonard | Accepted
Aphelandra heydeana Donn.Sm. | Accepted
Aphelandra hieronymi Griseb. | Accepted
Aphelandra hintonii Wassh. | Accepted
Aphelandra hirta (Klotzsch) Wassh. | Accepted
Aphelandra huilensis Leonard | Accepted
Aphelandra hylaea Leonard | Accepted
Aphelandra hymenobracteata Profice | Accepted
Aphelandra ignea Nees | Accepted
Aphelandra impressa Lindau | Accepted
Aphelandra inaequalis Lindau | Accepted
Aphelandra jacobinioides Lindau | Accepted
Aphelandra juninensis Wassh. | Accepted
Aphelandra kingii Wassh. | Accepted
Aphelandra kolobantha Lindau | Accepted
Aphelandra kuna T.F.Daniel & McDade | Accepted
Aphelandra lamprantha Leonard | Accepted
Aphelandra lasia Leonard | Accepted
Aphelandra lasiophylla Leonard | Accepted
Aphelandra latibracteata Wassh. | Accepted
Aphelandra lawranceae Leonard | Accepted
Aphelandra laxa Durkee | Accepted
Aphelandra leonardii McDade | Accepted
Aphelandra liboniana Linden ex Hook.f. | Accepted
Aphelandra lilacina C.Ezcurra | Accepted
Aphelandra limbatifolia Lindau | Accepted
Aphelandra lineariloba Leonard | Accepted
Aphelandra lingua-bovis Leonard | Accepted
Aphelandra longibracteolata Lindau | Accepted
Aphelandra loxensis Wassh. | Accepted
Aphelandra luyensis Lindau | Accepted
Aphelandra lyrata Nees | Accepted
Aphelandra macrophylla Leonard | Accepted
Aphelandra macrosiphon Lindau | Accepted
Aphelandra macrostachya Nees | Accepted
Aphelandra maculata (Tafalla ex Nees) Voss | Accepted
Aphelandra madrensis Lindau | Accepted
Aphelandra margaritae E.Morren | Accepted
Aphelandra marginata Nees & E.Morren | Accepted
Aphelandra martiusii Wassh. | Accepted
Aphelandra maximiliana (Nees) Benth. ex Lindau | Accepted
Aphelandra micans Moritz ex Vatke | Accepted
Aphelandra mildbraediana Leonard | Accepted
Aphelandra modesta (Mildbr.) Wassh. | Accepted
Aphelandra molinae T.F.Daniel | Accepted
Aphelandra mollis (Nees) Leonard | Accepted
Aphelandra mollissima Wassh. | Accepted
Aphelandra montis-scalaris Lindau ex Pilg. | Accepted
Aphelandra mucronata (Ruiz & Pav.) Nees | Accepted
Aphelandra neesiana Wassh. | Accepted
Aphelandra neillii Wassh. | Accepted
Aphelandra nemoralis Nees | Accepted
Aphelandra nephoica Wassh. | Accepted
Aphelandra nuda Nees | Accepted
Aphelandra obtusa (Nees) Wassh. | Accepted
Aphelandra obtusifolia (Nees) Wassh. | Accepted
Aphelandra ornata (Nees) T.Anderson | Accepted
Aphelandra panamensis McDade | Accepted
Aphelandra parviflora Leonard | Accepted
Aphelandra parvispica Leonard | Accepted
Aphelandra paulensis Wassh. | Accepted
Aphelandra pepe-parodii Wassh. | Accepted
Aphelandra peruviana Wassh. | Accepted
Aphelandra phaina Wassh. | Accepted
Aphelandra pharangophila Leonard | Accepted
Aphelandra phlogea Leonard | Accepted
Aphelandra phrynioides Lindau | Accepted
Aphelandra pilosa Leonard | Accepted
Aphelandra pinarotricha Leonard | Accepted
Aphelandra porphyrocarpa Leonard | Accepted
Aphelandra prismatica (Vell.) Hiern | Accepted
Aphelandra pulcherrima (Jacq.) Kunth | Accepted
Aphelandra quadrifaria Leonard | Accepted
Aphelandra reticulata Wassh. | Accepted
Aphelandra rigida Glaz. ex Mildbr. | Accepted
Aphelandra rosulata (Lindau) Wassh. | Accepted
Aphelandra rubra Wassh. | Accepted
Aphelandra runcinata Klotzsch ex Nees | Accepted
Aphelandra rusbyi Britton | Accepted
Aphelandra scabra (Vahl) Sm. | Accepted
Aphelandra schiedeana Cham. & Schltdl. | Accepted
Aphelandra schieferae Leonard | Accepted
Aphelandra scolnikae Leonard | Accepted
Aphelandra seibertii Leonard | Accepted
Aphelandra sericantha Leonard | Accepted
Aphelandra silvicola Leonard | Accepted
Aphelandra sinclairiana Nees ex Benth. | Accepted
Aphelandra speciosa Brandegee | Accepted
Aphelandra squarrosa Nees | Accepted
Aphelandra stephanophysa Nees | Accepted
Aphelandra steyermarkii Wassh. | Accepted
Aphelandra storkii Leonard | Accepted
Aphelandra straminea Leonard | Accepted
Aphelandra sulphurea Hook.f. | Accepted
Aphelandra superba Lindau | Accepted
Aphelandra taborensis Leonard | Accepted
Aphelandra terryae Standl. | Accepted
Aphelandra tetragona (Vahl) Nees | Accepted
Aphelandra tetroicia Wassh. | Accepted
Aphelandra tillettii Wassh. | Accepted
Aphelandra tomentosa Lindau | Accepted
Aphelandra tonduzii Leonard | Accepted
Aphelandra trianae Leonard | Accepted
Aphelandra tridentata Hemsl. | Accepted
Aphelandra tumbecensis Wassh. | Accepted
Aphelandra variegata C.Morel ex Planch. | Accepted
Aphelandra verticillata Nees ex Hemsl. | Accepted
Aphelandra villonacensis Wassh. | Accepted
Aphelandra viscosa Mildbr. | Accepted
Aphelandra wasshausenii Profice | Accepted
Aphelandra weberbaueri Mildbr. | Accepted
Aphelandra wendtii T.F.Daniel | Accepted
Aphelandra wurdackii Wassh. | Accepted
Aphelandra xanthantha Leonard | Accepted
Aphelandra zamorensis Wassh. | Accepted
Aphelandrella modesta Mildbr. | Accepted
Ascotheca paucinervia (T.Anderson ex C.B.Clarke) Heine | Accepted
Asystasia africana (S.Moore) C.B.Clarke | Accepted
Asystasia alba Ridl. | Accepted
Asystasia albiflora Ensermu | Accepted
Asystasia ammophila Ensermu | Accepted
Asystasia amoena Turrill | Accepted
Asystasia ansellioides C.B.Clarke | Accepted
Asystasia atriplicifolia Bremek. | Accepted
Asystasia australasica F.M.Bailey | Accepted
Asystasia buettneri Lindau | Accepted
Asystasia charmian S.Moore | Accepted
Asystasia chelonoides Nees | Accepted
Asystasia congensis C.B.Clarke | Accepted
Asystasia crispata Benth. | Accepted
Asystasia dalzelliana Santapau | Accepted
Asystasia excellens Lindau | Accepted
Asystasia fuchsiifolia Lindau | Accepted
Asystasia gangetica (L.) T.Anderson | Accepted
Asystasia glandulifera Lindau | Accepted
Asystasia glandulosa Lindau | Accepted
Asystasia guttata (Forssk.) Brummitt | Accepted
Asystasia hedbergii Ensermu | Accepted
Asystasia hispida J.B.Imlay | Accepted
Asystasia indica H.J.Chowdhery & Av.Bhattacharjee | Accepted
Asystasia kerrii Craib | Accepted
Asystasia laticapsula C.B.Clarke ex Karlström | Accepted
Asystasia lawiana Dalzell | Accepted
Asystasia ledermannii Lindau | Accepted
Asystasia leptostachya Lindau | Accepted
Asystasia lindauiana Hutch. & Dalziel | Accepted
Asystasia linearis S.Moore | Accepted
Asystasia lorata Ensermu | Accepted
Asystasia macrocarpa Nees | Accepted
Asystasia macrophylla (T.Anderson) Benth. ex Lindau | Accepted
Asystasia malawiana Brummitt & Chisumpa | Accepted
Asystasia masaiensis Lindau | Accepted
Asystasia mysorensis (Roth) T.Anderson | Accepted
Asystasia nemorum Nees | Accepted
Asystasia oppositiflora Bremek. | Accepted
Asystasia petalidioides Deflers | Accepted
Asystasia pinguifolia T.J.Edwards | Accepted
Asystasia pusilla C.B.Clarke | Accepted
Asystasia retrocarpa T.J.Edwards | Accepted
Asystasia richardsiae Ensermu | Accepted
Asystasia riparia Lindau | Accepted
Asystasia salicifolia Craib | Accepted
Asystasia scandens (Lindau) Hook. | Accepted
Asystasia schliebenii Mildbr. | Accepted
Asystasia subbiflora C.B.Clarke | Accepted
Asystasia travancorica Bedd. | Accepted
Asystasia varia N.E.Br. | Accepted
Asystasia variabilis Trimen | Accepted
Asystasia vogeliana Benth. | Accepted
Asystasia welwitschii S.Moore | Accepted
Asystasia zambiana Brummitt & Chisumpa | Accepted
Asystasiella africana S.Moore | Accepted
Asystasiella atroviridis (T.Anderson) Lindau | Accepted
Asystasiella chinensis (S.Moore) E.Hossain | Accepted
Asystasiella neesiana (Wall.) Lindau | Accepted
Avicennia balanophora Stapf & Moldenke | Accepted
Avicennia bicolor Standl. | Accepted
Avicennia germinans (L.) L. | Accepted
Avicennia integra N.C.Duke | Accepted
Avicennia marina (Forssk.) Vierh. | Accepted
Avicennia officinalis L. | Accepted
Avicennia schaueriana Stapf & Leechm. ex Moldenke | Accepted
Avicennia tonduzii Moldenke | Accepted
Ballochia amoena Balf.f. | Accepted
Ballochia atrovirgata Balf.f. | Accepted
Ballochia rotundifolia Balf.f. | Accepted
Baphicacanthus cusia (Nees) Bremek. | Accepted
Barleria acanthoides Vahl | Accepted
Barleria acanthophora (Roem. & Schult.) Nees | Accepted
Barleria aculeata Balf.f. | Accepted
Barleria aenea I.Darbysh. | Accepted
Barleria affinis C.B.Clarke | Accepted
Barleria albipilosa Hainz | Accepted
Barleria albomarginata Hedrén | Accepted
Barleria albostellata C.B.Clarke | Accepted
Barleria alluaudii Benoist | Accepted
Barleria amanensis Lindau | Accepted
Barleria antunesii Lindau | Accepted
Barleria arabica Bél. ex Nees | Accepted
Barleria argentea Balf.f. | Accepted
Barleria argenteocalycina De Wild. | Accepted
Barleria argillicola Oberm. | Accepted
Barleria aristata I.Darbysh. | Accepted
Barleria arnottiana Nees | Accepted
Barleria aromatica Oberm. | Accepted
Barleria asterotricha Benoist | Accepted
Barleria bagshawei S.Moore | Accepted
Barleria bechuanensis C.B.Clarke | Accepted
Barleria beddomei T.Anderson ex Bedd. | Accepted
Barleria benadirensis Chiov. | Accepted
Barleria benguellensis S.Moore | Accepted
Barleria biloba Imlay | Accepted
Barleria bispinosa (Forssk.) Vahl | Accepted
Barleria blepharoides Lindau | Accepted
Barleria boehmii Lindau | Accepted
Barleria boivinii T.Anderson | Accepted
Barleria bolusii Oberm. | Accepted
Barleria boranensis Fiori | Accepted
Barleria bornuensis S.Moore | Accepted
Barleria bremekampii Oberm. | Accepted
Barleria brevituba Benoist | Accepted
Barleria briartii De Wild. & T.Durand | Accepted
Barleria brownii S.Moore | Accepted
Barleria buddleioides S.Moore | Accepted
Barleria buxifolia L. | Accepted
Barleria calophylla Lindau | Accepted
Barleria calophylloides Lindau | Accepted
Barleria candida Nees | Accepted
Barleria carruthersiana S.Moore | Accepted
Barleria casatiana Buscal. & Muschl. | Accepted
Barleria cavaleriei H.Lév. | Accepted
Barleria cephalophora Lindau | Accepted
Barleria clinopodium Fiori | Accepted
Barleria comorensis Lindau | Accepted
Barleria conspicua Nees | Accepted
Barleria courtallica Nees | Accepted
Barleria cristata L. | Accepted
Barleria crossandriformis C.B.Clarke | Accepted
Barleria crotalaria H.Lév. | Accepted
Barleria cunenensis Benoist | Accepted
Barleria cuspidata F.Heyne ex Nees | Accepted
Barleria cyanea S.Moore | Accepted
Barleria damarensis T.Anderson | Accepted
Barleria decaisneana Nees | Accepted
Barleria decaryi Benoist | Accepted
Barleria delamerei S.Moore | Accepted
Barleria dentata Hedrén | Accepted
Barleria descampsii Lindau | Accepted
Barleria dolomiticola M.Balkwill & K.Balkwill | Accepted
Barleria dulcis Benoist | Accepted
Barleria elegans S.Moore | Accepted
Barleria elliptica Benoist | Accepted
Barleria eranthemoides R.Br. ex C.B.Clarke | Accepted
Barleria exellii Benoist | Accepted
Barleria eylesii S.Moore | Accepted
Barleria farinosa Deflers | Accepted
Barleria fissiflora Bojer ex Nees | Accepted
Barleria fulvostellata C.B.Clarke | Accepted
Barleria galpinii C.B.Clarke | Accepted
Barleria gibsonii Dalzell | Accepted
Barleria gibsonioides Blatt. | Accepted
Barleria glandulifera Lindau | Accepted
Barleria glaucobracteata Hedrén | Accepted
Barleria grandicalyx Lindau | Accepted
Barleria grandiflora Dalzell | Accepted
Barleria grandipetala De Wild. | Accepted
Barleria grandis Hochst. ex Nees | Accepted
Barleria grantii Oliv. | Accepted
Barleria greenii M.Balkwill & K.Balkwill | Accepted
Barleria gueinzii Sond. | Accepted
Barleria her Benoist | Accepted
Barleria heterotricha Lindau | Accepted
Barleria hildebrandtii S.Moore | Accepted
Barleria hillcoatiae J.R.I.Wood | Accepted
Barleria hirta Oberm. | Accepted
Barleria hochstetteri Nees | Accepted
Barleria holstii Lindau | Accepted
Barleria holubii C.B.Clarke | Accepted
Barleria horrida Buscal. & Muschl. | Accepted
Barleria humbertii Benoist | Accepted
Barleria humilis Benoist | Accepted
Barleria ilicifolia Hedrén | Accepted
Barleria insolita Benoist | Accepted
Barleria integrisepala H.P.Tsui | Accepted
Barleria involucrata Nees | Accepted
Barleria irritans Nees | Accepted
Barleria jubata S.Moore | Accepted
Barleria kacondensis S.Moore | Accepted
Barleria kaessneri S.Moore | Accepted
Barleria kaloxytona Lindau | Accepted
Barleria keniensis Mildbr. | Accepted
Barleria kirkii T.Anderson | Accepted
Barleria kitchingi Baker | Accepted
Barleria laceratiflora Lindau | Accepted
Barleria lactiflora Brummitt & Seyani | Accepted
Barleria laeta Benoist | Accepted
Barleria lanceata (Forssk.) C.Chr. | Accepted
Barleria lanceolata (Schinz) Oberm. | Accepted
Barleria lancifolia T.Anderson | Accepted
Barleria lateralis Oberm. | Accepted
Barleria leandrii Benoist | Accepted
Barleria lichtensteiniana Nees | Accepted
Barleria limnogeton S.Moore | Accepted
Barleria linearifolia Rendle | Accepted
Barleria longiflora L.f. | Accepted
Barleria longipes Benoist | Accepted
Barleria longissima Lindau | Accepted
Barleria longistyla Lindau | Accepted
Barleria lugardii C.B.Clarke | Accepted
Barleria lukafuensis De Wild. | Accepted
Barleria lupulina Lindl. | Accepted
Barleria mackenii Hook.f. | Accepted
Barleria maclaudii Benoist | Accepted
Barleria macraei Arn. | Accepted
Barleria macrostegia Nees | Accepted
Barleria maculata S.Moore | Accepted
Barleria mairei H.Lév. | Accepted
Barleria marginata Oliv. | Accepted
Barleria massae Chiov. | Accepted
Barleria matopensis S.Moore | Accepted
Barleria meeuseana P.G.Mey. | Accepted
Barleria megalosiphon Mildbr. | Accepted
Barleria merxmuelleri P.G.Mey. | Accepted
Barleria methuenii Turrill | Accepted
Barleria meyeriana Nees | Accepted
Barleria micrantha C.B.Clarke | Accepted
Barleria mitis Ker Gawl. | Accepted
Barleria molensis Wild | Accepted
Barleria monostachya Bojer | Accepted
Barleria montana Nees | Accepted
Barleria monticola Oberm. | Accepted
Barleria morrisiana E.Barnes & C.E.C.Fisch. | Accepted
Barleria mucronata Lindau | Accepted
Barleria mucronifolia Lindau | Accepted
Barleria mysorensis B.Heyne ex Roth | Accepted
Barleria natalensis Lindau | Accepted
Barleria nitida Nees | Accepted
Barleria noctiflora L.f. | Accepted
Barleria norbertii Benoist | Accepted
Barleria nutans Nees | Accepted
Barleria nyasensis C.B.Clarke | Accepted
Barleria observatrix Bosser & Heine | Accepted
Barleria obtusa Nees | Accepted
Barleria obtusisepala C.B.Clarke | Accepted
Barleria oenotheroides Dum.Cours. | Accepted
Barleria opaca (Vahl) Nees | Accepted
Barleria orbicularis Hochst. ex T.Anderson | Accepted
Barleria ovata E.Mey. ex Nees | Accepted
Barleria oxyphylla Lindau | Accepted
Barleria pabularis S.Moore | Accepted
Barleria pannosa Chiov. | Accepted
Barleria paolii Fiori | Accepted
Barleria papillosa T.Anderson | Accepted
Barleria parviflora R.Br. ex T.Anderson | Accepted
Barleria parvispina Benoist | Accepted
Barleria paucidentata Benoist | Accepted
Barleria perrieri Benoist | Accepted
Barleria phaylopsis Milne-Redh. | Accepted
Barleria phillyriifolia Baker | Accepted
Barleria pilosa F.Heyne ex Nees | Accepted
Barleria polyneura S.Moore | Accepted
Barleria polytricha Wall. | Accepted
Barleria popovii Verdc. | Accepted
Barleria prattensis Santapau | Accepted
Barleria pretoriensis C.B.Clarke | Accepted
Barleria prionitis L. | Accepted
Barleria proxima Lindau | Accepted
Barleria puberula Benoist | Accepted
Barleria puccionii Chiov. | Accepted
Barleria pulchella Benoist | Accepted
Barleria pulchra Lindau | Accepted
Barleria punctata Milne-Redh. | Accepted
Barleria pungens L.f. | Accepted
Barleria purpureosepala H.P.Tsui | Accepted
Barleria purpureotincta I.Darbysh. | Accepted
Barleria quadrispina Lindau | Accepted
Barleria ramulosa C.B.Clarke | Accepted
Barleria randii S.Moore | Accepted
Barleria rehmannii C.B.Clarke | Accepted
Barleria repens Nees | Accepted
Barleria reticulata Haines | Accepted
Barleria rhodesiaca Oberm. | Accepted
Barleria rigida Willd. ex Nees | Accepted
Barleria rotundifolia Oberm. | Accepted
Barleria rubra Buch.-Ham. | Accepted
Barleria ruellioides T.Anderson | Accepted
Barleria sacanii Klotzsch ex Lindau | Accepted
Barleria sacleuxii Benoist | Accepted
Barleria salicifolia S.Moore | Accepted
Barleria samhanensis Knees, A.G.Mill. & A.Patzelt | Accepted
Barleria saxatilis Oberm. | Accepted
Barleria scabriuscula Schwartz | Accepted
Barleria schmittii Benoist | Accepted
Barleria scindens Oberm. | Accepted
Barleria senensis Klotzsch | Accepted
Barleria sepalosa C.B.Clarke | Accepted
Barleria separata Benoist | Accepted
Barleria setigera Rendle | Accepted
Barleria seyrigii Benoist | Accepted
Barleria siamensis Craib | Accepted
Barleria smithii Rendle | Accepted
Barleria solitaria P.G.Mey. | Accepted
Barleria spinifolia J.R.I.Wood | Accepted
Barleria spinisepala E.A.Bruce | Accepted
Barleria spinulosa Klotzsch | Accepted
Barleria splendens E.A.Bruce | Accepted
Barleria stellatotomentosa S.Moore | Accepted
Barleria stenophylla Kurz | Accepted
Barleria steudneri C.B.Clarke | Accepted
Barleria stimulans E.Mey. ex Nees | Accepted
Barleria stocksii T.Anderson | Accepted
Barleria strigosa Willd. | Accepted
Barleria stuhlmannii Lindau | Accepted
Barleria subglobosa S.Moore | Accepted
Barleria subinermis Chiov. | Accepted
Barleria submollis Lindau | Accepted
