speciname | taxstat
Phymaspermum aciculare (E.Mey. ex Harv.) Benth. & Hook. ex B.D.Jacks | Accepted
Phymaspermum appressum Bolus | Accepted
Phymaspermum argenteum Brusse | Accepted
Phymaspermum athanasioides (S.Moore) Källersjö | Accepted
Phymaspermum bolusii (Hutch.) Källersjö | Accepted
Phymaspermum carnosulum Benth. & Hook.f. | Accepted
Phymaspermum equisetoides Thell. | Accepted
Phymaspermum erubescens (Hutch.) Källersjö | Accepted
Phymaspermum junceum Less. | Accepted
Phymaspermum leptophyllum (DC.) Benth. & Hook. ex B.D.Jacks. | Accepted
Phymaspermum montanum (Hutch.) Källersjö | Accepted
Phymaspermum parvifolium (DC.) Benth. & Hook.f. | Accepted
Phymaspermum peglerae (Hutch.) Källersjö | Accepted
Phymaspermum pinnatifidum (Oliv.) Källersjö | Accepted
Phymaspermum pubescens Kuntze | Accepted
Phymaspermum schroeteri Compton | Accepted
Phymaspermum scoparium (DC.) Källersjö | Accepted
Phymaspermum villosum (Hilliard) Källersjö | Accepted
Phymaspermum woodii (Thell.) Källersjö | Accepted
Picnomon acarna (L.) Cass. | Accepted
Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton | Accepted
Picradeniopsis woodhousei (A.Gray) Rydb. | Accepted
Picris abyssinica Sch.Bip. | Accepted
Picris albida Ball | Accepted
Picris amalecitana (Boiss.) Eig | Accepted
Picris angustifolia DC. | Accepted
Picris aspera Poir. | Accepted
Picris asplenioides L. | Accepted
Picris barbarorum Lindl. | Accepted
Picris burbidgeae S.Holzapfel | Accepted
Picris canescens (Steven) V.N.Vassil. | Accepted
Picris comosa (Boiss.) P.D. Jackson | Accepted
Picris compacta S.Holzapfel | Accepted
Picris conyzoides Lack & S.Holzapfel | Accepted
Picris cupuligera (Durieu) Walp. | Accepted
Picris cyanocarpa Boiss. | Accepted
Picris cyrenaica (Pamp.) Lack | Accepted
Picris davurica Fisch. | Accepted
Picris divaricata Vaniot | Accepted
Picris drummondii S.Holzapfel | Accepted
Picris eichleri Lack & S.Holzapfel | Accepted
Picris evae Lack | Accepted
Picris galilaea (Boiss.) Eig | Accepted
Picris helminthioides (Ball) Greuter | Accepted
Picris hispidissima (Bartl.) | Accepted
Picris humilis DC. | Accepted
Picris japonica Thunb. | Accepted
Picris koreana (Kitam.) Vorosch. | Accepted
Picris kotschyi Boiss. | Accepted
Picris laevis C.A.Mey. | Accepted
Picris longirostris Sch.Bip. | Accepted
Picris mauginiana Pamp. | Accepted
Picris nuristanica Bornm. | Accepted
Picris pauciflora Willd. | Accepted
Picris racemosa Batt. | Accepted
Picris repens Lour. | Accepted
Picris rhagadioloides (L.) Desf. | Accepted
Picris scabra Forssk. | Accepted
Picris sinuata (Lam.) Lack | Accepted
Picris sprengeriana (L.) Poir. | Accepted
Picris squarrosa Steetz | Accepted
Picris strigosa M.Bieb. | Accepted
Picris sulphurea Delile | Accepted
Picris wagenitzii Lack | Accepted
Picris willkommii (Sch.Bip.) Nyman | Accepted
Picris xylopoda Lack | Accepted
Picrosia cabreriana A.G.Schulz | Accepted
Picrosia longifolia D.Don | Accepted
Picrothamnus desertorum Nutt. | Accepted
Pilosella acutifolia (Vill.) Arv.-Touv. | Accepted
Pilosella aequimontis (Gottschl. & Meierott) | Accepted
Pilosella aletschensis (Zahn) Soják | Accepted
Pilosella alpicola (Steud. & Hochst.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella amaurocephala (Peter) Soják | Accepted
Pilosella anchusoides Arv.-Touv. | Accepted
Pilosella aneimena (Nägeli & Peter) Soják | Accepted
Pilosella annae-vetterae (Zahn) Soják | Accepted
Pilosella anobrachia (Arv.-Touv. & Gaut.) S.Bräut. & Greuter | Accepted
Pilosella argyrocoma (Fr.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella arida (Freyn) Soják | Accepted
Pilosella arnoseroides (Nägeli & Peter) Soják | Accepted
Pilosella aurantella (Nägeli & Peter) Soják | Accepted
Pilosella auriculiformis (Fr.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella auriculoides (Láng) Arv.-Touv. | Accepted
Pilosella balansae (Boiss.) S.Bräut. & Greuter | Accepted
Pilosella basifurca (Peter) Soják | Accepted
Pilosella biflora (Arv.-Touv.) Arv.-Touv. | Accepted
Pilosella biglana (Bornm. & Zahn) S.Bräut. & Greuter | Accepted
Pilosella billyana (de Retz) Mateo | Accepted
Pilosella blyttiana (Fr.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella bodewigiana (Zahn) Soják | Accepted
Pilosella bonaquae (Buttler & W.Lippert) S.Bräut. & Greuter | Accepted
Pilosella brachiata (DC.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella brachycoma (Nägeli & Peter) H.P.Fuchs | Accepted
Pilosella breviscapa (DC.) Soják | Accepted
Pilosella bryhnii (Blytt ex Omang) Soják | Accepted
Pilosella brzovecensis Soják | Accepted
Pilosella budensis (Borbás) Soják | Accepted
Pilosella byzantina (Boiss.) P.D.Sell & C.West | Accepted
Pilosella castellana (Boiss. & Reut.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella caucasica (Nägeli & Peter) Sennikov | Accepted
Pilosella chaetocephala  | Accepted
Pilosella chaetophyton (Zahn) S.Bräut. & Greuter | Accepted
Pilosella cinereiformis S.Bräut. & Greuter | Accepted
Pilosella cochlearis Norrl. | Accepted
Pilosella corymbulifera (Arv.-Touv.) Arv.-Touv. | Accepted
Pilosella crassiseta (Peter) Soják | Accepted
Pilosella cymiflora (Nägeli & Peter) S.Bräut. & Greuter | Accepted
Pilosella derubella (Gottschl. & Schuhw.) S.Bräut. & Greuter | Accepted
Pilosella dichotoma Soják | Accepted
Pilosella dimorphoides Norrl. | Accepted
Pilosella dubia (L.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella dublizkii (B.Fedtsch. & Nevski) Sennikov | Accepted
Pilosella eglandulosa (Sudre) Mateo | Accepted
Pilosella eminens (Peter) Soják | Accepted
Pilosella erythrochrista (Nägeli & Peter) S.Bräut. & Greuter | Accepted
Pilosella erythrodonta (Zahn) Soják | Accepted
Pilosella euchaetia (Nägeli & Peter) Soják | Accepted
Pilosella fallacina (F.W.Schultz) F.W.Schultz | Accepted
Pilosella faurei Arv.-Touv. | Accepted
Pilosella flagellaris (Willd.) Arv.-Touv. | Accepted
Pilosella florentoides (Arv.-Touv.) P.D.Sell & C.West | Accepted
Pilosella floribunda (Wimm.T.Grab.) Arv.-Touv. | Accepted
Pilosella frigidaria (Nägeli & Peter) Soják | Accepted
Pilosella fuernrohrii (Vollm.) S.Bräut. & Greuter | Accepted
Pilosella fulviseta Soják | Accepted
Pilosella fusca (Vill.) Arv.-Touv. | Accepted
Pilosella fuscoatra (Nägeli & Peter) Soják | Accepted
Pilosella galiciana (Pau) M.Laínz | Accepted
Pilosella glacialis F.W.Schultz & Sch.Bip. | Accepted
Pilosella glomerata (Froel.) Fr. | Accepted
Pilosella grossheimii (Zahn) Coșkunç. , Beyazoğlu | Accepted
Pilosella guthnikiana Soják | Accepted
Pilosella halacsyi Soják | Accepted
Pilosella heterodoxa (Tausch) Soják | Accepted
Pilosella heterodoxiformis (Zahn) S.Bräut. & Greuter | Accepted
Pilosella heteromelana (Zahn) Mateo | Accepted
Pilosella hybrida (Vill.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella hyperborea (Fr.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella hypeurygenes (A.W.Hill) S.Bräut. & Greuter | Accepted
Pilosella hypoleuca Arv.-Touv. | Accepted
Pilosella iserana (R.Uechtr.) Soják | Accepted
Pilosella lactucella (Wallr.) P.D.Sell & C.West | Accepted
Pilosella laggeri F.W.Schultz & Sch.Bip. | Accepted
Pilosella lathraea (Peter) Soják | Accepted
Pilosella leptadeniiformis (Üksip) Sennikov | Accepted
Pilosella leptoclados (Peter) Soják | Accepted
Pilosella leptophytomorpha (Litv. & Zahn) Sennikov | Accepted
Pilosella leptophyton (Nägeli & Peter) S.Bräut. & Greuter | Accepted
Pilosella litardiereana (Zahn) Soják | Accepted
Pilosella macranthella (Nägeli & Peter) Soják | Accepted
Pilosella macutensis Soják | Accepted
Pilosella mayeri (Vollm.) Soják | Accepted
Pilosella megatricha (Borbás) Soják | Accepted
Pilosella melinomelas (Peter) Holub | Accepted
Pilosella merxmuelleriana (S.Bräut.) S.Bräut. & Greuter | Accepted
Pilosella moechiadia (Peter) S.Bräut. & Greuter | Accepted
Pilosella muscelii (Prodan) S.Bräut. & Greuter | Accepted
Pilosella nevadensis (Arv.-Touv.) Mateo & Greuter | Accepted
Pilosella notha (Huter) S.Bräut. & Greuter | Accepted
Pilosella occidentalis (Nyár.) Soják | Accepted
Pilosella officinarum Vaill. | Accepted
Pilosella pachypila (Peter) Soják | Accepted
Pilosella paragogiformis Soják | Accepted
Pilosella pavichii (Heuff.) Arv.-Touv. | Accepted
Pilosella pawlowskiellum (Merxm.) | Accepted
Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip. | Accepted
Pilosella permutata (Nägeli & Peter) Soják | Accepted
Pilosella peteriana (Käser) Holub | Accepted
Pilosella petraea F.W.Schultz & Sch.Bip. | Accepted
Pilosella pilosellina (F.W.Schultz) Soják | Accepted
Pilosella pintodasilvae (de Retz) Mateo | Accepted
Pilosella plaicensis Soják | Accepted
Pilosella polioderma (Dahlst.) Soják | Accepted
Pilosella polymastix (Peter) Holub | Accepted
Pilosella portae (Willk. ex T.Durand & B.D.Jacks.) Mateo & Greuter | Accepted
Pilosella procerigena (Litv. & Zahn) Sennikov | Accepted
Pilosella promeces (Peter) | Accepted
Pilosella pseudopilosella (Ten.) Soják | Accepted
Pilosella pseudosulphurea (Touton) Soják | Accepted
Pilosella pseudotrichodes (Zahn) Soják | Accepted
Pilosella pseudovahlii (de Retz) Mateo | Accepted
Pilosella rubra (Peter) Soják | Accepted
Pilosella salernicola Soják | Accepted
Pilosella samokovensis (T.Georgiev & Zahn) S.Bräut. & Greuter | Accepted
Pilosella saussureoides Arv.-Touv. | Accepted
Pilosella scandinavica (Dahlst.) Schljakov | Accepted
Pilosella schneidii (Schack & Zahn) S.Bräut. & Greuter | Accepted
Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. | Accepted
Pilosella sedelmeyeriana (Zahn) S.Bräut. & Greuter | Accepted
Pilosella setifolia (Touton) S.Bräut. & Greuter | Accepted
Pilosella setigera Fr. | Accepted
Pilosella smithii Arv.-Touv. | Accepted
Pilosella solacolui S.Bräut. & Greuter | Accepted
Pilosella soleiroliana (Arv.-Touv. & Briq.) S.Bräut. & Greuter | Accepted
Pilosella sosnovskyi (Zahn) Sennikov | Accepted
Pilosella spuria (Chaix ex Froel.) Soják | Accepted
Pilosella stenosoma (Nägeli & Peter) Soják | Accepted
Pilosella sterrochaetia (Nägeli & Peter) Soják | Accepted
Pilosella stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella subdecolorans (Norrl.) S.Bräut. & Greuter | Accepted
Pilosella subrubense Arv.-Touv. | Accepted
Pilosella substoloniflora (Peter) Soják | Accepted
Pilosella subtardans (Nägeli & Peter) Soják | Accepted
Pilosella subulatissima (Zahn) Mateo | Accepted
Pilosella tardans (Peter) Soják | Accepted
Pilosella tardiuscula (Peter) Soják | Accepted
Pilosella tendina (Nägeli & Peter) Soják | Accepted
Pilosella tephrodes (Nägeli & Peter) S.Bräut. & Greuter | Accepted
Pilosella tephroglauca (Nägeli & Peter) Soják | Accepted
Pilosella tephrophyton (Oborny & Zahn) Soják | Accepted
Pilosella tinctilingua (Zahn) Soják | Accepted
Pilosella trigenes (Peter) Soják | Accepted
Pilosella triplex (Peter) Soják | Accepted
Pilosella tubulascens Norrl. | Accepted
Pilosella unamunoi (C.Vicioso) Mateo | Accepted
Pilosella vahlii (Froel.) F.W.Schultz & Sch.Bip. | Accepted
Pilosella vansoestii (de Retz) Mateo | Accepted
Pilosella viridifolia (Peter) | Accepted
Pilosella visianii F.W.Schultz & Sch.Bip. | Accepted
Pilosella walteri-langii (Gottschl.) S.Bräut. & Greuter | Accepted
Pilostemon filifolia (C.Winkl.) Iljin | Accepted
Pilostemon karategini (Lipsky) Iljin | Accepted
Pinaropappus junceus A.Gray | Accepted
Pinaropappus multicaulis Brandegee | Accepted
Pinaropappus parvus S.F.Blake | Accepted
Pinaropappus pattersonii B.L.Turner | Accepted
Pinaropappus pooleanus B.L.Turner | Accepted
Pinaropappus roseus (Less.) Less. | Accepted
Pinaropappus spathulatus Brandegee | Accepted
Pinillosia berteroi (Spreng.) Urb. | Accepted
Piora ericoides Koster | Accepted
Pippenalia delphiniifolia (Rydb.) McVaugh | Accepted
Piptocarpha angustifolia Dusén | Accepted
Piptocarpha asterotrichia (Poepp.) Baker | Accepted
Piptocarpha atratoensis Cuatrec. | Accepted
Piptocarpha auyantepuiensis Aristeg. | Accepted
Piptocarpha axillaris (Less.) Baker | Accepted
Piptocarpha axlllaris Baker | Accepted
Piptocarpha boyacensis Cuatrec. | Accepted
Piptocarpha brasiliana Cass. | Accepted
Piptocarpha densifolia Dusén ex G.Lom.Sm. | Accepted
Piptocarpha geraldsmithii H.Rob. | Accepted
Piptocarpha gutierrezii Cuatrec. | Accepted
Piptocarpha isotrichia (DC.) Cabrera & Vittet | Accepted
Piptocarpha jauaensis Aristeg. & Steyerm. | Accepted
Piptocarpha jonesiana G.Lom.Sm. | Accepted
Piptocarpha klugii H.Rob. | Accepted
Piptocarpha lechleri (Sch.Bip.) Baker | Accepted
Piptocarpha leprosa (Less.) Baker | Accepted
Piptocarpha lucida (Spreng.) Benn. ex Baker | Accepted
Piptocarpha lundiana (Less.) Baker | Accepted
Piptocarpha macropoda (DC.) Baker | Accepted
Piptocarpha notata (Less.) Baker | Accepted
Piptocarpha oblonga (Gardner) Baker | Accepted
Piptocarpha opaca (Benth.) Baker | Accepted
Piptocarpha opacs Baker | Accepted
Piptocarpha organensis Cabrera | Accepted
Piptocarpha pellucida (Sch.Bip.) Baker | Accepted
Piptocarpha poeppigiana (DC.) Baker | Accepted
Piptocarpha polycephala Baker | Accepted
Piptocarpha pyrifolia (DC.) Baker | Accepted
Piptocarpha quadrangularis (Vell.) Baker | Accepted
Piptocarpha ramboi G.Lom.Sm. | Accepted
Piptocarpha ramiflora (Spreng.) Baker | Accepted
Piptocarpha regnellii (Sch.Bip.) Cabrera | Accepted
Piptocarpha riedelii (Sch.Bip.) Baker | Accepted
Piptocarpha robusta G.M.Barroso | Accepted
Piptocarpha rotundifolia (Less.) Baker | Accepted
Piptocarpha sellowii (Sch.Bip.) Baker | Accepted
Piptocarpha stifftioides H.Rob. | Accepted
Piptocarpha tetrantha Urb. | Accepted
Piptocarpha tomentosa Baker | Accepted
Piptocarpha triflora (Aubl.) Benn. ex Baker | Accepted
Piptocarpha vasquezii H.Rob. | Accepted
Piptocarpha verticillata (Vell.) H.Rob. | Accepted
Piptocoma acevedoi Pruski | Accepted
Piptocoma acuminata (Kunth) Pruski | Accepted
Piptocoma antillana Urb. | Accepted
Piptocoma areolata (Wurdack) Pruski | Accepted
Piptocoma barinensis (Aristeg.) Pruski | Accepted
Piptocoma dentata Alain | Accepted
Piptocoma discolor (Kunth) Pruski | Accepted
Piptocoma ekmanii Alain | Accepted
Piptocoma hypochlora (S.F.Blake) Pruski | Accepted
Piptocoma macrophylla (Sch.Bip.) Pruski | Accepted
Piptocoma milleri (J.R.Johnst.) Pruski | Accepted
Piptocoma neglecta (Stutts) Pruski | Accepted
Piptocoma niceforoi (Cuatrec.) Pruski | Accepted
Piptocoma roraimensis (Steyerm.) Pruski | Accepted
Piptocoma rufescens Cass. | Accepted
Piptocoma samanensis Alain | Accepted
Piptocoma schomburgkii (Sch.Bip.) Pruski | Accepted
Piptocoma spruceana (Benth.) Pruski | Accepted
Piptocoma trujillensis (Aristeg.) Pruski | Accepted
Piptocoma vernonioides (Kunth) Pruski | Accepted
Piptolepis buxoides (Less.) Sch.Bip. | Accepted
Piptolepis imbricata (Gardner) Sch.Bip. | Accepted
Piptolepis leptospermoides (Mart. ex DC.) Sch.Bip. | Accepted
Piptolepis martiana (Gardner) Sch.Bip. | Accepted
Piptolepis oleaster (DC.) Sch.Bip. | Accepted
Piptolepis pseudo-myrtus (A.St.-Hil.) Sch.Bip. | Accepted
Piqueria glandulosa B.L.Turner | Accepted
Piqueria laxiflora B.L.Rob. & Seaton | Accepted
Piqueria pilosa Kunth | Accepted
Piqueria serrata A.Gray | Accepted
Piqueria triflora Hemsl. | Accepted
Piqueria trinervia Cav. | Accepted
Piqueria trinervis Cav. | Accepted
Pithocarpa corymbulosa Lindl. | Accepted
Pithocarpa pulchella Lindl. | Accepted
Pittocaulon hintonii H.Rob. & Brettell | Accepted
Pityopsis aspera (shuttlw. ex A.Gray) Small | Accepted
Pityopsis falcata (Pursh) Nutt. | Accepted
Pityopsis flexuosa (Nash) Small | Accepted
Pityopsis graminifolia (Michx.) Nutt. | Accepted
Pityopsis oligantha (Chapm. ex Torr. & A.Gray) Small | Accepted
Pityopsis pinifolia (Elliott) Nutt. | Accepted
Pityopsis ruthii (Small) Small | Accepted
Plagiobasis centauroides Schrenk | Accepted
Plagiocheilus bogotensis (Kunth) Wedd. | Accepted
Plagiocheilus frigidus Poepp. | Accepted
Plagiocheilus peduncularis (Kunth) Wedd. | Accepted
Plagiocheilus solivaeformis DC. | Accepted
Plagiocheilus tanacetoides Haenke ex DC. | Accepted
Plagiolophus millspaughii Greenm. | Accepted
Plagius flosculosus (L.) S.Alavi & V.H.Heywood | Accepted
Plagius grandis (L.) Alavi & Heywood | Accepted
Plagius maghrebinus Vogt & Greuter | Accepted
Planaltoa lychnophoroides G.M.Barroso | Accepted
Planea schlechteri (L.Bolus) P.O.Karis | Accepted
Plateilema palmeri (A.Gray) Cockerell | Accepted
Platycarpha carlinoides Oliv. & Hiern | Accepted
Platycarpha glomerata (Thunb.) Less. | Accepted
Platycarpha parvifolia S.Moore | Accepted
Platypodanthera melissifolia (DC.) R.M.King & H.Rob. | Accepted
Platyschkuhria integrifolia (A.Gray) Rydb. | Accepted
Platyschkuhria ourolepis (S.F.Blake) Ellison | Accepted
Plazia cheiranthifolia Wedd. | Accepted
Plazia daphnoides Wedd. | Accepted
Plecostachys polifolia (Thunb.) Hilliard & B.L.Burtt | Accepted
Plecostachys serpyllifolia (P.J.Bergius) Hilliard & B.L.Burtt | Accepted
Plectocephalus rothrockii (Greenm.) D.J.N.Hind | Accepted
Plectocephalus varians (A.Rich.) | Accepted
Pleiacanthus spinosus (Nutt.) Rydb. | Accepted
Pleiotaxis ambigua S.Moore | Accepted
Pleiotaxis angolensis Rodr.Oubiña & S.Ortiz | Accepted
Pleiotaxis angusterugosa C.Jeffrey | Accepted
Pleiotaxis antunesii O.Hoffm. | Accepted
Pleiotaxis bampsiana Lisowski | Accepted
Pleiotaxis chlorolepis C.Jeffrey | Accepted
Pleiotaxis decipiens C.Jeffrey | Accepted
Pleiotaxis dewevrei O.Hoffm. ex T.Durand & De Wild. | Accepted
Pleiotaxis duvigneaudii Lisowski | Accepted
Pleiotaxis eximia O.Hoffm. | Accepted
Pleiotaxis fulva Hiern | Accepted
Pleiotaxis gombensis C.Jeffrey | Accepted
Pleiotaxis huillensis O.Hoffm. | Accepted
Pleiotaxis jeffreyana Lisowski | Accepted
Pleiotaxis lawalreana Lisowski | Accepted
Pleiotaxis lejolyana Lisowski | Accepted
Pleiotaxis linearifolia O.Hoffm. | Accepted
Pleiotaxis macrophylla Muschl. ex S.Moore | Accepted
Pleiotaxis newtonii O.Hoffm. | Accepted
Pleiotaxis overlaetii Staner | Accepted
Pleiotaxis oxylepis C.Jeffrey | Accepted
Pleiotaxis paucinervia C.Jeffrey | Accepted
Pleiotaxis perfoliata Lisowski | Accepted
Pleiotaxis petitiana Lisowski | Accepted
Pleiotaxis pulcherrima Steetz | Accepted
Pleiotaxis racemosa O.Hoffm. | Accepted
Pleiotaxis robynsiana Lisowski | Accepted
Pleiotaxis rogersii S.Moore | Accepted
Pleiotaxis rugosa O.Hoffm. | Accepted
Pleiotaxis selina C.Jeffrey | Accepted
Pleiotaxis subpaniculata Chiov. | Accepted
Pleiotaxis subscaposa C.Jeffrey | Accepted
Pleiotaxis upembensis Lisowski | Accepted
Pleiotaxis welwitschii S.Moore | Accepted
Pleocarphus revolutus D.Don | Accepted
Pleurocarpaea denticulata Benth. | Accepted
Pleurocarpaea fasciculata Dunlop | Accepted
Pleurocoronis gentryi (Wiggins) R.M.King & H.Rob. | Accepted
Pleurocoronis laphamioides (Rose) R.M.King & H.Rob. | Accepted
Pleurocoronis pluriseta (A.Gray) R.M.King & H.Rob. | Accepted
Pleuropappus phyllocalymmeus F.Muell. | Accepted
Pleurophyllum criniferum Hook.f. | Accepted
Pleurophyllum hookeri Buchanan | Accepted
Pleurophyllum oresigenesum Decne. | Accepted
Pleurophyllum speciosum Hook.f. | Accepted
Pluchea arabica (Boiss.) Qaiser & Lack | Accepted
Pluchea arguta Boiss. | Accepted
Pluchea baccharis (Mill.) Pruski | Accepted
Pluchea baccharoides (F.Muell.) F.Muell. ex Benth. | Accepted
Pluchea bequaertii Robyns | Accepted
Pluchea biformis DC. | Accepted
Pluchea bojeri (DC.) Humbert | Accepted
Pluchea carolinensis (Jacq.) G.Don | Accepted
Pluchea chingoyo (Kunth) DC. | Accepted
Pluchea dentex R.Br. ex Benth. | Accepted
Pluchea dioscoridis (L.) DC. | Accepted
Pluchea domingensis Klatt | Accepted
Pluchea dunlopii Hunger | Accepted
Pluchea eupatorioides Kurz | Accepted
Pluchea ferdinandi-muelleri Domin | Accepted
Pluchea foetida (L.) DC. | Accepted
Pluchea fosbergii Cooperr. & Galang | Accepted
Pluchea grevei (Baill.) Humbert | Accepted
Pluchea heterophylla Vatke | Accepted
Pluchea indica (L.) Less. | Accepted
Pluchea kelleri (Thell.) Thulin | Accepted
Pluchea lanceolata (DC.) C.B.Clarke | Accepted
Pluchea lanuginosa C.B.Clarke | Accepted
Pluchea laxiflora Hook. & Arn. | Accepted
Pluchea littoralis Thulin | Accepted
Pluchea longifolia Nash | Accepted
Pluchea lucens Thulin | Accepted
Pluchea lycioides (Hiern) Merxm. | Accepted
Pluchea mexicana (R.K.Godfrey) G.L.Nesom | Accepted
Pluchea microcephala R.K.Godfrey | Accepted
Pluchea nogalensis Chiov. | Accepted
Pluchea oblongifolia DC. | Accepted
Pluchea odorata (L.) Cass. | Accepted
Pluchea ovalis (Pers.) DC. | Accepted
Pluchea parvifolia (A.Gray) R.K.Godfrey | Accepted
Pluchea polygonata (DC.) Gagnep. | Accepted
Pluchea pteropoda Hemsl. ex Hemsl. | Accepted
Pluchea rosea R.K.Godfrey | Accepted
Pluchea rubelliflora (F.Muell.) B.L.Rob. | Accepted
Pluchea rufescens (DC.) A.J.Scott | Accepted
Pluchea sagittalis Less. | Accepted
Pluchea sagittata  | Accepted
Pluchea salicifolia (Mill.) S.F.Blake | Accepted
Pluchea sarcophylla Chiov. | Accepted
Pluchea scabrida DC. | Accepted
Pluchea sericea (Nutt.) Coville | Accepted
Pluchea somaliensis (Thell.) Thulin | Accepted
Pluchea sordida (Vatke) Oliv. & Hiern | Accepted
Pluchea subdecurrens Cass. | Accepted
Pluchea succulenta Mesfin | Accepted
Pluchea symphytifolia (Mill.) Gillis | Accepted
Pluchea tetranthera F.Muell. | Accepted
Pluchea wallichiana DC. | Accepted
Pluchea yucatanensis G.L.Nesom | Accepted
Pluchea zamalloae (Cabrera) H.Rob. & Cuatrec. | Accepted
Podachaenium chiapanum B.L.Turner & Panero | Accepted
Podachaenium eminens (Lag.) Sch.Bip. | Accepted
Podachaenium pachyphyllum (Sch.Bip. ex Klatt) "R.K.Jansen, N.A.Harriman & Urbatsch" | Accepted
Podachaenium paniculatum Benth. ex Oerst. | Accepted
Podanthus mitiqui Lindl. | Accepted
Podanthus ovatifolius Lag. | Accepted
Podocoma bellidifolia Baker | Accepted
Podocoma blanchetiana Baker | Accepted
Podocoma hieracifolia (Poir.) Cass. | Accepted
Podocoma hirsuta (Hook. & Arn.) Baker | Accepted
Podocoma notobellidiastrum (Griseb.) G.L.Nesom | Accepted
Podocoma regnellii Baker | Accepted
Podocoma rivularis (Gardner) G.L.Nesom | Accepted
Podocoma spegazzinii Cabrera | Accepted
Podolepis arachnoidea (Hook.) Druce | Accepted
