speciname | taxstat
Tanacetopsis kjurendaghi Kurbanov | Accepted
Tanacetopsis korovinii Kovalevsk. | Accepted
Tanacetopsis krascheninnikovii (Nevski) Kovalevsk. | Accepted
Tanacetopsis mucronata (Regel & Schmalh.) Kovalevsk. | Accepted
Tanacetopsis pamiralaica (Kovalevsk.) Kovalevsk. | Accepted
Tanacetopsis paropamisica (Krasch.) Kovalevsk. | Accepted
Tanacetopsis pjataevae (Kovalevsk.) Karmysch. | Accepted
Tanacetopsis popovii Kamelin & Kovalevsk. | Accepted
Tanacetopsis santoana ("Krasch., Popov & Vved.") Kovalevsk. | Accepted
Tanacetopsis setacea (Regel & Schmalh.) Kovalevsk. | Accepted
Tanacetopsis submarginata (Kovalevsk.) Kovalevsk. | Accepted
Tanacetopsis subsimilis (Rech.f.) Kovalevsk. | Accepted
Tanacetopsis urgutensis Kovalevsk. | Accepted
Tanacetum abrotanifolium (L.) Druce | Accepted
Tanacetum abrotanoides K.Bremer & Humphries | Accepted
Tanacetum achillea Sch.Bip. | Accepted
Tanacetum achilleifolium (M.Bieb.) Sch.Bip. | Accepted
Tanacetum akinfiewii (Alex.) Tzvelev | Accepted
Tanacetum albanicum (Markgr.) | Accepted
Tanacetum alyssifolium (Bornm.) Grierson | Accepted
Tanacetum annuum L. | Accepted
Tanacetum argenteum (Lam.) Willd. | Accepted
Tanacetum argyranthemoides Sch.Bip. | Accepted
Tanacetum armenum (DC.) Sch.Bip. | Accepted
Tanacetum artemisioides Sch.Bip. ex Hook.f. | Accepted
Tanacetum atkinsonii (C.B.Clarke) Kitam. | Accepted
Tanacetum aucheri DC. | Accepted
Tanacetum aucherianum Sch.Bip. | Accepted
Tanacetum audibertii (Req.) DC. | Accepted
Tanacetum aureum (Lam.) Greuter & al. | Accepted
Tanacetum balsamita L. | Accepted
Tanacetum barclayanum DC. | Accepted
Tanacetum bipinnatum (L.) Sch.Bip. | Accepted
Tanacetum bocconii Sch.Bip. | Accepted
Tanacetum boreale Fisch. ex Link | Accepted
Tanacetum cadmeum (Boiss.) Heywood | Accepted
Tanacetum canescens DC. | Accepted
Tanacetum cappadocicum (DC.) Sch.Bip. | Accepted
Tanacetum capusi Franch. | Accepted
Tanacetum caucasicum Sch.Bip. | Accepted
Tanacetum cilicicum (Boiss.) Grierson | Accepted
Tanacetum cinerariifolium (Trevir.) Sch.Bip. | Accepted
Tanacetum coccineum (Willd.) Grierson | Accepted
Tanacetum corymbosum (L.) Sch.Bip. | Accepted
Tanacetum crassipes (Stschegl.) Tzvelev | Accepted
Tanacetum daghestanicum (Boiss.) K.Bremer & Humphries | Accepted
Tanacetum darwasicum C.Winkl. | Accepted
Tanacetum densum (Labill.) Sch.Bip. | Accepted
Tanacetum depauperatum (Post) Grierson | Accepted
Tanacetum eginense (Bornm.) Grierson | Accepted
Tanacetum elegantulum W.W.Sm. | Accepted
Tanacetum emodi R.Khan | Accepted
Tanacetum eriobasis (Rech.f.) Kovalevsk. | Accepted
Tanacetum ferganensis Kovalevsk. | Accepted
Tanacetum ferulaceum (Webb) Sch.Bip. | Accepted
Tanacetum germanicopolitanum (Bornm. & Heimerl) Grierson | Accepted
Tanacetum gilliatii (Turrill) Parsa | Accepted
Tanacetum gracile Hook.f. & Thomson | Accepted
Tanacetum gracilicaule (Rouy) Franco | Accepted
Tanacetum grigorjewii Krassn. | Accepted
Tanacetum haradjanii (Rech.f.) Grierson | Accepted
Tanacetum haussknechtii (Bornm.) Grierson | Accepted
Tanacetum heterophyllum Boiss. | Accepted
Tanacetum heterotomum (Bornm.) Grierson | Accepted
Tanacetum hissaricum (Krasch.) K.Bremer & Humphries | Accepted
Tanacetum hololeucum (Bornm.) Podlech | Accepted
Tanacetum karataviense Kovalevsk. | Accepted
Tanacetum karelinii Tzvelev | Accepted
Tanacetum khorassanicum (Krasch.) Parsa | Accepted
Tanacetum kittaryanum (C.A.Mey.) Tzvelev | Accepted
Tanacetum kokanicum Krasch. | Accepted
Tanacetum lanuginosum Sch.Bip. & Herder | Accepted
Tanacetum larvatum (Pant.) Hayek | Accepted
Tanacetum leptophyllum (M.Bieb.) Sch.Bip. | Accepted
Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip. | Accepted
Tanacetum marionii (Albov) K.Bremer & Humphries | Accepted
Tanacetum millefolium (L.) Tzvelev | Accepted
Tanacetum mindshelkense Kovalevsk. | Accepted
Tanacetum modestum (Heimerl ex Stapf) Parsa | Accepted
Tanacetum mucronatum  | Accepted
Tanacetum mucronulatum (Hoffmanns. & Link) Heywood | Accepted
Tanacetum nanum C.B.Clarke | Accepted
Tanacetum neofruticulosum  | Accepted
Tanacetum newesskyanum C.Winkl. | Accepted
Tanacetum nitens (Boiss. & Noë) Grierson | Accepted
Tanacetum nivale Sch.Bip. | Accepted
Tanacetum niveum (Lag.) Sch.Bip. | Accepted
Tanacetum odessanum (Klokov) Tzvelev | Accepted
Tanacetum oltense (Sosn.) Grierson | Accepted
Tanacetum oshanahanii Marrero Rodr., Febles & C.Suárez | Accepted
Tanacetum oxystegium (Sosn.) Grierson | Accepted
Tanacetum paczoskii (Zefir.) Tzvelev | Accepted
Tanacetum pakistanicum Podlech | Accepted
Tanacetum pamiricum (O.Hoffm.) Bornm. | Accepted
Tanacetum paradoxum Bornm. | Accepted
Tanacetum parthenium (L.) Sch.Bip. | Accepted
Tanacetum partmiciflorum (Webb) Sch.Bip. | Accepted
Tanacetum peucedanifolium (Sosn.) K.Bremer & Humphries | Accepted
Tanacetum pinnatum Boiss. | Accepted
Tanacetum pjataevae Kovalevsk. | Accepted
Tanacetum platyrachis (Boiss.) Kovalevsk. | Accepted
Tanacetum polycephalum Sch.Bip. | Accepted
Tanacetum praeteritum (Horw.) Heywood | Accepted
Tanacetum pseudachillea C.Winkl. | Accepted
Tanacetum ptarmiciflorum (Webb) Sch.Bip. | Accepted
Tanacetum richterioides (C.Winkl.) K.Bremer & Humphries | Accepted
Tanacetum rockii Mattf. | Accepted
Tanacetum rupestre Popov ex Nevski | Accepted
Tanacetum salicifolium Mattf. | Accepted
Tanacetum sanguineum (Parsa) Parsa | Accepted
Tanacetum santolina C.Winkl. | Accepted
Tanacetum saxicola (Krasch.) Tzvelev | Accepted
Tanacetum schugnanicum C.Winkl. | Accepted
Tanacetum scopulorum (Krasch.) Tzvelev | Accepted
Tanacetum semenovii Herder | Accepted
Tanacetum sericeum (Adams) Sch.Bip. | Accepted
Tanacetum siculum (Guss.) Strobl | Accepted
Tanacetum silaifolium (DC.) Sch.Bip. | Accepted
Tanacetum sinaicum (Fresen.) Delile ex K.Bremer & Humphries | Accepted
Tanacetum sinuatum Sch.Bip. | Accepted
Tanacetum sipikorense (Bornm.) Grierson | Accepted
Tanacetum stoliczkae (C.B.Clarke) R.Khan | Accepted
Tanacetum submarginatum Kovalevsk. | Accepted
Tanacetum subsimilis S.Kovalevsk. | Accepted
Tanacetum tabrisianum (Boiss.) Sosn. & Takht. | Accepted
Tanacetum tamrutense (Sosn.) Sosn. | Accepted
Tanacetum tanacetoides (DC.) Tzvelev | Accepted
Tanacetum tatsienense (Bureau & Franch.) K.Bremer & Humphries | Accepted
Tanacetum tenuifolium Jacquem. ex DC. | Accepted
Tanacetum tenuisectum (Boiss.) Podlech | Accepted
Tanacetum tenuissimum (Trautv.) Grossh. | Accepted
Tanacetum tomentellum (Boiss.) Grierson | Accepted
Tanacetum tricholobum (Sosn. ex Manden.) Chandjian | Accepted
Tanacetum tridactylites Kerner & Huter ex Rigo | Accepted
Tanacetum turcomanicum (Krasch.) Tzvelev | Accepted
Tanacetum turkestanicum (Regel & Schmalh.) Poljakov | Accepted
Tanacetum ulutavicum Tzvelev | Accepted
Tanacetum umbelliferarum Boiss. | Accepted
Tanacetum uniflorum Sch.Bip. | Accepted
Tanacetum vahlii DC. | Accepted
Tanacetum virgatum Loisel. | Accepted
Tanacetum vulgare L. | Accepted
Tanacetum walteri (C.Winkl.) Tzvelev | Accepted
Tanacetum yabrudae Charpin & Dittrich | Accepted
Tanacetum zahlbruckneri (Nab.) Grierson | Accepted
Taplinia saxatilis Lander | Accepted
Taraxacum acricorne Dahlst. | Accepted
Taraxacum acuminatum Markl. | Accepted
Taraxacum adamii Claire | Accepted
Taraxacum aequilobium Dahlst. | Accepted
Taraxacum afghanicum Soest | Accepted
Taraxacum ajanense Vorosch. | Accepted
Taraxacum alaskanum Rydb. | Accepted
Taraxacum alatavicum Schischk. | Accepted
Taraxacum alatopetiolum D.T.Zhai & Z.X. An | Accepted
Taraxacum alatum H.Lindb. | Accepted
Taraxacum albescens Dahlst. | Accepted
Taraxacum albidum Dahlst. | Accepted
Taraxacum alpicola Kitam. | Accepted
Taraxacum altaicum Schischk. | Accepted
Taraxacum amgense Kuvaev | Accepted
Taraxacum anadyricum Tzvelev | Accepted
Taraxacum andersonii G.E.Haglund | Accepted
Taraxacum androssovii Schischk. | Accepted
Taraxacum angustisectum H.Lindb. | Accepted
Taraxacum angustisquameum Dahlst. ex H.Lindb. | Accepted
Taraxacum angustissimum H.Lindb. | Accepted
Taraxacum antungense Kitag. | Accepted
Taraxacum anzobicum Schischk. ex T.I.Vaĭnberg | Accepted
Taraxacum apargiaeforme Dahlst. | Accepted
Taraxacum arasanum R.Doll | Accepted
Taraxacum arcticum (Trautv.) Dahlst. | Accepted
Taraxacum argutifrons A.J.Richards | Accepted
Taraxacum aristum G.E.Haglund & G.Markl. | Accepted
Taraxacum armeniacum Schischk. | Accepted
Taraxacum armerifolium Soest | Accepted
Taraxacum asiaticum Dahlst. | Accepted
Taraxacum assurgens Markl. | Accepted
Taraxacum atlanticola H.Lindb. | Accepted
Taraxacum atlanticum Pomel | Accepted
Taraxacum atlantis-majoris H.Lindb. | Accepted
Taraxacum atrans Schischk. | Accepted
Taraxacum aurosulum H.Lindb. | Accepted
Taraxacum bachczisaraicum Tzvelev | Accepted
Taraxacum badzhalense Vorosch. & Schlothg. | Accepted
Taraxacum bakuense R.Doll | Accepted
Taraxacum balticum Dahlst. | Accepted
Taraxacum beckeri Soest | Accepted
Taraxacum behzudicum Soest | Accepted
Taraxacum bessarabicum (Hornem.) Hand.-Mazz. | Accepted
Taraxacum bezidum R.Doll | Accepted
Taraxacum bicorne Dahlst. | Accepted
Taraxacum boekmannii Borgv. | Accepted
Taraxacum borealisinense Kitam. | Accepted
Taraxacum bornuurense R.Doll | Accepted
Taraxacum botschantzevii Schischk. | Accepted
Taraxacum brachyglossum (Dahlst.) Dahlst. | Accepted
Taraxacum bracteatum Dahlst. | Accepted
Taraxacum brassicifolium Kitag. | Accepted
Taraxacum brevirostre Hand.-Mazz. | Accepted
Taraxacum breviscapum A.J.Richards | Accepted
Taraxacum brevum R.Doll | Accepted
Taraxacum brunneum Soest | Accepted
Taraxacum butkovii Kovalevsk. | Accepted
Taraxacum cachkadzorum R.Doll | Accepted
Taraxacum cacuminatum G.E.Haglund | Accepted
Taraxacum calanthodium Dahlst. | Accepted
Taraxacum calcareum Korol. | Accepted
Taraxacum californicum Munz & I.M.Johnst. | Accepted
Taraxacum calocapitatum R.Doll | Accepted
Taraxacum canoviride Lindb. ex Florstr. | Accepted
Taraxacum carinthiacum Soest | Accepted
Taraxacum carneocoloratum A.Nelson | Accepted
Taraxacum centrasiaticum D.T.Zhai & Z.X. An | Accepted
Taraxacum cephalum R.Doll | Accepted
Taraxacum ceratolepis Kitam. | Accepted
Taraxacum ceratophorum (Ledeb.) DC. | Accepted
Taraxacum chionophilum Dahlst. | Accepted
Taraxacum chirieanum Kitam. | Accepted
Taraxacum ciscaucasicum Schischk. | Accepted
Taraxacum collariatum Vorosch. | Accepted
Taraxacum collinum DC. | Accepted
Taraxacum comitans Kovalevsk. | Accepted
Taraxacum commixtiforme Soest | Accepted
Taraxacum commixtum G.E.Haglund | Accepted
Taraxacum compactum Schischk. | Accepted
Taraxacum confusum Schischk. | Accepted
Taraxacum conicum R.Doll | Accepted
Taraxacum constrictifrons Markl. ex Eklund & Markl. | Accepted
Taraxacum contristans Kovalevsk. | Accepted
Taraxacum cophocentrum Dahlst. | Accepted
Taraxacum copidophyllum Dahlst. | Accepted
Taraxacum cordatum Palmgr. | Accepted
Taraxacum coreanum Nakai | Accepted
Taraxacum craspedotoides A.J.Richards | Accepted
Taraxacum crassipes H.Lindb. | Accepted
Taraxacum crebridens H.Lindb. | Accepted
Taraxacum crispifolium H.Lindb. | Accepted
Taraxacum croceiflorum Dahlst. | Accepted
Taraxacum curvilobatum Sahlin | Accepted
Taraxacum cuzcense A.J.Richards | Accepted
Taraxacum cyanolepis Dahlst. | Accepted
Taraxacum cygnorum Hand.-Mazz. | Accepted
Taraxacum czaunense Jurtzev & Tzvelev | Accepted
Taraxacum czukoticum Jurtzev | Accepted
Taraxacum dahlstedtii H.Lindb. | Accepted
Taraxacum daralagesicum Schischk. | Accepted
Taraxacum darschajense Orazova | Accepted
Taraxacum darvasicum Vainberg | Accepted
Taraxacum dasypodum Soest | Accepted
Taraxacum dealbatum Hand.-Mazz. | Accepted
Taraxacum decipiens Raunk. | Accepted
Taraxacum decolorans Dahlst. | Accepted
Taraxacum deminutum Kirschner & Štěpánek | Accepted
Taraxacum dens-leonis Desf. | Accepted
Taraxacum denudatum H.Koidz. | Accepted
Taraxacum desertorum Schischk. | Accepted
Taraxacum dilatatum H.Lindb. | Accepted
Taraxacum dissectum (Ledeb.) Ledeb. | Accepted
Taraxacum dissimile Dahlst. | Accepted
Taraxacum distantilobum H.Lindb. | Accepted
Taraxacum distinctum H.Lindb. | Accepted
Taraxacum divulsiforme R.Doll | Accepted
Taraxacum dombaiense R.Doll | Accepted
Taraxacum duplidens H.Lindb. | Accepted
Taraxacum eckmanii Dahlst. | Accepted
Taraxacum ecmiadzinum R.Doll | Accepted
Taraxacum ecornutum Kovalevsk. | Accepted
Taraxacum egregium Markl. | Accepted
Taraxacum elongatum Kovalevsk. | Accepted
Taraxacum ericinoides Hagendijk, Soest & Zevenb. | Accepted
Taraxacum eriobasis Kovalevsk. | Accepted
Taraxacum eriopodum (D.Don) DC. | Accepted
Taraxacum erostre Zakirov | Accepted
Taraxacum erythrospermum Andrz. ex Besser | Accepted
Taraxacum euoplocarpum Markl. | Accepted
Taraxacum extinctum Kirschner & Štěpánek | Accepted
Taraxacum fagerstroemii Såltin | Accepted
Taraxacum falcatum Brenner | Accepted
Taraxacum fasciatum Dahlst. | Accepted
Taraxacum fedtschenkoi Hand.-Mazz. | Accepted
Taraxacum fernandezianum Dahlst. ex Dahlst. | Accepted
Taraxacum flugum R.Doll | Accepted
Taraxacum fontanicola Soest | Accepted
Taraxacum forellense R.Doll | Accepted
Taraxacum formosanum Kitam. | Accepted
Taraxacum forrestii Soest | Accepted
Taraxacum fulvum Raunk. | Accepted
Taraxacum galbanum Dahlst. | Accepted
Taraxacum galeatum Dahlst. | Accepted
Taraxacum geminatum G.E.Haglund | Accepted
Taraxacum georgicum Soest | Accepted
Taraxacum getulum Pomel | Accepted
Taraxacum gilliesii Hook. & Arn. | Accepted
Taraxacum glabellum Schischk. | Accepted
Taraxacum glaberrimum R.Doll | Accepted
Taraxacum glabrum DC. | Accepted
Taraxacum glaucanthum (Ledeb.) DC. | Accepted
Taraxacum glaucivirens Schischk. | Accepted
Taraxacum glaucophyllum Soest | Accepted
Taraxacum gnezdilloi Kovalevsk. | Accepted
Taraxacum goloskokovii Schischk. | Accepted
Taraxacum gorodkovii Kharkev. & Tzvelev | Accepted
Taraxacum gotlandicum (Dahlst.) Dahlst. | Accepted
Taraxacum graciliforme R.Doll | Accepted
Taraxacum gracilium R.Doll | Accepted
Taraxacum grandisquamum H.Koidz. | Accepted
Taraxacum grossheimii Schischk. | Accepted
Taraxacum grypodiforme R.Doll | Accepted
Taraxacum grypodon Dahlst. | Accepted
Taraxacum guntense Dengub. | Accepted
Taraxacum haemanthum Kirschner & Štěpánek | Accepted
Taraxacum haematicum G.E.Haglund | Accepted
Taraxacum haematopus H.Lindb. | Accepted
Taraxacum hallaisanene Nakai | Accepted
Taraxacum hamatiforme Dahlst. | Accepted
Taraxacum hamatilobum Dahlst. | Accepted
Taraxacum hastigerum Markl. ex Bäck | Accepted
Taraxacum hellenicum Dahlst. | Accepted
Taraxacum heptapotamicum Schischk. | Accepted
Taraxacum heterolepis Nakai & Koidz. ex Kitag. | Accepted
Taraxacum hideoi Nakai ex H.Koidz. | Accepted
Taraxacum hjeltii Dahlst. | Accepted
Taraxacum hohenackeranum Soest | Accepted
Taraxacum hollandicum Soest | Accepted
Taraxacum holmenianum Sahlin | Accepted
Taraxacum humbertii Maire | Accepted
Taraxacum hybernum Steven | Accepted
Taraxacum hypanicum Tzvelev | Accepted
Taraxacum hyparcticum Dahlst. | Accepted
Taraxacum indicum Hand.-Mazz. | Accepted
Taraxacum indonesicum Sonck | Accepted
Taraxacum insigne Ekman ex Wiinst. & Jess. | Accepted
Taraxacum intercedens Markl. | Accepted
Taraxacum isophyllum G.E.Haglund | Accepted
Taraxacum jacuticum Tzvelev | Accepted
Taraxacum japonicum Koidz. | Accepted
Taraxacum jaschilkuliense Vainberg | Accepted
Taraxacum javanicum Soest | Accepted
Taraxacum jurtzevii Tzvelev | Accepted
Taraxacum juzepczukii Schischk. | Accepted
Taraxacum karakoricum Soest | Accepted
Taraxacum karatavicum Schischk. | Accepted
Taraxacum karelicum H.Lindb. & Marklund | Accepted
Taraxacum kasachiforme R.Doll | Accepted
Taraxacum kasachum R.Doll | Accepted
Taraxacum ketoiense Tatew. & Kitam. | Accepted
Taraxacum kimuranum Kitam. | Accepted
Taraxacum kirghizicum Schischk. | Accepted
Taraxacum kiushianum H.Koidz. | Accepted
Taraxacum kjellmanii Dahlst. | Accepted
Taraxacum klokovii  | Accepted
Taraxacum klopotovii Tzvelev | Accepted
Taraxacum koidzumii Nemoto | Accepted
Taraxacum kojimae Kitam. | Accepted
Taraxacum kok-saghyz L.E.Rodin | Accepted
Taraxacum kolymense A.P.Khokhr. | Accepted
Taraxacum korjakense Kharkev. & Tzvelev | Accepted
Taraxacum korjakorum Kharkev. & Tzvelev | Accepted
Taraxacum kotschyi Soest | Accepted
Taraxacum kovalevskiae Vainberg | Accepted
Taraxacum kozlovii Tzvelev | Accepted
Taraxacum kuusamoense H.Lindb. & Palmgr. | Accepted
Taraxacum kuvajevii Tzvelev | Accepted
Taraxacum laciniosum Dahlst. | Accepted
Taraxacum laetum (Dahlst.) Dahlst. | Accepted
Taraxacum lambinonii Soest | Accepted
Taraxacum lamprolepis Kitag. | Accepted
Taraxacum lanigerum Soest | Accepted
Taraxacum lapponicum (Kihlm.) Kihlm. ex Hand.-Mazz. | Accepted
Taraxacum lasianthum Koidz. | Accepted
Taraxacum laticordatum Markl. | Accepted
Taraxacum latilobum DC. | Accepted
Taraxacum latisectum H.Lindb. | Accepted
Taraxacum laurentianum Fernald | Accepted
Taraxacum lehbertii H.Lindb. ex Pettersson & H.Lindb. | Accepted
Taraxacum lenense Tzvelev | Accepted
Taraxacum lenkoranense R.Doll | Accepted
Taraxacum leptoceras Dahlst. | Accepted
Taraxacum leucanthum (Ledeb.) Ledeb. | Accepted
Taraxacum leucocarpum Jurtzev & Tzvelev | Accepted
Taraxacum leucoglossum Brenner | Accepted
Taraxacum licentii Soest | Accepted
Taraxacum lilacinum Krasn. ex Schischk. | Accepted
Taraxacum linczevskii Schischk. | Accepted
Taraxacum lineare Vorosch. & Schaga | Accepted
Taraxacum linguicuspis H.Lindb. | Accepted
Taraxacum litorale Raunk. | Accepted
Taraxacum lividum (Waldst. & Kit.) Peterm. | Accepted
Taraxacum longicorne Dahlst. | Accepted
Taraxacum longipyramidatum Schischk. | Accepted
Taraxacum longisquameum H.Lindb. | Accepted
Taraxacum lucidum Dahlst. | Accepted
Taraxacum ludlowii Soest | Accepted
Taraxacum lugubre Dahlst. | Accepted
Taraxacum lugubriforme R.Doll | Accepted
Taraxacum luridum G.E.Haglund | Accepted
Taraxacum lyngeanum G.E.Haglund | Accepted
Taraxacum lyratum (Ledeb.) DC. | Accepted
Taraxacum macilentum Dahlst. | Accepted
Taraxacum macroceras Dahlst. | Accepted
Taraxacum macrochlamydeum Kovalevsk. | Accepted
Taraxacum macrolepium Schischk. | Accepted
Taraxacum maculatum Jord. | Accepted
Taraxacum magellanicum Comm. ex Sch.Bip. | Accepted
Taraxacum magnum V.A.Korol. | Accepted
Taraxacum majus Schischk. | Accepted
Taraxacum maracandicum Kovalevsk. | Accepted
Taraxacum marginatum Dahlst. | Accepted
Taraxacum marklundii Palmgr. | Accepted
Taraxacum maroccanum H.Lindb. | Accepted
Taraxacum maurocarpum Dahlst. | Accepted
Taraxacum maurostigma Markl. | Accepted
Taraxacum medeense R.Doll | Accepted
Taraxacum megalorrhizon Hand.-Mazz. | Accepted
Taraxacum megricum Tzvelev | Accepted
Taraxacum melanostigma H.Lindb. | Accepted
Taraxacum messanense H.Lindb. | Accepted
Taraxacum mexicanum DC. | Accepted
Taraxacum microcarpum  | Accepted
Taraxacum microcephalum Pomel | Accepted
Taraxacum microcranum Markl. ex Pettersson & Markl. | Accepted
Taraxacum microlobum Markl. ex Markl. | Accepted
Taraxacum microspermum Schischk. | Accepted
Taraxacum mimulum Dahlst. ex H.Lindb. | Accepted
Taraxacum minimum (brig. ex Guss.) N.Terracc. | Accepted
Taraxacum minutilobum Popov ex Kovalevsk. | Accepted
Taraxacum mitalii Soest | Accepted
Taraxacum miyakei Kitam. | Accepted
Taraxacum modestum Schischk. | Accepted
Taraxacum mongolicum Hand.-Mazz. | Accepted
Taraxacum mongoliforme R.Doll | Accepted
Taraxacum monochlamydeum Hand.-Mazz. | Accepted
Taraxacum montanum (C.A.Mey.) DC. | Accepted
Taraxacum mucronatum H.Lindb. | Accepted
Taraxacum mujense Petroch. | Accepted
Taraxacum multiscaposum Schischk. | Accepted
Taraxacum murgabicum Vainberg | Accepted
Taraxacum murmanicum N.I.Orlova | Accepted
Taraxacum nairoense Koidz. | Accepted
Taraxacum nanaunii Jurtzev | Accepted
Taraxacum neokamtschaticum Vorosch. | Accepted
Taraxacum neolobulatum Soest | Accepted
Taraxacum neosachalinense H.Koidz. | Accepted
Taraxacum neosivaschicum Tzvelev | Accepted
Taraxacum nevskii Juz. | Accepted
Taraxacum nigricans (Kit.) Rchb. | Accepted
Taraxacum nigrocephalum A.P.Khokhr. | Accepted
Taraxacum nikitinii Schischk. | Accepted
Taraxacum nikolai Vainberg | Accepted
Taraxacum nivale Lange ex Kihlm. | Accepted
Taraxacum norvegicum (Dahlst.) Dahlst. | Accepted
Taraxacum novae-zemliae Holmboe | Accepted
Taraxacum nudiscaposum Vorosch. | Accepted
Taraxacum nuratavicum Schischk. | Accepted
Taraxacum nutans Dahlst. | Accepted
Taraxacum obliquilobum Dahlst. | Accepted
Taraxacum obliquum Dahlst. | Accepted
Taraxacum obovatum (Willd.) DC. | Accepted
Taraxacum obscurans Dahlst. | Accepted
Taraxacum ochotense Vorosch. | Accepted
Taraxacum officinale Webb | Accepted
Taraxacum ohirense S.Watan. & T.Morita | Accepted
Taraxacum ohwianum Kitam. | Accepted
Taraxacum oliganthum Schott & Kotschy ex Hand.-Mazz. | Accepted
Taraxacum omissum G.E.Haglund | Accepted
Taraxacum oschense Schischk. | Accepted
Taraxacum ostenfeldii Raunk. | Accepted
Taraxacum otagirianum Koidz. ex Kitam. | Accepted
Taraxacum pachypodum H.Lindb. | Accepted
Taraxacum pallidulum H.Lindb. | Accepted
Taraxacum palustre (Lyons) Symons | Accepted
Taraxacum panalpinum Soest | Accepted
Taraxacum pannonicum Sonck & Soest | Accepted
Taraxacum pannulatum Dahlst. | Accepted
Taraxacum papposum R.Doll | Accepted
Taraxacum parvilobum Dahlst. | Accepted
Taraxacum parvuliceps H.Lindb. | Accepted
Taraxacum parvulum DC. | Accepted
Taraxacum patagonicum Uhlemann | Accepted
Taraxacum paucijugum Markl. | Accepted
Taraxacum pavlovii Orazova | Accepted
Taraxacum pawlodarskum R.Doll | Accepted
Taraxacum pectinatiforme H.Lindb. | Accepted
Taraxacum pectinatum Kitam. | Accepted
Taraxacum penicilliforme H.Lindb. | Accepted
Taraxacum peralatum Soest | Accepted
Taraxacum perfiljevii N.I.Orlova | Accepted
Taraxacum perlatescens Dahlst. | Accepted
Taraxacum perpusillum Schischk. | Accepted
Taraxacum petri-primi Vainberg | Accepted
Taraxacum petrovskyi Tzvelev | Accepted
Taraxacum phymatocarpum J.Vahl | Accepted
Taraxacum pingue Schischk. | Accepted
Taraxacum planum Raunk. | Accepted
Taraxacum platycarpum Dahlst. | Accepted
Taraxacum platyglossum Raunk. | Accepted
Taraxacum platylepium Dahlst. | Accepted
Taraxacum platypecidium Diels ex H.Limpr. | Accepted
Taraxacum platypecidum Diels | Accepted
Taraxacum plumbeum Dahlst. | Accepted
Taraxacum pobedimoviae Schischk. | Accepted
Taraxacum podkumokense Galushko | Accepted
Taraxacum pohlii Soest | Accepted
Taraxacum polonicum Matecka & Soest | Accepted
Taraxacum polozhiae Kurbatski | Accepted
Taraxacum popovii Kovalevsk. ex Vainberg | Accepted
Taraxacum porphyranthum Boiss. | Accepted
Taraxacum potaninii Tzvelev | Accepted
Taraxacum praestans H.Lindb. | Accepted
Taraxacum prilipkoi Czerep. | Accepted
Taraxacum privum Dahlst. | Accepted
Taraxacum promontoriorum Dshanaëva | Accepted
Taraxacum proximum (Dahlst.) Dahlst. | Accepted
Taraxacum pruinosum Koidz. | Accepted
Taraxacum przevalskii Tzvelev | Accepted
Taraxacum psammophilum Saarsoo | Accepted
Taraxacum pseudoalpinum Schischk. ex Orazova | Accepted
Taraxacum pseudoatratum Orazova | Accepted
Taraxacum pseudobrevirostre Vainberg | Accepted
Taraxacum pseudocalocephalum Soest | Accepted
Taraxacum pseudodissimile Soest | Accepted
Taraxacum pseudofulvum H.Lindb. | Accepted
Taraxacum pseudogracilens R.Doll | Accepted
Taraxacum pseudolasianthum Koidz. | Accepted
Taraxacum pseudolaxum R.Doll | Accepted
Taraxacum pseudolugubre R.Doll | Accepted
Taraxacum pseudominutilobum Kovalevsk. | Accepted
Taraxacum pseudomurbeckianum Tzvelev | Accepted
Taraxacum pseudonigricans Hand.-Mazz. | Accepted
Taraxacum pseudonivale Malyschev | Accepted
Taraxacum pseudophaleratum R.Doll | Accepted
Taraxacum pseudoplatylepium Jurtzev | Accepted
Taraxacum pseudoporphyranthum Kirschner & Štěpánek | Accepted
Taraxacum pseudoroseum Schischk. | Accepted
Taraxacum pseudosilesiacum R.Doll | Accepted
Taraxacum pseudostenoceras Soest | Accepted
Taraxacum pseudotianschanicum R.Doll | Accepted
Taraxacum pulcherrimum H.Lindb. | Accepted
Taraxacum pulchrifolium Markl. | Accepted
Taraxacum pycnodes H.Lindb. | Accepted
Taraxacum pycnolobum Dahlst. | Accepted
Taraxacum pyropappum Boiss. & Reut. | Accepted
Taraxacum qirae D.T.Zhai & Z.X. An | Accepted
Taraxacum raikoviae Vainberg | Accepted
Taraxacum raunkiaerii Wiinst. | Accepted
Taraxacum reflexilobum H.Lindb. | Accepted
Taraxacum reinthalii Markl. | Accepted
Taraxacum repandum Pavlov | Accepted
Taraxacum repletum Dahlst. | Accepted
Taraxacum revalense H.Lindb. | Accepted
Taraxacum ribii D.P.Petit | Accepted
Taraxacum rizaense R.Doll | Accepted
Taraxacum roborovskyi Tzvelev | Accepted
Taraxacum roseoflavescens Tzvelev | Accepted
Taraxacum rubidum Schischk. | Accepted
Taraxacum rubiginans Dahlst. | Accepted
Taraxacum rubrisquameum M.P.Christ. & M.P.Christ. | Accepted
Taraxacum rufum Dahlst. | Accepted
Taraxacum sagittifolium Dahlst. | Accepted
