speciname | taxstat
Erica baroniana Dorr & E.G.H.Oliv. | Accepted
Erica barrydalensis L.Bolus | Accepted
Erica bauera Andrews | Accepted
Erica baurii Bolus | Accepted
Erica beatricis Compton | Accepted
Erica benguelensis (Welw. ex Engl.) E.G.H.Oliv. | Accepted
Erica benthamiana E.G.H.Oliv. | Accepted
Erica bergiana L. | Accepted
Erica berzelioides L.Guthrie & Bolus | Accepted
Erica betsileana (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica bibax Salisb. | Accepted
Erica bicolor Thunb. | Accepted
Erica binaria E.G.H.Oliv. | Accepted
Erica blaerioides E.G.H.Oliv. | Accepted
Erica blancheana L.Bolus | Accepted
Erica blandfordia Andrews | Accepted
Erica blenna Salisb. | Accepted
Erica blesbergensis H.A.Baker | Accepted
Erica bocquetii (Pesmen) P.F.Stevens | Accepted
Erica bodkinii L.Guthrie & Bolus | Accepted
Erica bojeri Dorr & E.G.H.Oliv. | Accepted
Erica bokkeveldia E.G.H.Oliv. | Accepted
Erica bolusanthus E.G.H.Oliv. | Accepted
Erica bolusiae T.M.Salter | Accepted
Erica borboniifolia Salisb. | Accepted
Erica bosseri Dorr | Accepted
Erica botryoides Dulfer | Accepted
Erica boucheri E.G.H.Oliv. | Accepted
Erica boutonii Dorr & E.G.H.Oliv. | Accepted
Erica brachialis Salisb. | Accepted
Erica brachycentra Benth. | Accepted
Erica brachyphylla (Benth.) E.G.H.Oliv. | Accepted
Erica brachysepala L.Guthrie & Bolus | Accepted
Erica bracteolaris Lam. | Accepted
Erica bredasiana E.G.H.Oliv. | Accepted
Erica brevicaulis L.Guthrie & Bolus | Accepted
Erica brevifolia Sol. ex Salisb. | Accepted
Erica broadleyana Andrews | Accepted
Erica brownii E.G.H.Oliv. | Accepted
Erica brownleeae Bolus | Accepted
Erica bruniifolia Salisb. | Accepted
Erica bruniodes L. | Accepted
Erica burchelliana E.G.H.Oliv. | Accepted
Erica cabernetea E.G.H.Oliv. | Accepted
Erica caespitosa Hilliard & B.L.Burtt | Accepted
Erica caffra L. | Accepted
Erica caffrorum Bolus | Accepted
Erica calcareophila E.G.H.Oliv. | Accepted
Erica calcicola (E.G.H.Oliv.) E.G.H.Oliv. | Accepted
Erica caledonica A.Spreng. | Accepted
Erica calycina L. | Accepted
Erica cameronii L.Bolus | Accepted
Erica campanularis Salisb. | Accepted
Erica canaliculata Andrews | Accepted
Erica canescens J.C.Wendl. | Accepted
Erica capensis T.M.Salter | Accepted
Erica capillaris Bartl. | Accepted
Erica capitata L. | Accepted
Erica caprina E.G.H.Oliv. | Accepted
Erica carduifolia Salisb. | Accepted
Erica caterviflora Salisb. | Accepted
Erica cavartica E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica cederbergensis Compton | Accepted
Erica cedromontana E.G.H.Oliv. | Accepted
Erica ceraria E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica cereris (Compton) E.G.H.Oliv. | Accepted
Erica cerinthoides L. | Accepted
Erica cernua Montin | Accepted
Erica cerviciflora Salisb. | Accepted
Erica cetrata E.G.H.Oliv. | Accepted
Erica chamissonis Klotzsch ex Benth. | Accepted
Erica chartacea L.Guthrie & Bolus | Accepted
Erica chionodes E.G.H.Oliv. | Accepted
Erica chionophila L.Guthrie & Bolus | Accepted
Erica chiroptera E.G.H.Oliv. | Accepted
Erica chlamydiflora Salisb. | Accepted
Erica chloroloma Lindl. | Accepted
Erica chlorosepala Benth. | Accepted
Erica chonantha Dulfer | Accepted
Erica chrysocodon L.Guthrie & Bolus | Accepted
Erica ciliaris L. | Accepted
Erica cincta L.Bolus | Accepted
Erica cinerea L. | Accepted
Erica clavisepala L.Guthrie & Bolus | Accepted
Erica coacervata H.A.Baker | Accepted
Erica coarctata J.C.Wendl. | Accepted
Erica coccinea L. | Accepted
Erica collina L.Guthrie & Bolus | Accepted
Erica colorans Andrews | Accepted
Erica columnaris E.G.H.Oliv. | Accepted
Erica comata L.Guthrie & Bolus | Accepted
Erica comorensis (Engl.) Dorr & E.G.H.Oliv. | Accepted
Erica condensata Benth. | Accepted
Erica conferta Andrews | Accepted
Erica consobrina L.Guthrie & Bolus | Accepted
Erica conspicua Aiton | Accepted
Erica constantia Nois. ex Benth. | Accepted
Erica cooperi Bolus | Accepted
Erica copiosa J.C.Wendl. | Accepted
Erica cordata Andrews | Accepted
Erica corifolia L. | Accepted
Erica coronanthera Compton | Accepted
Erica corydalis Salisb. | Accepted
Erica costatisepala H.A.Baker | Accepted
Erica crassifolia Andrews | Accepted
Erica crassisepala Benth. | Accepted
Erica crateriformis L.Guthrie & Bolus | Accepted
Erica cremea Dulfer | Accepted
Erica cristata Dulfer | Accepted
Erica cristiflora Salisb. | Accepted
Erica croceovirens E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica crucistigmatica Dulfer | Accepted
Erica cruenta Aiton | Accepted
Erica cryptanthera L.Guthrie & Bolus | Accepted
Erica cryptoclada (Baker) Dorr & E.G.H.Oliv. | Accepted
Erica cubica L. | Accepted
Erica cubitans E.G.H.Oliv. | Accepted
Erica cumuliflora Salisb. | Accepted
Erica cunoniensis E.G.H.Oliv. | Accepted
Erica curtophylla L.Guthrie & Bolus | Accepted
Erica curviflora L. | Accepted
Erica curvifolia Salisb. | Accepted
Erica curvirostris Salisb. | Accepted
Erica curvistyla (N.E.Br.) E.G.H.Oliv. | Accepted
Erica cuscutiformis Dulfer | Accepted
Erica cyathiformis Salisb. | Accepted
Erica cygnea T.M.Salter | Accepted
Erica cylindrica Thunb. | Accepted
Erica cymosa E.Mey. ex Benth. | Accepted
Erica cyrilliflora Salisb. | Accepted
Erica danguyana (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica daphniflora Salisb. | Accepted
Erica debilis L.Guthrie & Bolus | Accepted
Erica deflexa Sinclair | Accepted
Erica deliciosa H.L.Wendl. ex Benth. | Accepted
Erica demissa Klotzsch ex Benth. | Accepted
Erica densata Dorr & E.G.H.Oliv. | Accepted
Erica densifolia Willd. | Accepted
Erica denticulata L. | Accepted
Erica depressa L. | Accepted
Erica desmantha Benth. | Accepted
Erica dianthifolia Salisb. | Accepted
Erica diaphana Spreng. | Accepted
Erica dilatata H.L.Wendl. ex Benth. | Accepted
Erica diosmifolia Salisb. | Accepted
Erica diotiflora Salisb. | Accepted
Erica discolor Andrews | Accepted
Erica dispar (N.E.Br.) E.G.H.Oliv. | Accepted
Erica dissimulans Hilliard & B.L.Burtt | Accepted
Erica distorta Bartl. | Accepted
Erica dodii L.Guthrie & Bolus | Accepted
Erica dolfiana E.G.H.Oliv. | Accepted
Erica doliiformis Salisb. | Accepted
Erica dominans Killick | Accepted
Erica dracomontana E.G.H.Oliv. | Accepted
Erica drakensbergensis L.Guthrie & Bolus | Accepted
Erica dregei E.G.H.Oliv. | Accepted
Erica dulcis L.Bolus | Accepted
Erica dysantha Benth. | Accepted
Erica ebracteata Bolus | Accepted
Erica eburnea T.M.Salter | Accepted
Erica ecklonii E.G.H.Oliv. | Accepted
Erica eglandulosa (Klotzsch) E.G.H.Oliv. | Accepted
Erica elimensis L.Bolus | Accepted
Erica ellipticiflora Dulfer | Accepted
Erica elsieana (E.G.H.Oliv.) E.G.H.Oliv. | Accepted
Erica embothriifolia Salisb. | Accepted
Erica empetrina L. | Accepted
Erica equisetifolia Salisb. | Accepted
Erica erasmia Dulfer | Accepted
Erica eremioides (MacOwan) E.G.H.Oliv. | Accepted
Erica ericoides (L.) E.G.H.Oliv. | Accepted
Erica erigena R.Ross | Accepted
Erica erinus (Klotzsch ex Benth.) E.G.H.Oliv. | Accepted
Erica eriocephala Lam. | Accepted
Erica eriocodon Bolus | Accepted
Erica eriophoros L.Guthrie & Bolus | Accepted
Erica esterhuyseniae Compton | Accepted
Erica esteriana E.G.H.Oliv. | Accepted
Erica ethelae L.Bolus | Accepted
Erica eugenea Dulfer | Accepted
Erica euryphylla R.C.Turner | Accepted
Erica eustacei L.Bolus | Accepted
Erica evansii (N.E.Br.) E.G.H.Oliv. | Accepted
Erica excavata L.Bolus | Accepted
Erica exleeana E.G.H.Oliv. | Accepted
Erica extrusa Compton | Accepted
Erica fairii Bolus | Accepted
Erica fascicularis L.f. | Accepted
Erica fastigiata L. | Accepted
Erica fausta Salisb. | Accepted
Erica feminarum E.G.H.Oliv. | Accepted
Erica ferrea P.J.Bergius | Accepted
Erica filago (Alm & T.C.E.Fr.) Beentje | Accepted
Erica filamentosa Andrews | Accepted
Erica filialis E.G.H.Oliv. | Accepted
Erica filiformis Salisb. | Accepted
Erica filipendula Benth. | Accepted
Erica fimbriata Andrews | Accepted
Erica flacca E.Mey. ex Benth. | Accepted
Erica flanaganii Bolus | Accepted
Erica flavicoma Bartl. | Accepted
Erica flavisepala L.Guthrie & Bolus | Accepted
Erica flexicaulis Dryand. | Accepted
Erica flexistyla E.G.H.Oliv. | Accepted
Erica floccifera Zahlbr. | Accepted
Erica flocciflora Benth. | Accepted
Erica florifera (Compton) E.G.H.Oliv. | Accepted
Erica foliacea Andrews | Accepted
Erica fontana L.Bolus | Accepted
Erica fontensis T.M.Salter | Accepted
Erica formosa Thunb. | Accepted
Erica forsteri Dulfer | Accepted
Erica frigida Bolus | Accepted
Erica fuscescens (Klotzsch) E.G.H.Oliv. | Accepted
Erica galgebergensis H.A.Baker | Accepted
Erica galioides Lam. | Accepted
Erica galpinii T.M.Salter | Accepted
Erica garciae E.G.H.Oliv. | Accepted
Erica genistifolia Salisb. | Accepted
Erica georgica L.Guthrie & Bolus | Accepted
Erica gerhardii E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica gibbosa Klotzsch ex Benth. | Accepted
Erica gigantea Klotzsch ex Benth. | Accepted
Erica gillii Benth. | Accepted
Erica glabella Thunb. | Accepted
Erica glabripes L.Bolus | Accepted
Erica glandulifera Klotzsch | Accepted
Erica glandulipila Compton | Accepted
Erica glandulosa Thunb. | Accepted
Erica glaphyra Killick | Accepted
Erica glauca Andrews | Accepted
Erica globiceps (N.E.Br.) E.G.H.Oliv. | Accepted
Erica globulifera Dulfer | Accepted
Erica glomiflora Salisb. | Accepted
Erica glumiflora Klotzsch ex Benth. | Accepted
Erica glutinosa P.J.Bergius | Accepted
Erica gnaphaloides L. | Accepted
Erica goatcheriana L.Bolus | Accepted
Erica gossypioides E.G.H.Oliv. | Accepted
Erica goudotiana (Klotzsch) Dorr & E.G.H.Oliv. | Accepted
Erica gracilipes L.Guthrie & Bolus | Accepted
Erica gracilis J.C.Wendl. | Accepted
Erica granulatifolia H.A.Baker | Accepted
Erica granulosa H.A.Baker | Accepted
Erica grata L.Guthrie & Bolus | Accepted
Erica greyii L.Guthrie & Bolus | Accepted
Erica grisbrookii L.Guthrie & Bolus | Accepted
Erica guthriei Bolus | Accepted
Erica gysbertii L.Guthrie & Bolus | Accepted
Erica haemastoma J.C.Wendl. | Accepted
Erica haematocodon T.M.Salter | Accepted
Erica haematosiphon L.Guthrie & Bolus | Accepted
Erica halicacaba L. | Accepted
Erica hameriana L.Bolus | Accepted
Erica hanekomii E.G.H.Oliv. | Accepted
Erica hansfordii E.G.H.Oliv. | Accepted
Erica harveiana L.Guthrie & Bolus | Accepted
Erica hebdomadalis E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica hebecalyx Benth. | Accepted
Erica hebeclada Dorr & E.G.H.Oliv. | Accepted
Erica heleogena T.M.Salter | Accepted
Erica heliophila L.Guthrie & Bolus | Accepted
Erica hendricksei H.A.Baker | Accepted
Erica herbacea L. | Accepted
Erica hermani E.G.H.Oliv. | Accepted
Erica heterophylla L.Guthrie & Bolus | Accepted
Erica hexandra (S.Moore) E.G.H.Oliv. | Accepted
Erica hexensis E.G.H.Oliv. | Accepted
Erica hibbertia Andrews | Accepted
Erica hillburttii (E.G.H.Oliv.) E.G.H.Oliv. | Accepted
Erica hippurus Compton | Accepted
Erica hirta Thunb. | Accepted
Erica hirtiflora Curtis | Accepted
Erica hispidula L. | Accepted
Erica hispiduloides E.G.H.Oliv. | Accepted
Erica holosericea Salisb. | Accepted
Erica holtii Schweick. | Accepted
Erica hottentotica E.G.H.Oliv. | Accepted
Erica humansdorpensis Compton | Accepted
Erica humbertii (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica humidicola E.G.H.Oliv. | Accepted
Erica humifusa Hibberd ex Salisb. | Accepted
Erica ibityensis (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica ignita E.G.H.Oliv. | Accepted
Erica imbricata L. | Accepted
Erica imerinensis (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica inaequalis (Klotzsch) E.G.H.Oliv. | Accepted
Erica incarnata Thunb. | Accepted
Erica inclusa H.L.Wendl. ex Benth. | Accepted
Erica inconstans Zahlbr. | Accepted
Erica inflata Thunb. | Accepted
Erica inflaticalyx E.G.H.Oliv. | Accepted
Erica infundibuliformis Andrews | Accepted
Erica ingeana E.G.H.Oliv. | Accepted
Erica innovans E.G.H.Oliv. | Accepted
Erica inops Bolus | Accepted
Erica inordinata H.A.Baker | Accepted
Erica insignis E.G.H.Oliv. | Accepted
Erica insolitanthera H.A.Baker | Accepted
Erica intermedia Klotzsch ex Benth. | Accepted
Erica interrupta (N.E.Br.) E.G.H.Oliv. | Accepted
Erica intervallaris Salisb. | Accepted
Erica intonsa L.Bolus | Accepted
Erica intricata H.A.Baker | Accepted
Erica involucrata Klotzsch ex Benth. | Accepted
Erica involvens Benth. | Accepted
Erica ioniana E.G.H.Oliv. | Accepted
Erica irbyana Andrews | Accepted
Erica irregularis Benth. | Accepted
Erica irrorata L.Guthrie & Bolus | Accepted
Erica isaloensis (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica ixanthera Benth. | Accepted
Erica jacksoniana H.A.Baker | Accepted
Erica jananthus E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica jasminiflora Salisb. | Accepted
Erica jeppei L.Bolus | Accepted
Erica johnstoniana Britten | Accepted
Erica jonasiana E.G.H.Oliv. | Accepted
Erica jugicola E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica jumellei (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica juniperina E.G.H.Oliv. | Accepted
Erica junonia Bolus | Accepted
Erica kammanassieae E.G.H.Oliv. | Accepted
Erica karooica E.G.H.Oliv. | Accepted
Erica karwyderi E.G.H.Oliv. | Accepted
Erica keeromsbergensis H.A.Baker | Accepted
Erica keetii L.Bolus | Accepted
Erica kingaensis Engl. | Accepted
Erica kirstenii E.G.H.Oliv. | Accepted
Erica kiwuensis (Engl.) F.White | Accepted
Erica klotzschii (Alm & T.C.E.Fr.) E.G.H.Oliv. | Accepted
Erica kogelbergensis E.G.H.Oliv. | Accepted
Erica kougabergensis H.A.Baker | Accepted
Erica kraussiana Klotzsch ex Walp. | Accepted
Erica krugeri E.G.H.Oliv. | Accepted
Erica labialis Salisb. | Accepted
Erica lachnaeoides G.Don | Accepted
Erica lachneifolia Salisb. | Accepted
Erica laeta Bartl. | Accepted
Erica laevigata Bartl. | Accepted
Erica lagenaeformis Salisb. | Accepted
Erica lananthera L.Bolus | Accepted
Erica lanata Andrews | Accepted
Erica lanceolifera S.Moore | Accepted
Erica langebergensis H.A.Baker | Accepted
Erica lanipes L.Guthrie & Bolus | Accepted
Erica lanuginosa Andrews | Accepted
Erica lasciva Salisb. | Accepted
Erica lasiocarpa L.Guthrie & Bolus | Accepted
Erica lateralis Willd. | Accepted
Erica lateriflora E.G.H.Oliv. | Accepted
Erica latiflora L.Bolus | Accepted
Erica latifolia Andrews | Accepted
Erica latituba L.Bolus | Accepted
Erica lavandulifolia Salisb. | Accepted
Erica lawsonia Andrews | Accepted
Erica lecomtei (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica lehmannii Klotzsch ex Benth. | Accepted
Erica lepidota Rach | Accepted
Erica leptantha Dulfer | Accepted
Erica leptoclada Van Heurck & Müll.Arg. | Accepted
Erica leptopus Benth. | Accepted
Erica leptostachya L.Guthrie & Bolus | Accepted
Erica lerouxiae Bolus | Accepted
Erica leucantha Link | Accepted
Erica leucanthera L.f. | Accepted
Erica leucoclada (Baker) Dorr & E.G.H.Oliv. | Accepted
Erica leucodesmia Benth. | Accepted
Erica leucopelta Tausch | Accepted
Erica leucosiphon L.Bolus | Accepted
Erica leucotrachela H.A.Baker | Accepted
Erica lignosa H.A.Baker | Accepted
Erica limnophila E.G.H.Oliv. | Accepted
Erica limosa L.Bolus | Accepted
Erica lithophila E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica loganii Compton | Accepted
Erica longiaristata Benth. | Accepted
Erica longimontana E.G.H.Oliv. | Accepted
Erica longipedunculata Lodd. | Accepted
Erica longistyla L.Bolus | Accepted
Erica lowryensis Bolus | Accepted
Erica lucida Salisb. | Accepted
Erica lusitanica Rudolph | Accepted
Erica lutea P.J.Bergius | Accepted
Erica lyallii Dorr & E.G.H.Oliv. | Accepted
Erica lycopodiastrum Lam. | Accepted
Erica macilenta L.Guthrie & Bolus | Accepted
Erica mackaiana Bab. | Accepted
Erica macowanii Cufino | Accepted
Erica macrocalyx (Baker) Dorr & E.G.H.Oliv. | Accepted
Erica macroloma Benth. | Accepted
Erica macrophylla Klotzsch ex Benth. | Accepted
Erica macrotrema L.Guthrie & Bolus | Accepted
Erica madagascariensis (H.Perrier) Dorr & E.G.H.Oliv. | Accepted
Erica maderensis (Benth.) Bornm. | Accepted
Erica maderi L.Guthrie & Bolus | Accepted
Erica madida E.G.H.Oliv. | Accepted
Erica maesta Bolus | Accepted
Erica mafiensis (Engl.) Dorr | Accepted
Erica magistrati E.G.H.Oliv. | Accepted
Erica magnisylvae E.G.H.Oliv. | Accepted
Erica malmesburiensis E.G.H.Oliv. | Accepted
Erica mammosa L. | Accepted
Erica manifesta Compton | Accepted
Erica manipuliflora Salisb. | Accepted
Erica mannii (Hook.f.) Beentje | Accepted
Erica margaritacea Aiton | Accepted
Erica marifolia Aiton | Accepted
Erica maritima L.Guthrie & Bolus | Accepted
Erica marlothii Bolus | Accepted
Erica marojejyensis Dorr | Accepted
Erica massonii L.f. | Accepted
Erica mauritanica L. | Accepted
Erica mauritiensis E.G.H.Oliv. | Accepted
Erica maximiliani L.Guthrie & Bolus ex Schltr. | Accepted
Erica media Klotzsch ex Benth. | Accepted
Erica melanacme L.Guthrie & Bolus | Accepted
Erica melanomontana E.G.H.Oliv. | Accepted
Erica melanthera L. | Accepted
Erica melastoma Andrews | Accepted
Erica merxmuelleri Dulfer | Accepted
Erica micrandra L.Guthrie & Bolus | Accepted
Erica microcodon L.Guthrie & Bolus | Accepted
Erica microdonta (C.H.Wright) E.G.H.Oliv. | Accepted
Erica milanjiana Bolus | Accepted
Erica miniscula E.G.H.Oliv. | Accepted
Erica minutifolia (Baker) Dorr & E.G.H.Oliv. | Accepted
Erica minutissima Klotzsch ex Benth. | Accepted
Erica mira Klotzsch ex Benth. | Accepted
Erica mitchelliensis Dulfer | Accepted
Erica modesta Salisb. | Accepted
Erica mollis Andrews | Accepted
Erica monadelphia Andrews | Accepted
Erica monantha Compton | Accepted
Erica monsoniana L.f. | Accepted
Erica montis-hominis E.G.H.Oliv. | Accepted
Erica mucronata Andrews | Accepted
Erica muirii L.Bolus | Accepted
Erica multiflexuosa E.G.H.Oliv. | Accepted
Erica multiflora L. | Accepted
Erica multumbellifera P.J.Bergius | Accepted
Erica mundii L.Guthrie & Bolus | Accepted
Erica muscari Andrews | Accepted
Erica muscosa (Aiton) E.G.H.Oliv. | Accepted
Erica myriadenia (Baker) Dorr & E.G.H.Oliv. | Accepted
Erica myriocodon L.Guthrie & Bolus | Accepted
Erica nabea L.Guthrie & Bolus | Accepted
Erica nana Salisb. | Accepted
Erica natalensis Dulfer | Accepted
Erica natalitia Bolus | Accepted
Erica navigatoris E.G.H.Oliv. | Accepted
Erica nematophylla L.Guthrie & Bolus | Accepted
Erica nemorosa Klotzsch ex Benth. | Accepted
Erica nervata L.Guthrie & Bolus | Accepted
Erica nevillei L.Bolus | Accepted
Erica newdigatei Dulfer | Accepted
Erica nidularia Lodd. | Accepted
Erica nigrimontana L.Guthrie & Bolus | Accepted
Erica nivalis Andrews | Accepted
Erica nivea Sinclair | Accepted
Erica niveniana E.G.H.Oliv. | Accepted
Erica notholeeana (E.G.H.Oliv.) E.G.H.Oliv. | Accepted
Erica nubigena Bolus | Accepted
Erica nudiflora L. | Accepted
Erica nutans J.C.Wendl. | Accepted
Erica nyassana (Alm & T.C.E.Fr.) E.G.H.Oliv. | Accepted
Erica oakesiorum E.G.H.Oliv. | Accepted
Erica oatesii Rolfe | Accepted
Erica obconica H.A.Baker | Accepted
Erica obliqua Aiton | Accepted
Erica oblongiflora Benth. | Accepted
Erica obtusata Klotzsch ex Benth. | Accepted
Erica occulta E.G.H.Oliv. | Accepted
Erica ocellata L.Guthrie & Bolus | Accepted
Erica octonaria L.Bolus | Accepted
Erica odorata Andrews | Accepted
Erica oligantha L.Guthrie & Bolus | Accepted
Erica oliveri H.A.Baker | Accepted
Erica omninoglabra H.A.Baker | Accepted
Erica onusta L.Guthrie & Bolus | Accepted
Erica oophylla Benth. | Accepted
Erica opulenta (J.C.Wendl. ex Klotzsch) Benth. | Accepted
Erica orculiflora Dulfier | Accepted
Erica oreina Dulfer | Accepted
Erica oreophila L.Guthrie & Bolus | Accepted
Erica oreotragus E.G.H.Oliv. | Accepted
Erica oresigena Bolus | Accepted
Erica orientalis R.A.Dyer | Accepted
Erica orthiocola E.G.H.Oliv. | Accepted
Erica ostiaria Compton | Accepted
Erica outeniquae (Compton) E.G.H.Oliv. | Accepted
Erica ovina Klotzsch ex Benth. | Accepted
Erica oxyandra L.Guthrie & Bolus | Accepted
Erica oxycoccifolia Salisb. | Accepted
Erica oxysepala L.Guthrie & Bolus | Accepted
Erica pageana L.Bolus | Accepted
Erica paleacea Salisb. | Accepted
Erica palliiflora Salisb. | Accepted
Erica paludicola L.Bolus | Accepted
Erica paniculata L. | Accepted
Erica papyracea L.Guthrie & Bolus | Accepted
Erica parilis Salisb. | Accepted
Erica parkeri (Baker) Dorr & E.G.H.Oliv. | Accepted
Erica parviflora L. | Accepted
Erica parviporandra E.G.H.Oliv. | Accepted
Erica passerina Montin | Accepted
Erica passerinoides (Bolus) E.G.H.Oliv. | Accepted
Erica patens Andrews | Accepted
Erica patersonii Andrews | Accepted
Erica paucifolia (H.Wendl.) E.G.H.Oliv. | Accepted
Erica pauciovulata H.A.Baker | Accepted
Erica pearsoniana L.Bolus | Accepted
Erica pectinifolia Salisb. | Accepted
Erica pellucida Sol. ex Salisb. | Accepted
Erica peltata Andrews | Accepted
Erica penduliflora E.G.H.Oliv. | Accepted
Erica penicilliformis Salisb. | Accepted
Erica perhispida Dorr & E.G.H.Oliv. | Accepted
Erica perlata Sinclair | Accepted
Erica permutata Dulfier | Accepted
Erica perplexa E.G.H.Oliv. | Accepted
Erica perrieri Dorr & E.G.H.Oliv. | Accepted
Erica perspicua J.C.Wendl. | Accepted
Erica petiolaris Lam. | Accepted
Erica petraea Benth. | Accepted
Erica petricola E.G.H.Oliv. | Accepted
Erica petrophila L.Bolus | Accepted
Erica petrusiana E.G.H.Oliv. & I.M.Oliv. | Accepted
Erica peziza Lodd. | Accepted
Erica phacelanthera E.G.H.Oliv. | Accepted
Erica phaeocarpa E.G.H.Oliv. | Accepted
Erica philippioides Compton | Accepted
Erica phillipsii L.Bolus | Accepted
Erica physantha Benth. | Accepted
Erica physodes L. | Accepted
Erica physophylla Benth. | Accepted
Erica pilaarkopensis H.A.Baker | Accepted
Erica pillansii Bolus | Accepted
Erica pilosiflora E.G.H.Oliv. | Accepted
Erica pilulifera L. | Accepted
Erica pinea Thunb. | Accepted
Erica piquetbergensis (N.E.Br.) E.G.H.Oliv. | Accepted
Erica placentiflora Salisb. | Accepted
Erica planifolia L. | Accepted
Erica platycalyx E.G.H.Oliv. | Accepted
Erica pleiotricha S.Moore | Accepted
Erica plena L.Bolus | Accepted
Erica plukenetii L. | Accepted
Erica plumigera Bartl. | Accepted
Erica plumosa Thunb. | Accepted
Erica podophylla Benth. | Accepted
Erica pogonanthera Bartl. | Accepted
Erica polifolia Salisb. ex Benth. | Accepted
Erica polycoma Benth. | Accepted
