familyid | genusid | latinname | namezh | lowertaxa
10718 | 125771 | Platycerium | 鹿角蕨属 | 1
10718 | 126041 | Pleurosoriopsis | 睫毛蕨属 | 1
10718 | 126427 | Polypodiastrum | 拟水龙骨属 | 3
10718 | 126428 | Polypodiodes | 水龙骨属 | 11
10718 | 126431 | Polypodium | 多足蕨属 | 2
10718 | 126795 | Prosaptia | 穴子蕨属 | 7
10718 | 127797 | Pyrrosia | 石韦属 | 32
10718 | 317870 | Radiogrammitis | 辐禾蕨属 | 4
10718 | 129786 | Scleroglossum | 革舌蕨属 | 1
10718 | 130038 | Selliguea | 修蕨属 | 48
10718 | 202582 | Themelium | 蒿蕨属 | 2
10718 | 317874 | Tomophyllum | 裂禾蕨属 | 1
10718 | 133496 | Tricholepidium | 毛鳞蕨属 | 1
10718 | 317871 | Xiphopterella | 剑羽蕨属 | 1
10738 | 127362 | Psilotum | 松叶蕨属 | 1
10740 | 100407 | Acrostichum | 卤蕨属 | 2
10740 | 100603 | Adiantum | 铁线蕨属 | 33
10740 | 101002 | Aleuritopteris | 粉背蕨属 | 29
10740 | 101907 | Anogramma | 翠蕨属 | 2
10740 | 102127 | Antrophyum | 车前蕨属 | 9
10740 | 317811 | Calciphilopteris | 戟叶黑心蕨属 | 1
10740 | 106195 | Ceratopteris | 水蕨属 | 2
10740 | 106570 | Cheilanthes | 碎米蕨属 | 17
10740 | 107849 | Coniogramme | 凤了蕨属 | 22
10740 | 108536 | Cryptogramma | 珠蕨属 | 3
10740 | 110846 | Doryopteris | 黑心蕨属 | 1
10740 | 114633 | Haplopteris | 书带蕨属 | 13
10740 | 121054 | Monogramma | 一条线蕨属 | 2
10740 | 122949 | Onychium | 金粉蕨属 | 8
10740 | 202513 | Paragymnopteris | 金毛裸蕨属 | 5
10740 | 202514 | Parahemionitis | 泽泻蕨属 | 1
10740 | 124283 | Pellaea | 旱蕨属 | 2
10740 | 125649 | Pityrogramma | 粉叶蕨属 | 1
10740 | 127430 | Pteris | 凤尾蕨属 | 81
10740 | 132213 | Taenitis | 竹叶蕨属 | 1
20901 | 128218 | Rhachidosorus | 轴果蕨属 | 5
10789 | 103297 | Azolla | 满江红属 | 1
10789 | 129091 | Salvinia | 槐叶萍属 | 2
10806 | 129509 | Schizaea | 莎草蕨属 | 2
10817 | 130007 | Selaginella | 卷柏属 | 72
20307 | 102714 | Arthropteris | 爬树蕨属 | 1
20307 | 125936 | Pleocnemia | 黄腺羽蕨属 | 2
20307 | 127420 | Pteridrys | 牙蕨属 | 3
20307 | 132367 | Tectaria | 叉蕨属 | 35
10887 | 101419 | Ampelopteris | 星毛蕨属 | 1
10887 | 108262 | Craspedosorus | 边果蕨属 | 1
10887 | 108844 | Cyclogramma | 钩毛蕨属 | 9
10887 | 108865 | Cyclosorus | 毛蕨属 | 40
10887 | 110019 | Dictyocline | 圣蕨属 | 4
10887 | 113600 | Glaphyropteridopsis | 方杆蕨属 | 11
10887 | 118188 | Leptogramma | 茯蕨属 | 9
10887 | 119411 | Macrothelypteris | 针毛蕨属 | 7
10887 | 120349 | Mesopteris | 龙津蕨属 | 1
10887 | 120397 | Metathelypteris | 凸轴蕨属 | 11
10887 | 123133 | Oreopteris | 假鳞毛蕨属 | 2
10887 | 124024 | Parathelypteris | 金星蕨属 | 24
10887 | 124933 | Phegopteris | 卵果蕨属 | 3
10887 | 126787 | Pronephrium | 新月蕨属 | 18
10887 | 127045 | Pseudocyclosorus | 假毛蕨属 | 38
10887 | 127187 | Pseudophegopteris | 紫柄蕨属 | 12
10887 | 131257 | Stegnogramma | 溪边蕨属 | 6
10887 | 132776 | Thelypteris | 沼泽蕨属 | 2
10954 | 106571 | Cheilanthopsis | 滇蕨属 | 3
10954 | 126856 | Protowoodsia | 膀胱蕨属 | 1
10954 | 134973 | Woodsia | 岩蕨属 | 20
