id | species | address | source | latitude | longitude
553 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,大竹区庙子乡冉离沟                                                                                                                                                                                                                        " | "brahms    " | 32.163017 | 108.314721
554 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,大竹区皮窝乡钢厂附近                                                                                                                                                                                                                      " | "brahms    " | 32.163017 | 108.314721
555 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,大竹区皮窝乡土垭子                                                                                                                                                                                                                        " | "brahms    " | 32.163017 | 108.314721
556 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,白沙区亩家乡附近                                                                                                                                                                                                                          " | "brahms    " | 31.967505 | 108.167098
557 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,大竹区庙子乡庞家梁                                                                                                                                                                                                                        " | "brahms    " | 32.163017 | 108.314721
558 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,大竹区庙子乡庞家梁                                                                                                                                                                                                                        " | "brahms    " | 32.163017 | 108.314721
559 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,大竹区刘家坪                                                                                                                                                                                                                              " | "brahms    " | 32.163017 | 108.314721
560 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,大竹区至庙坡途中                                                                                                                                                                                                                          " | "brahms    " | 32.163017 | 108.314721
561 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,城区团结乡偏岩子                                                                                                                                                                                                                          " | "brahms    " | 32.081631 | 108.034657
561 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,万源,,城区团结乡偏岩子                                                                                                                                                                                                                          " | "brahms    " | 32.08484 | 108.043489
562 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Shaanxi,平利,,龙门乡桃核坪                                                                                                                                                                                                                              " | "brahms    " | 32.388854 | 109.361864
563 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Shaanxi,宁陕,,                                                                                                                                                                                                                                          " | "brahms    " | 33.310527 | 108.314283
564 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Shaanxi,宁陕,,                                                                                                                                                                                                                                          " | "brahms    " | 33.310527 | 108.314283
565 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Shaanxi,Mei Xian,,太白山                                                                                                                                                                                                                                " | "brahms    " | 33.957181 | 107.761953
