familyid | genusid | latinname | namezh | lowertaxa
10711 | 102065 | Anthoxanthum | 黄花茅属 | 12
10711 | 102279 | Apluda | 水蔗草属 | 1
10711 | 102287 | Apocopis | 楔颖草属 | 4
10711 | 102601 | Aristida | 三芒草属 | 10
10711 | 102660 | Arrhenatherum | 燕麦草属 | 3
10711 | 102691 | Arthraxon | 荩草属 | 14
10711 | 102740 | Arundinaria | 青篱竹属 | 12
10711 | 102741 | Arundinella | 野古草属 | 25
10711 | 102743 | Arundo | 芦竹属 | 2
10711 | 103247 | Avena | 燕麦属 | 7
10711 | 103271 | Axonopus | 地毯草属 | 2
10711 | 103452 | Bambusa | 簕竹属 | 118
10711 | 103682 | Beckmannia | 菵草属 | 3
10711 | 104244 | Bonia | 单枝竹属 | 6
10711 | 104319 | Bothriochloa | 孔颖草属 | 5
10711 | 104387 | Bouteloua | 格兰马草属 | 2
10711 | 104416 | Brachiaria | 臂形草属 | 13
10711 | 104447 | Brachyelytrum | 短颖草属 | 1
10711 | 104468 | Brachypodium | 短柄草属 | 5
10711 | 104645 | Briza | 凌风草属 | 3
10711 | 104664 | Bromus | 雀麦属 | 59
10711 | 104725 | Brylkinia | 扁穗草属 | 1
10711 | 104783 | Buchloe | 野牛草属 | 1
10711 | 105009 | Calamagrostis | 拂子茅属 | 8
10711 | 105549 | Capillipedium | 细柄草属 | 5
10711 | 105839 | Catabrosa | 沿沟草属 | 4
10711 | 106002 | Cenchrus | 蒺藜草属 | 4
10711 | 106027 | Centotheca | 假淡竹叶属 | 1
10711 | 106116 | Cephalostachyum | 空竹属 | 9
10711 | 106661 | Chikusichloa | 山涧草属 | 2
10711 | 106699 | Chimonobambusa | 方竹属 | 37
10711 | 200109 | Chimonocalamus | 香竹属 | 12
10711 | 106704 | Chionachne | 葫芦草属 | 1
10711 | 106781 | Chloris | 虎尾草属 | 5
10711 | 107007 | Chrysopogon | 金须茅属 | 4
10711 | 107104 | Cinna | 单蕊草属 | 1
10711 | 107302 | Cleistogenes | 隐子草属 | 12
10711 | 107551 | Coelachne | 小丽草属 | 1
10711 | 107608 | Coix | 薏苡属 | 6
10711 | 107621 | Coleanthus | 莎禾属 | 1
10711 | 107710 | Colpodium | 小沿沟草属 | 5
10711 | 108070 | Cortaderia | 蒲苇属 | 1
10711 | 108491 | Crypsis | 隐花草属 | 2
10711 | 108800 | Cyathopus | 杯禾属 | 1
10711 | 108952 | Cymbopogon | 香茅属 | 26
10711 | 108978 | Cynodon | 狗牙根属 | 4
10711 | 108998 | Cynosurus | 洋狗尾草属 | 1
10711 | 109075 | Cyrtococcum | 弓果黍属 | 4
10711 | 109194 | Dactylis | 鸭茅属 | 1
10711 | 109201 | Dactyloctenium | 龙爪茅属 | 1
10711 | 109285 | Danthonia | 扁芒草属 | 2
10711 | 200119 | Dendrocalamopsis |   | 1
10711 | 109555 | Dendrocalamus | 牡竹属 | 42
10711 | 109669 | Deschampsia | 发草属 | 7
10711 | 109706 | Desmostachya | 羽穗草属 | 1
10711 | 109740 | Deyeuxia | 野青茅属 | 36
10711 | 109816 | Diarrhena | 龙常草属 | 3
10711 | 109887 | Dichanthium | 双花草属 | 3
10711 | 110153 | Digitaria | 马唐属 | 27
10711 | 110205 | Dimeria | 觿茅属 | 10
10711 | 110247 | Dinebra | 弯穗草属 | 1
10711 | 200125 | Drepanostachyum | 镰序竹属 | 5
10711 | 111098 | Duthiea | 毛蕊草属 | 1
10711 | 111218 | Echinochloa | 稗属 | 14
10711 | 111337 | Ehrharta | 皱稃草属 | 1
10711 | 111432 | Eleusine | 穇属 | 2
10711 | 111513 | Elymus | 披碱草属 | 132
10711 | 111521 | Elytrigia | 偃麦草属 | 5
10711 | 111524 | Elytrophorus | 总苞草属 | 1
10711 | 111718 | Enneapogon | 九顶草属 | 2
10711 | 111739 | Enteropogon | 肠须草属 | 2
10711 | 111899 | Eragrostiella | 细画眉草属 | 1
10711 | 111900 | Eragrostis | 画眉草属 | 32
10711 | 111931 | Eremochloa | 蜈蚣草属 | 5
10711 | 111957 | Eremopyrum | 旱麦草属 | 4
10711 | 111975 | Eriachne | 鹧鸪草属 | 1
10711 | 112027 | Eriochloa | 野黍属 | 2
10711 | 112317 | Eulalia | 黄金茅属 | 16
10711 | 112318 | Eulaliopsis | 拟金茅属 | 1
10711 | 112439 | Eustachys | 真穗草属 | 1
10711 | 112649 | Fargesia | 箭竹属 | 81
10711 | 200132 | Ferrocalamus | 铁竹属 | 2
10711 | 112750 | Festuca | 羊茅属 | 79
10711 | 202421 | Gaoligongshania | 贡山竹属 | 1
10711 | 113269 | Garnotia | 耳稃草属 | 7
10711 | 202423 | Gelidocalamus | 短枝竹属 | 9
10711 | 113483 | Germainia | 吉曼草属 | 1
10711 | 113533 | Gigantochloa | 巨竹属 | 6
10711 | 113749 | Glyceria | 甜茅属 | 10
10711 | 114426 | Hackelochloa | 球穗草属 | 2
10711 | 114683 | Harpachne | 镰稃草属 | 1
10711 | 114903 | Helictotrichon | 异燕麦属 | 20
10711 | 114977 | Hemarthria | 牛鞭草属 | 6
10711 | 115342 | Heteropogon | 黄茅属 | 3
10711 | 203035 | Himalayacalamus | 喜马拉雅筱竹属 | 2
10711 | 115591 | Holcus | 绒毛草属 | 1
10711 | 115751 | Hordeum | 大麦属 | 21
10711 | 116046 | Hygroryza | 水禾属 | 1
10711 | 116069 | Hymenachne | 膜稃草属 | 3
10711 | 116166 | Hyparrhenia | 苞茅属 | 5
10711 | 116301 | Hystrix | 猬草属 | 4
10711 | 116320 | Ichnanthus | 距花黍属 | 1
10711 | 116394 | Imperata | 白茅属 | 5
10711 | 116401 | Indocalamus | 箬竹属 | 33
10711 | 116411 | Indosasa | 大节竹属 | 17
10711 | 116518 | Isachne | 柳叶箬属 | 20
10711 | 116533 | Ischaemum | 鸭嘴草属 | 14
10711 | 202449 | Kengyilia | 以礼草属 | 34
10711 | 117194 | Koeleria | 草属 | 6
10711 | 117845 | Leersia | 假稻属 | 4
10711 | 118124 | Leptaspis | 囊稃竹属 | 1
10711 | 118153 | Leptochloa | 千金子属 | 3
10711 | 118294 | Lepturus | 细穗草属 | 1
10711 | 118489 | Leymus | 赖草属 | 36
10711 | 118647 | Lingnania |   | 3
10711 | 118756 | Littledalea | 扇穗茅属 | 4
10711 | 118826 | Lolium | 黑麦草属 | 8
10711 | 118888 | Lophatherum | 淡竹叶属 | 2
10711 | 120133 | Melica | 臭草属 | 25
10711 | 120151 | Melinis | 糖蜜草属 | 2
10711 | 120183 | Melocalamus | 梨籐竹属 | 7
10711 | 120184 | Melocanna | 梨竹属 | 1
10711 | 120521 | Microchloa | 小草属 | 3
10711 | 120657 | Microstegium | 莠竹属 | 17
10711 | 120719 | Milium | 粟草属 | 1
10711 | 120798 | Miscanthus | 芒属 | 8
10711 | 120873 | Mnesithea | 毛俭草属 | 8
10711 | 120930 | Molinia | 麦氏草属 | 1
10711 | 121292 | Muhlenbergia | 乱子草属 | 6
10711 | 202495 | Neomicrocalamus | 新小竹属 | 2
10711 | 122264 | Neyraudia | 类芦属 | 4
10711 | 200160 | Oligostachyum | 少穗竹属 | 17
10711 | 123007 | Ophiuros | 蛇尾草属 | 1
10711 | 123025 | Oplismenus | 求米草属 | 18
10711 | 123165 | Orinus | 固沙草属 | 6
10711 | 123278 | Orthoraphium | 直芒草属 | 1
10711 | 123313 | Oryza | 稻属 | 5
10711 | 123436 | Ottochloa | 露籽草属 | 3
10711 | 123762 | Panicum | 黍属 | 21
10711 | 123972 | Parapholis | 假牛鞭草属 | 1
10711 | 124123 | Paspalidium | 类雀稗属 | 2
10711 | 124125 | Paspalum | 雀稗属 | 19
10711 | 124350 | Pennisetum | 狼尾草属 | 11
10711 | 124610 | Perotis | 茅根属 | 3
10711 | 124774 | Phacelurus | 束尾草属 | 3
10711 | 124798 | Phaenosperma | 显子草属 | 1
10711 | 124884 | Phalaris | 草属 | 5
10711 | 125044 | Phleum | 梯牧草属 | 4
10711 | 125116 | Phragmites | 芦苇属 | 3
10711 | 125246 | Phyllostachys | 刚竹属 | 67
10711 | 125545 | Piptatherum | 落芒草属 | 15
10711 | 125899 | Pleioblastus | 苦竹属 | 25
10711 | 126123 | Poa | 早熟禾属 | 156
10711 | 126255 | Pogonatherum | 金发草属 | 3
10711 | 126432 | Polypogon | 棒头草属 | 6
10711 | 126478 | Polytoca | 多裔草属 | 1
10711 | 126480 | Polytrias | 单序草属 | 3
10711 | 126881 | Psammochloa | 沙鞭属 | 1
10711 | 126896 | Psathyrostachys | 新麦草属 | 7
10711 | 126925 | Pseudanthistiria | 假铁秆草属 | 1
10711 | 126934 | Pseudechinolaena | 钩毛草属 | 1
10711 | 127203 | Pseudopogonatherum | 假金发草属 | 5
10711 | 127214 | Pseudoraphis | 伪针茅属 | 3
10711 | 127223 | Pseudoroegneria | 假鹅观草属 | 1
10711 | 127232 | Pseudosasa | 矢竹属 | 27
10711 | 316885 | Pseudosclerochloa | 假硬草属 | 1
10711 | 127253 | Pseudosorghum | 假高粱属 | 1
10711 | 127260 | Pseudostachyum | 泡竹属 | 1
10711 | 127547 | Ptilagrostis | 细柄茅属 | 7
10711 | 127609 | Puccinellia | 碱茅属 | 51
10711 | 128798 | Rottboellia | 筒轴茅属 | 2
10711 | 128968 | Saccharum | 甘蔗属 | 14
10711 | 128973 | Sacciolepis | 囊颖草属 | 5
10711 | 129304 | Sasa | 赤竹属 | 10
10711 | 129485 | Schismus | 齿稃草属 | 2
10711 | 129507 | Schizachne | 裂稃茅属 | 1
10711 | 129508 | Schizachyrium | 裂稃草属 | 4
10711 | 129567 | Schizostachyum | 竹属 | 13
10711 | 129772 | Sclerochloa | 硬草属 | 1
10711 | 129851 | Scolochloa | 水茅属 | 1
10711 | 129967 | Secale | 黑麦属 | 3
10711 | 129995 | Sehima | 沟颖草属 | 1
10711 | 130062 | Semiarundinaria | 业平竹属 | 3
10711 | 130214 | Setaria | 狗尾草属 | 23
10711 | 200182 | Setiacis | 刺毛头黍属 | 1
10711 | 130263 | Shibataea | 鹅毛竹属 | 11
10711 | 130413 | Sinobambusa | 唐竹属 | 15
10711 | 130419 | Sinochasea | 三蕊草属 | 1
10711 | 130722 | Sorghum | 高粱属 | 9
10711 | 130777 | Spartina | 米草属 | 2
10711 | 130877 | Sphaerocaryum | 稗荩属 | 1
10711 | 131011 | Spinifex | 鬣刺属 | 1
10711 | 131063 | Spodiopogon | 大油芒属 | 11
10711 | 131091 | Sporobolus | 鼠尾粟属 | 8
10711 | 131421 | Stenotaphrum | 钝叶草属 | 3
10711 | 131429 | Stephanachne | 冠毛草属 | 3
10711 | 131591 | Stipa | 针茅属 | 35
10711 | 131592 | Stipagrostis | 针禾属 | 2
10711 | 132698 | Thamnocalamus | 筱竹属 | 4
10711 | 132780 | Themeda | 菅属 | 13
10711 | 132896 | Thuarea | 蒭雷草属 | 1
10711 | 132963 | Thyrsostachys | 泰竹属 | 2
10711 | 132971 | Thysanolaena | 粽叶芦属 | 1
10711 | 133281 | Tragus | 锋芒草属 | 2
10711 | 133659 | Trikeraia | 三角草属 | 5
10711 | 133753 | Tripogon | 草沙蚕属 | 11
10711 | 133790 | Trisetum | 三毛草属 | 17
10711 | 133826 | Triticum | 小麦属 | 10
10711 | 134217 | Urochloa | 尾稃草属 | 6
10711 | 134702 | Vulpia | 鼠茅属 | 1
10711 | 317030 | x_AGROPOGON | 剪棒草属 | 1
10711 | 135232 | Yushania | 玉山竹属 | 63
10711 | 135271 | Zea | 玉蜀黍属 | 1
10711 | 135329 | Zizania | 菰属 | 1
10711 | 135364 | Zoysia | 结缕草属 | 5
10713 | 109168 | Dacrycarpus | 鸡毛松属 | 1
10713 | 109169 | Dacrydium | 陆均松属 | 1
10713 | 121590 | Nageia | 竹柏属 | 3
10713 | 126161 | Podocarpus | 罗汉松属 | 12
10714 | 107194 | Cladopus | 川苔草属 | 2
10714 | 109253 | Dalzellia | 川藻属 | 1
10714 | 115984 | Hydrobryum | 水石衣属 | 1
10715 | 126309 | Polemonium | 花荵属 | 7
10716 | 111869 | Epirixanthes | 寄生鳞叶草属 | 1
10716 | 115351 | Heterosamara |   | 3
10716 | 126390 | Polygala | 远志属 | 57
10716 | 129066 | Salomonia | 齿果草属 | 2
10716 | 129976 | Securidaca | 蝉翼藤属 | 2
10716 | 135031 | Xanthophyllum | 黄叶树属 | 4
10717 | 101984 | Antenoron | 金线草属 | 4
10717 | 103103 | Atraphaxis | 木蓼属 | 14
10717 | 105115 | Calligonum | 沙拐枣属 | 24
10717 | 112620 | Fagopyrum | 荞麦属 | 16
10717 | 112640 | Fallopia | 首乌属 | 15
10717 | 117203 | Koenigia | 冰岛蓼属 | 1
10717 | 123520 | Oxyria | 山蓼属 | 2
10717 | 123979 | Parapteropyrum | 翅果蓼属 | 1
10717 | 126398 | Polygonum | 蓼属 | 172
10717 | 127529 | Pteroxygonum | 红药子属 | 1
10717 | 128197 | Reynoutria | 虎杖属 | 1
10717 | 128294 | Rheum | 大黄属 | 40
10717 | 128864 | Rumex | 酸模属 | 29
10722 | 111338 | Eichhornia | 凤眼蓝属 | 1
10722 | 121033 | Monochoria | 雨久花属 | 4
10724 | 126612 | Portulaca | 马齿苋属 | 5
10724 | 132245 | Talinum | 土人参属 | 1
20251 | 126616 | Posidonia | 波喜荡属 | 1
10726 | 126627 | Potamogeton | 眼子菜属 | 20
10726 | 131808 | Stuckenia | 蓖齿眼子菜属 | 4
10728 | 101558 | Anagallis | 琉璃繁缕属 | 1
10728 | 101696 | Androsace | 点地梅属 | 86
10728 | 104733 | Bryocarpum | 长果报春属 | 1
10728 | 108078 | Cortusa | 假报春属 | 3
10728 | 113611 | Glaux | 海乳草属 | 1
10728 | 119206 | Lysimachia | 珍珠菜属 | 174
10728 | 122874 | Omphalogramma | 独花报春属 | 9
10728 | 126499 | Pomatosace | 羽叶点地梅属 | 1
10728 | 126719 | Primula | 报春花属 | 389
10728 | 129104 | Samolus | 水茴草属 | 1
10728 | 131590 | Stimpsonia | 假婆婆纳属 | 1
10728 | 133615 | Trientalis | 七瓣莲属 | 1
10730 | 114876 | Helicia | 山龙眼属 | 24
10730 | 114878 | Heliciopsis | 假山龙眼属 | 3
10730 | 119230 | Macadamia | 澳洲坚果属 | 2
10756 | 200083 | Mitrastemon | 帽蕊草属 | 3
10756 | 129166 | Sapria | 寄生花属 | 1
10757 | 100300 | Aconitum | 乌头属 | 366
10757 | 100421 | Actaea | 类叶升麻属 | 2
10757 | 100626 | Adonis | 侧金盏花属 | 12
10757 | 101730 | Anemoclema | 罂粟莲花属 | 1
10757 | 101733 | Anemone | 银莲花属 | 102
10757 | 102388 | Aquilegia | 耧斗菜属 | 17
10757 | 102947 | Asteropyrum | 星果草属 | 2
10757 | 103619 | Batrachium | 水毛茛属 | 14
10757 | 103691 | Beesia | 铁破锣属 | 2
10757 | 105035 | Calathodes | 鸡爪草属 | 4
10757 | 105095 | Callianthemum | 美花草属 | 5
10757 | 105256 | Caltha | 驴蹄草属 | 10
10757 | 106167 | Ceratocephala | 角果毛茛属 | 2
10757 | 107092 | Cimicifuga | 升麻属 | 13
10757 | 107312 | Clematis | 铁线莲属 | 278
10757 | 107902 | Consolida | 飞燕草属 | 1
10757 | 107946 | Coptis | 黄连属 | 8
10757 | 109521 | Delphinium | 翠雀属 | 277
10757 | 109905 | Dichocarpum | 人字果属 | 13
10757 | 111685 | Enemion | 拟扁果草属 | 1
10757 | 111902 | Eranthis | 菟葵属 | 5
10757 | 114484 | Halerpestes | 碱毛茛属 | 11
10757 | 114930 | Helleborus | 铁筷子属 | 1
10757 | 115124 | Hepatica | 獐耳细辛属 | 2
10757 | 116612 | Isopyrum | 扁果草属 | 2
10757 | 117106 | Kingdonia | 独叶草属 | 1
10757 | 118235 | Leptopyrum | 蓝堇草属 | 1
10757 | 200081 | Metanemone | 毛茛莲花属 | 1
10757 | 121649 | Naravelia | 锡兰莲属 | 2
10757 | 123499 | Oxygraphis | 鸦跖花属 | 4
10757 | 123983 | Paraquilegia | 拟耧斗菜属 | 3
10757 | 127637 | Pulsatilla | 白头翁属 | 16
10757 | 127971 | Ranunculus | 毛茛属 | 178
10757 | 130061 | Semiaquilegia | 天葵属 | 1
10757 | 130743 | Souliea | 黄三七属 | 1
10757 | 132688 | Thalictrum | 唐松草属 | 110
10757 | 133872 | Trollius | 金莲花属 | 26
10757 | 134233 | Urophysa | 尾囊草属 | 2
10760 | 122801 | Oligomeris | 川犀草属 | 1
10760 | 128163 | Reseda | 木犀草属 | 3
10761 | 201261 | Dapsilanthus | 薄果草属 | 1
10763 | 101185 | Alphitonia | 麦珠子属 | 1
10763 | 103817 | Berchemia | 勾儿茶属 | 30
10763 | 103818 | Berchemiella | 小勾儿茶属 | 4
10763 | 107722 | Colubrina | 蛇藤属 | 2
10763 | 113952 | Gouania | 咀签属 | 5
10763 | 115811 | Hovenia | 枳椇属 | 7
10763 | 123701 | Paliurus | 马甲子属 | 5
10763 | 128240 | Rhamnella | 猫乳属 | 8
10763 | 128246 | Rhamnus | 鼠李属 | 85
10763 | 129012 | Sageretia | 雀梅藤属 | 24
10763 | 129913 | Scutia | 对刺藤属 | 1
10763 | 134464 | Ventilago | 翼核果属 | 10
10763 | 135333 | Ziziphus | 枣属 | 15
10767 | 104699 | Bruguiera | 木榄属 | 3
10767 | 105593 | Carallia | 竹节树属 | 4
10767 | 106248 | Ceriops | 角果木属 | 1
10767 | 116950 | Kandelia | 秋茄树属 | 1
10767 | 124282 | Pellacalyx | 山红树属 | 1
10767 | 128357 | Rhizophora | 红树属 | 3
10769 | 128426 | Rhoiptelea | 马尾树属 | 1
10776 | 100293 | Acomastylis | 羽叶花属 | 4
10776 | 100836 | Agrimonia | 龙芽草属 | 6
10776 | 100964 | Alchemilla | 羽衣草属 | 3
10776 | 101333 | Amelanchier | 唐棣属 | 2
10776 | 101512 | Amygdalus | 桃属 | 13
10776 | 102618 | Armeniaca | 杏属 | 25
10776 | 102737 | Aruncus | 假升麻属 | 2
10776 | 106151 | Cerasus | 樱属 | 60
10776 | 106309 | Chaenomeles | 木瓜属 | 5
10776 | 106465 | Chamaerhodos | 地蔷薇属 | 5
10776 | 107731 | Coluria | 无尾果属 | 6
10776 | 107752 | Comarum | 沼委陵菜属 | 2
10776 | 108169 | Cotoneaster | 栒子属 | 111
10776 | 108272 | Crataegus | 山楂属 | 25
10776 | 108886 | Cydonia | 榅桲属 | 1
10776 | 109929 | Dichotomanthes | 牛筋条属 | 4
10776 | 110722 | Docynia | 栘木衣属 | 2
10776 | 110971 | Dryas | 仙女木属 | 1
10776 | 111019 | Duchesnea | 蛇莓属 | 4
10776 | 112012 | Eriobotrya | 枇杷属 | 15
10776 | 112553 | Exochorda | 白鹃梅属 | 5
10776 | 112789 | Filipendula | 蚊子草属 | 9
10776 | 112975 | Fragaria | 草莓属 | 12
10776 | 113505 | Geum | 路边青属 | 3
10776 | 117070 | Kerria | 棣棠花属 | 1
10776 | 117746 | Laurocerasus | 桂樱属 | 13
10776 | 119431 | Maddenia | 臭樱属 | 6
10776 | 119570 | Malus | 苹果属 | 38
10776 | 121784 | Neillia | 绣线梅属 | 25
10776 | 123353 | Osteomeles | 小石积属 | 7
10776 | 123653 | Padus | 稠李属 | 20
10776 | 125105 | Photinia | 石楠属 | 79
10776 | 125317 | Physocarpus | 风箱果属 | 1
10776 | 126632 | Potaninia | 绵刺属 | 1
10776 | 126635 | Potentilla | 委陵菜属 | 173
10776 | 126731 | Prinsepia | 扁核木属 | 6
10776 | 126865 | Prunus | 李属 | 14
10776 | 127735 | Pygeum | 臀果木属 | 8
10776 | 127748 | Pyracantha | 火棘属 | 10
10776 | 127801 | Pyrus | 梨属 | 22
10776 | 128270 | Rhaphiolepis | 石斑木属 | 13
10776 | 128419 | Rhodotypos | 鸡麻属 | 1
10776 | 128746 | Rosa | 蔷薇属 | 166
10776 | 128837 | Rubus | 悬钩子属 | 380
10776 | 129129 | Sanguisorba | 地榆属 | 16
10776 | 130287 | Sibbaldia | 山莓草属 | 17
10776 | 130290 | Sibiraea | 鲜卑花属 | 3
10776 | 130714 | Sorbaria | 珍珠梅属 | 8
10776 | 130718 | Sorbus | 花楸属 | 101
10776 | 130833 | Spenceria | 马蹄黄属 | 3
10776 | 131015 | Spiraea | 绣线菊属 | 135
10776 | 131430 | Stephanandra | 小米空木属 | 2
10776 | 131653 | Stranvaesia | 红果树属 | 9
10776 | 200095 | Taihangia | 太行花属 | 3
10776 | 134730 | Waldsteinia | 林石草属 | 1
10778 | 100321 | Acranthera | 尖药花属 | 1
10778 | 100606 | Adina | 水团花属 | 3
10778 | 100873 | Aidia | 茜树属 | 8
10778 | 101070 | Alleizettella | 白香楠属 | 1
10778 | 102100 | Antirhea | 毛茶属 | 1
10778 | 102547 | Argostemma | 雪花属 | 6
10778 | 102848 | Asperula | 车叶草属 | 2
10778 | 103792 | Benkara | 簕茜属 | 7
10778 | 104499 | Brachytome | 短萼齿木属 | 5
10778 | 104984 | Caelospermum | 穴果木属 | 1
10778 | 105534 | Canthium | 鱼骨木属 | 4
10778 | 105922 | Catunaregam | 山石榴属 | 1
10778 | 106077 | Cephalanthus | 风箱树属 | 1
10778 | 200333 | Ceriscoides | 木瓜榄属 | 1
10778 | 106552 | Chassalia | 弯管花属 | 3
10778 | 107094 | Cinchona | 金鸡纳属 | 2
10778 | 107226 | Clarkella | 岩上珠属 | 1
10778 | 107588 | Coffea | 咖啡属 | 5
10778 | 107948 | Coptosapelta | 流苏子属 | 1
10778 | 109263 | Damnacanthus | 虎刺属 | 11
10778 | 109631 | Dentella | 小牙草属 | 1
10778 | 110271 | Diodia | 双角草属 | 2
10778 | 110463 | Diplospora | 狗骨柴属 | 3
10778 | 111061 | Dunnia | 绣球茜属 | 1
10778 | 111066 | Duperrea | 长柱山丹属 | 1
10778 | 111556 | Emmenopterys | 香果树属 | 1
10778 | 317597 | Fosbergia | 大果茜属 | 3
10778 | 113187 | Galium | 拉拉藤属 | 103
10778 | 113259 | Gardenia | 栀子属 | 7
10778 | 113459 | Geophila | 爱地草属 | 1
10778 | 114164 | Guettarda | 海岸桐属 | 1
10778 | 202431 | Guihaiothamnus | 桂海木属 | 1
10778 | 114479 | Haldina | 心叶木属 | 1
10778 | 114545 | Hamelia | 长隔木属 | 1
10778 | 114827 | Hedyotis | 耳草属 | 76
10778 | 115478 | Himalrandia | 须弥茜树属 | 1
10778 | 116102 | Hymenodictyon | 土连翘属 | 2
10778 | 116277 | Hyptianthera | 藏药木属 | 1
10778 | 116686 | Ixora | 龙船花属 | 18
10778 | 117014 | Keenania | 溪楠属 | 2
10778 | 117032 | Kelloggia | 钩毛草属 | 1
10778 | 117175 | Knoxia | 红芽大戟属 | 2
10778 | 117649 | Lasianthus | 粗叶木属 | 45
10778 | 118172 | Leptodermis | 野丁香属 | 48
10778 | 118206 | Leptomischus | 报春茜属 | 5
10778 | 118289 | Leptunis | 乐土草属 | 1
10778 | 118303 | Lerchea | 多轮草属 | 2
10778 | 119053 | Luculia | 滇丁香属 | 5
10778 | 120376 | Metadina | 黄棉木属 | 1
10778 | 120604 | Microphysa | 泡果茜草属 | 1
10778 | 120814 | Mitchella | 蔓虎刺属 | 1
10778 | 120826 | Mitracarpus | 盖裂果属 | 1
10778 | 120827 | Mitragyna | 帽蕊木属 | 3
10778 | 121192 | Morinda | 巴戟天属 | 39
10778 | 121250 | Mouretia | 杜丽草属 | 1
10778 | 121358 | Mussaenda | 玉叶金花属 | 32
10778 | 121381 | Mycetia | 腺萼木属 | 17
10778 | 121476 | Myrioneuron | 密脉木属 | 4
10778 | 121698 | Nauclea | 乌檀属 | 1
10778 | 121733 | Neanotis | 新耳草属 | 8
10778 | 200451 | Neohymenopogon | 石丁香属 | 2
10778 | 121988 | Neolamarckia | 团花属 | 1
10778 | 122032 | Neonauclea | 新乌檀属 | 4
10778 | 122178 | Nertera | 薄柱草属 | 3
10778 | 122772 | Oldenlandiopsis |   | 1
10778 | 122996 | Ophiorrhiza | 蛇根草属 | 72
10778 | 123655 | Paederia | 鸡矢藤属 | 9
10778 | 124187 | Pavetta | 大沙叶属 | 6
10778 | 124428 | Pentas | 五星花属 | 1
10778 | 124635 | Pertusadina | 槽裂木属 | 1
10778 | 125152 | Phuopsis | 长柱草属 | 1
10778 | 126605 | Porterandia | 绢冠茜属 | 1
10778 | 126756 | Prismatomeris | 南山花属 | 1
10778 | 127212 | Pseudopyxis | 假盖果草属 | 1
10778 | 127386 | Psychotria | 九节属 | 18
10778 | 127393 | Psydrax | 假鱼骨木属 | 3
10778 | 128552 | Richardia | 墨苜蓿属 | 2
10778 | 128730 | Rondeletia | 郎德木属 | 1
10778 | 128796 | Rothmannia | 野栀子属 | 1
10778 | 128835 | Rubia | 茜草属 | 40
10778 | 317600 | Rubovietnamia | 越南茜属 | 2
10778 | 129170 | Saprosma | 染木树属 | 5
10778 | 129547 | Schizomussaenda | 裂果金花属 | 1
10778 | 129923 | Scyphiphora | 瓶花木属 | 1
10778 | 130169 | Serissa | 白马骨属 | 2
10778 | 130411 | Sinoadina | 鸡仔木属 | 1
10778 | 130842 | Spermacoce | 丰花草属 | 7
10778 | 130844 | Spermadictyon | 香叶木属 | 1
10778 | 131014 | Spiradiclis | 螺序草属 | 37
10778 | 132320 | Tarenna | 乌口树属 | 18
10778 | 132321 | Tarennoidea | 岭罗脉属 | 1
10778 | 132763 | Theligonum | 假繁缕属 | 3
10778 | 133027 | Timonius | 海茜树属 | 1
10778 | 133283 | Trailliaedoxa | 丁茜属 | 1
10778 | 134135 | Uncaria | 钩藤属 | 12
10778 | 134232 | Urophyllum | 尖叶木属 | 3
10778 | 134829 | Wendlandia | 水锦树属 | 48
10778 | 135033 | Xanthophytum | 岩黄树属 | 4
20267 | 128882 | Ruppia | 川蔓藻属 | 1
10781 | 100376 | Acronychia | 山油柑属 | 1
10781 | 100659 | Aegle | 木橘属 | 1
10781 | 103031 | Atalantia | 酒饼簕属 | 7
10781 | 104163 | Boenninghausenia | 石椒草属 | 1
10781 | 107164 | Citrus | 柑橘属 | 11
10781 | 107247 | Clausena | 黄皮属 | 14
10781 | 110003 | Dictamnus | 白鲜属 | 1
10781 | 113754 | Glycosmis | 山小橘属 | 13
10781 | 114631 | Haplophyllum | 拟芸香属 | 3
10781 | 119118 | Luvunga | 三叶藤橘属 | 1
10781 | 119277 | Maclurodendron | 贡甲属 | 1
10781 | 120139 | Melicope | 蜜茱萸属 | 8
10781 | 120579 | Micromelum | 小芸木属 | 4
10781 | 121339 | Murraya | 九里香属 | 11
10781 | 123173 | Orixa | 臭常山属 | 1
10781 | 123941 | Paramignya | 单叶藤橘属 | 1
10781 | 124944 | Phellodendron | 黄檗属 | 4
10781 | 127349 | Psilopeganum | 裸芸香属 | 1
10781 | 130535 | Skimmia | 茵芋属 | 5
10781 | 132553 | Tetradium | 四数花属 | 7
10781 | 133083 | Toddalia | 飞龙掌血属 | 1
10781 | 135262 | Zanthoxylum | 花椒属 | 63
10783 | 120161 | Meliosma | 泡花树属 | 42
10783 | 128950 | Sabia | 清风藤属 | 25
10787 | 106912 | Chosenia | 钻天柳属 | 1
10787 | 126537 | Populus | 杨属 | 134
10787 | 129059 | Salix | 柳属 | 460
10788 | 103296 | Azima | 刺茉莉属 | 1
10791 | 104796 | Buckleya | 米面蓊属 | 3
10791 | 109612 | Dendrotrophe | 寄生藤属 | 8
10791 | 123377 | Osyris | 沙针属 | 1
10791 | 124771 | Phacellaria | 重寄生属 | 6
10791 | 127800 | Pyrularia | 檀梨属 | 1
10791 | 129811 | Scleropyrum | 硬核属 | 3
10791 | 132808 | Thesium | 百蕊草属 | 18
10792 | 101119 | Allophylus | 异木患属 | 11
