genusid | speciesid | latinname | namezh
109555 | 200025129 | Dendrocalamus birmanicus | 缅甸龙竹
109555 | 200025130 | Dendrocalamus brandisii | 勃氏甜龙竹
109555 | 200025131 | Dendrocalamus calostachyus | 美穗龙竹
109555 | 250097196 | Dendrocalamus exauritus |  
109555 | 200025132 | Dendrocalamus farinosus | 大叶慈
109555 | 200025133 | Dendrocalamus fugongensis | 福贡龙竹
109555 | 200025134 | Dendrocalamus giganteus | 龙竹
109555 | 200025135 | Dendrocalamus hamiltonii | 版纳甜龙竹
109555 | 242317347 | Dendrocalamus jianshuiensis | 建水龙竹
109555 | 200025137 | Dendrocalamus latiflorus | 麻竹
109555 | 250076828 | Dendrocalamus latiflorus f. meinung |  
109555 | 250076829 | Dendrocalamus latiflorus f. subconvex |  
109555 | 200025140 | Dendrocalamus liboensis | 荔波吊竹
109555 | 242317351 | Dendrocalamus membranaceus | 黄竹
109555 | 250095899 | Dendrocalamus menglongensis |  
109555 | 200025146 | Dendrocalamus minor | 吊丝竹
109555 | 242317356 | Dendrocalamus minor var. amoenus | 花吊丝竹
109555 | 242317357 | Dendrocalamus minor var. minor | 吊丝竹(原变种)
109555 | 250070905 | Dendrocalamus pachystachys | 粗穗龙竹
109555 | 200025149 | Dendrocalamus parishii | 巴氏龙竹
109555 | 200025151 | Dendrocalamus peculiaris | 金平龙竹
109555 | 242317360 | Dendrocalamus pulverulentus | 粉麻竹
109555 | 250092995 | Dendrocalamus pulverulentus var. amoenus |  
109555 | 242317364 | Dendrocalamus semiscandens | 野龙竹
109555 | 200025154 | Dendrocalamus sikkimensis | 锡金龙竹
109555 | 200025155 | Dendrocalamus sinicus | 歪脚龙竹
109555 | 250092992 | Dendrocalamus stenoauritus |  
109555 | 200025156 | Dendrocalamus strictus | 牡竹
109555 | 250092993 | Dendrocalamus suberosus |  
109555 | 317015 | Dendrocalamus subg. Dendrocalamus | 牡竹亚属
109555 | 317016 | Dendrocalamus subg. Sinocalamus | 麻竹亚属
109555 | 200025157 | Dendrocalamus tibeticus | 西藏牡竹
109555 | 200025158 | Dendrocalamus tomentosus | 毛龙竹
109555 | 250092994 | Dendrocalamus triramus |  
109555 | 200025159 | Dendrocalamus tsiangii | 黔竹
109555 | 250094430 | Dendrocalamus xishuangbannaensis |  
109555 | 242317369 | Dendrocalamus yunnanicus | 云南龙竹
109669 | 220003966 | Deschampsia cespitosa | 发草
109669 | 250071091 | Deschampsia cespitosa subsp. cespitosa | 发草(原亚种)
109669 | 250071094 | Deschampsia cespitosa subsp. ivanovae | 短枝发草
109669 | 250071092 | Deschampsia cespitosa subsp. orientalis | 小穗发草
109669 | 250071093 | Deschampsia cespitosa subsp. pamirica | 帕米尔发草
109669 | 200025165 | Deschampsia flexuosa | 曲芒发草
109669 | 200025166 | Deschampsia koelerioides | 穗发草
109706 | 200025171 | Desmostachya bipinnata | 羽穗草
109740 | 242421968 | Deyeuxia abnormis | 不育野青茅
109740 | 250070775 | Deyeuxia anthoxanthoides | 短毛野青茅
109740 | 200025187 | Deyeuxia conferta | 密穗野青茅
109740 | 250070776 | Deyeuxia debilis | 细弱野青茅
109740 | 200025188 | Deyeuxia diffusa | 散穗野青茅
109740 | 200025189 | Deyeuxia effusiflora | 疏穗野青茅
109740 | 200025191 | Deyeuxia flaccida | 柔弱野青茅
109740 | 200025192 | Deyeuxia flavens | 黄花野青茅
109740 | 200025195 | Deyeuxia hakonensis | 箱根野青茅
109740 | 200025197 | Deyeuxia himalaica | 喜马拉雅野青茅
109740 | 200025198 | Deyeuxia holciformis | 青藏野青茅
109740 | 200025200 | Deyeuxia kokonorica | 青海野青茅
109740 | 250070771 | Deyeuxia korotkyi | 兴安野青茅
109740 | 200025202 | Deyeuxia lapponica | 欧野青茅
109740 | 200025205 | Deyeuxia macilenta | 瘦野青茅
109740 | 250070736 | Deyeuxia mazzettii | 会理野青茅
109740 | 200025208 | Deyeuxia moupinensis | 宝兴野青茅
109740 | 200025209 | Deyeuxia neglecta | 小花野青茅
109740 | 200025210 | Deyeuxia nepalensis | 顶芒野青茅
109740 | 200025211 | Deyeuxia nivicola | 微药野青茅
109740 | 200025212 | Deyeuxia nyingchiensis | 林芝野青茅
109740 | 250070702 | Deyeuxia petelotii | 异颖草
109740 | 200025213 | Deyeuxia pulchella | 小丽茅
109740 | 250070773 | Deyeuxia purpurea | 大叶章
109740 | 250070772 | Deyeuxia pyramidalis | 野青茅
109740 | 200025215 | Deyeuxia rosea | 玫红野青茅
109740 | 200025216 | Deyeuxia scabrescens | 糙野青茅
109740 | 250070774 | Deyeuxia sichuanensis | 四川野青茅
109740 | 200025219 | Deyeuxia sinelatior | 华高野青茅
109740 | 200025221 | Deyeuxia suizanensis | 水山野青茅
109740 | 242317782 | Deyeuxia tianschanica | 天山野青茅
109740 | 200025223 | Deyeuxia tibetica | 藏野青茅
109740 | 200025224 | Deyeuxia tibetica var. przevalskyi | 矮野青茅
109740 | 242317784 | Deyeuxia tibetica var. tibetica | 藏野青茅(原变种)
109740 | 250070748 | Deyeuxia yanyuanensis | 盐源野青茅
109740 | 200025228 | Deyeuxia zangxiensis | 藏西野青茅
109816 | 200025239 | Diarrhena fauriei | 法利龙常草
109816 | 250070861 | Diarrhena japonica | 日本龙常草
109816 | 242317847 | Diarrhena mandshurica | 龙常草
109887 | 200025242 | Dichanthium annulatum | 双花草
109887 | 200025243 | Dichanthium aristatum | 毛梗双花草
109887 | 242317870 | Dichanthium caricosum | 单穗草
110153 | 242317988 | Digitaria abludens | 粒状马唐
110153 | 200025246 | Digitaria bicornis | 异马唐
110153 | 200025248 | Digitaria ciliaris | 纤毛马唐
110153 | 242317998 | Digitaria ciliaris var. chrysoblephara | 毛马唐
110153 | 250071251 | Digitaria ciliaris var. ciliaris | 纤毛马唐(原变种)
110153 | 200025249 | Digitaria cruciata | 十字马唐
110153 | 242318006 | Digitaria fauriei | 佛欧里马唐
110153 | 200025251 | Digitaria fibrosa | 纤维马唐
110153 | 250070708 | Digitaria fujianensis | 福建薄稃草
110153 | 200025254 | Digitaria hengduanensis | 横断山马唐
110153 | 200025255 | Digitaria henryi | 亨利马唐
110153 | 200025256 | Digitaria heterantha | 二型马唐
110153 | 200025257 | Digitaria ischaemum | 止血马唐
110153 | 200025258 | Digitaria jubata | 棒毛马唐
110153 | 242318020 | Digitaria leptalea | 丛立马唐
110153 | 200025259 | Digitaria longiflora | 长花马唐
110153 | 200025261 | Digitaria mollicoma | 绒马唐
110153 | 200025262 | Digitaria radicosa | 红尾翎
110153 | 200025263 | Digitaria sanguinalis | 马唐
110153 | 200025264 | Digitaria setigera | 海南马唐
110153 | 200025265 | Digitaria stewartiana | 昆仑马唐
110153 | 200025266 | Digitaria stricta | 竖毛马唐
110153 | 242318041 | Digitaria stricta var. denudata | 露籽马唐
110153 | 242318042 | Digitaria stricta var. glabrescens | 秃穗马唐
110153 | 242422006 | Digitaria stricta var. stricta | 竖毛马唐(原变种)
110153 | 200025267 | Digitaria ternata | 三数马唐
110153 | 200025269 | Digitaria violascens | 紫马唐
110205 | 200025270 | Dimeria falcata | 镰形觿茅
110205 | 242318057 | Dimeria falcata var. falcata | 镰形觿茅(原变种)
110205 | 242318058 | Dimeria falcata var. taiwaniana | 台湾觿茅
110205 | 200025271 | Dimeria guangxiensis | 广西觿茅
110205 | 200025273 | Dimeria ornithopoda | 觿茅
110205 | 242318061 | Dimeria ornithopoda subsp. ornithopoda | 觿茅(原亚种)
110205 | 242318062 | Dimeria ornithopoda subsp. subrobusta | 具脊觿茅
110205 | 200025274 | Dimeria parva | 小觿茅
110205 | 200025275 | Dimeria sinensis | 华觿茅
110205 | 200025276 | Dimeria solitaria | 单生觿茅
110247 | 242318087 | Dinebra retroflexa | 弯穗草
200125 | 250070973 | Drepanostachyum ampullare | 樟木镰序竹
200125 | 250071001 | Drepanostachyum fractiflexum | 扫把竹
200125 | 250070983 | Drepanostachyum membranaceum | 膜箨镰序竹
200125 | 250070974 | Drepanostachyum semiorbiculatum | 圆芽镰序竹
200125 | 250075321 | Drepanostachyum stoloniforme |  
111098 | 242319602 | Duthiea brachypodium | 毛蕊草
111218 | 200025290 | Echinochloa caudata | 长芒稗
111218 | 242319661 | Echinochloa colona | 光头稗
111218 | 220004563 | Echinochloa crusgalli | 稗
111218 | 250071255 | Echinochloa crusgalli var. austrojaponensis | 小旱稗
111218 | 242319677 | Echinochloa crusgalli var. breviseta | 短芒稗
111218 | 242319679 | Echinochloa crusgalli var. crusgalli | 稗(原变种)
111218 | 242319687 | Echinochloa crusgalli var. mitis | 无芒稗
111218 | 242319690 | Echinochloa crusgalli var. praticola | 细叶旱稗
111218 | 242445093 | Echinochloa crusgalli var. zelayensis | 西来稗
111218 | 200025298 | Echinochloa cruspavonis | 孔雀稗
111218 | 250070745 | Echinochloa esculenta | 紫穗稗
111218 | 200025299 | Echinochloa frumentacea | 湖南稗子
111218 | 200025300 | Echinochloa glabrescens | 硬稃稗
111218 | 200025302 | Echinochloa oryzoides | 水田稗
111337 | 250071002 | Ehrharta erecta | 皱稃草
111432 | 200025305 | Eleusine coracana | 穇
111432 | 200025306 | Eleusine indica | 牛筋草
111513 | 242320245 | Elymus abolinii | 异芒披碱草
111513 | 250071195 | Elymus abolinii var. abolinii | 异芒披碱草(原变种)
111513 | 250071205 | Elymus abolinii var. divaricans | 曲芒异芒草
111513 | 250071168 | Elymus abolinii var. nudiusculus | 裸穗异芒草
111513 | 242320246 | Elymus abolinii var. pluriflorus | 多花异芒草
111513 | 242320247 | Elymus alashanicus | 阿拉善披碱草
111513 | 250071028 | Elymus alienus | 涞源披碱草
111513 | 250070995 | Elymus alpinus | 高原披碱草
111513 | 250071042 | Elymus altissimus | 高株披碱草
111513 | 250071027 | Elymus angustispiculatus | 狭穗披碱草
111513 | 242320251 | Elymus anthosachnoides | 假花鳞草
111513 | 250071180 | Elymus anthosachnoides var. anthosachnoides | 假花鳞草(原变种)
111513 | 250071165 | Elymus anthosachnoides var. scabrilemmatus | 糙稃花鳞草
111513 | 242320252 | Elymus antiquus | 小颖披碱草
111513 | 242320256 | Elymus aristiglumis | 芒颖披碱草
111513 | 250071170 | Elymus aristiglumis var. aristiglumis | 芒颖披碱草(原变种)
111513 | 250071169 | Elymus aristiglumis var. hirsutus | 毛芒颖草
111513 | 250071155 | Elymus aristiglumis var. leianthus | 平滑披碱草
111513 | 200025307 | Elymus atratus | 黑紫披碱草
111513 | 242320258 | Elymus barbicallus | 毛盘草
111513 | 250071157 | Elymus barbicallus var. barbicallus | 毛盘草(原变种)
111513 | 250071156 | Elymus barbicallus var. pubifolius | 毛叶毛盘草
111513 | 250071193 | Elymus barbicallus var. pubinodis | 毛节毛盘草
111513 | 242320259 | Elymus barystachyus | 硬穗披碱草
111513 | 200025308 | Elymus breviaristatus | 短芒披碱草
111513 | 242320263 | Elymus brevipes | 短柄披碱草
111513 | 250070976 | Elymus burchan-buddae | 短颖披碱草
111513 | 250071010 | Elymus cacuminis | 峰峦披碱草
111513 | 242320265 | Elymus caesifolius | 马格草
111513 | 250071020 | Elymus caianus | 纤瘦披碱草
111513 | 242320266 | Elymus calcicola | 钙生披碱草
111513 | 242422158 | Elymus canaliculatus | 沟槽披碱草
111513 | 242320267 | Elymus caninus | 犬草
111513 | 250071040 | Elymus cheniae | 陈氏披碱草
111513 | 242320269 | Elymus ciliaris | 纤毛披碱草
111513 | 250071209 | Elymus ciliaris var. amurensis | 阿麦纤毛草
111513 | 250071236 | Elymus ciliaris var. ciliaris | 纤毛披碱草(原变种)
111513 | 250071247 | Elymus ciliaris var. hackelianus | 日本纤毛草
111513 | 250071179 | Elymus ciliaris var. hirtiflorus | 毛花纤毛草
111513 | 250071178 | Elymus ciliaris var. lasiophyllus | 毛叶纤毛草
111513 | 250071206 | Elymus ciliaris var. submuticus | 短芒纤毛草
111513 | 250071167 | Elymus confusus var. breviaristatus | 紊草
111513 | 250071012 | Elymus curtiaristatus | 缩芒披碱草
111513 | 200025311 | Elymus dahuricus | 披碱草
111513 | 242320277 | Elymus dahuricus var. cylindricus | 圆柱披碱草
111513 | 242320278 | Elymus dahuricus var. dahuricus | 披碱草(原变种)
111513 | 200025312 | Elymus dahuricus var. violeus | 青紫披碱草
111513 | 250071239 | Elymus dahuricus var. xiningensis | 西宁披碱草
111513 | 250071011 | Elymus debilis | 柔弱披碱草
111513 | 242320285 | Elymus dolichatherus | 长芒披碱草
111513 | 250070975 | Elymus durus | 岷山披碱草
111513 | 250071037 | Elymus elytrigioides | 昌都披碱草
111513 | 200025313 | Elymus excelsus | 肥披碱草
111513 | 250070908 | Elymus fedtschenkoi | 光鞘披碱草
111513 | 242320288 | Elymus formosanus | 台湾披碱草
111513 | 250071175 | Elymus formosanus var. formosanus | 台湾披碱草(原变种)
111513 | 250071174 | Elymus formosanus var. pubigerus | 毛鞘台湾草
111513 | 242320291 | Elymus glaberrimus | 光穗披碱草
111513 | 242320292 | Elymus glaberrimus var. breviaristus | 短芒光穗披碱草
111513 | 250071171 | Elymus glaberrimus var. glaberrimus | 光穗披碱草(原变种)
111513 | 250071009 | Elymus gmelinii | 真穗披碱草
111513 | 250071177 | Elymus gmelinii var. gmelinii | 真穗披碱草(原变种)
111513 | 250071176 | Elymus gmelinii var. macratherus | 大芒披碱草
111513 | 242320295 | Elymus grandis | 大披碱草
111513 | 242320296 | Elymus hondae | 本田披碱草
111513 | 250071022 | Elymus hongyuanensis | 红原披碱草
111513 | 242320297 | Elymus humilis | 矮披碱草
111513 | 242320298 | Elymus hybridus | 杂交披碱草
111513 | 242320299 | Elymus intramongolicus | 内蒙披碱草
111513 | 242320300 | Elymus jacquemontii | 低株披碱草
111513 | 250071034 | Elymus jufinshanicus | 九峰山披碱草
111513 | 242320303 | Elymus kamoji | 柯孟披碱草
111513 | 250071161 | Elymus kamoji var. kamoji | 柯孟披碱草(原变种)
111513 | 250071160 | Elymus kamoji var. macerrimus | 细瘦披碱草
111513 | 242320309 | Elymus komarovii | 偏穗披碱草
111513 | 250071038 | Elymus kronokensis | 少花披碱草
111513 | 250071041 | Elymus laxinodis | 稀节披碱草
111513 | 250071043 | Elymus leianthus | 光花披碱草
111513 | 242320313 | Elymus leiotropis | 光脊披碱草
111513 | 242320316 | Elymus magnicaespes | 大丛披碱草
111513 | 250070909 | Elymus magnipodus | 大柄披碱草
111513 | 242320323 | Elymus mutabilis | 狭颖披碱草
111513 | 250071163 | Elymus mutabilis var. mutabilis | 狭颖披碱草(原变种)
111513 | 242320324 | Elymus mutabilis var. nemoralis | 林缘披碱草
111513 | 250071162 | Elymus mutabilis var. praecaespitosus | 密丛披碱草
111513 | 242320325 | Elymus nakaii | 吉林披碱草
111513 | 242320326 | Elymus nevskii | 齿披碱草
111513 | 200025314 | Elymus nutans | 三颖披碱草
111513 | 250071238 | Elymus nutans var. nutans | 重穗披碱草(原变种)
111513 | 250071237 | Elymus nutans var. triglumis | 三颖披碱草
111513 | 242320331 | Elymus pendulinus | 缘毛披碱草
111513 | 242320332 | Elymus pendulinus subsp. multiculmis | 多秆缘毛草
111513 | 242320333 | Elymus pendulinus subsp. pendulinus | 缘毛披碱草(原亚种)
111513 | 242320334 | Elymus pendulinus subsp. pubicaulis | 毛秆披碱草
111513 | 242320336 | Elymus platyphyllus | 宽叶披碱草
111513 | 250070982 | Elymus pseudocaninus | 阿尔泰披碱草
111513 | 242320338 | Elymus puberulus | 微毛披碱草
111513 | 250071036 | Elymus pulanensis | 普兰披碱草
111513 | 200025315 | Elymus purpuraristatus | 紫芒披碱草
111513 | 242320340 | Elymus purpurascens | 紫穗披碱草
111513 | 242320345 | Elymus retroflexus | 反折披碱草
111513 | 242320349 | Elymus scabridulus | 粗糙披碱草
111513 | 242320350 | Elymus schrenkianus | 扭轴披碱草
111513 | 242320356 | Elymus serotinus | 秋披碱草
111513 | 250070969 | Elymus serpentinus | 蜿轴披碱草
111513 | 242320357 | Elymus shandongensis | 山东披碱草
111513 | 250070986 | Elymus shouliangiae | 守良披碱草
111513 | 200025316 | Elymus sibiricus | 老芒麦
111513 | 250071016 | Elymus sinicus | 中华披碱草
111513 | 250071158 | Elymus sinicus var. medius | 中间披碱草
111513 | 250071159 | Elymus sinicus var. sinicus | 中华披碱草(原变种)
111513 | 242320359 | Elymus sinkiangensis | 新疆披碱草
111513 | 250071008 | Elymus sinoflexuosus | 弯曲披碱草
111513 | 250070996 | Elymus sinosubmuticus | 无芒披碱草
111513 | 242320363 | Elymus strictus | 肃草
111513 | 250071172 | Elymus strictus var. crassus | 粗壮肃草
111513 | 250071173 | Elymus strictus var. strictus | 肃草(原变种)
111513 | 242320364 | Elymus sylvaticus | 林地披碱草
111513 | 200025318 | Elymus tangutorum | 麦宾草
111513 | 250071014 | Elymus tenuispicus | 柔穗披碱草
111513 | 242320368 | Elymus tianschanigenus | 天山披碱草
111513 | 242320369 | Elymus tibeticus | 西藏披碱草
111513 | 250071015 | Elymus trichospiculus | 毛穗披碱草
111513 | 250071030 | Elymus tridentatus | 三齿披碱草
111513 | 242320371 | Elymus tschimganicus | 云山披碱草
111513 | 242320372 | Elymus tschimganicus var. glabrispiculus | 光稃披碱草
111513 | 250071164 | Elymus tschimganicus var. tschimganicus | 云山披碱草(原变种)
111513 | 200025319 | Elymus villifer | 毛披碱草
111513 | 242320376 | Elymus viridulus | 绿穗披碱草
111513 | 250071013 | Elymus yangiae | 杨氏披碱草
111513 | 250071039 | Elymus yushuensis | 玉树披碱草
111513 | 250070999 | Elymus zhui | 小株披碱草
111521 | 250070910 | Elytrigia gmelinii | 曲芒偃麦草
111521 | 200025323 | Elytrigia repens | 偃麦草
111521 | 250071087 | Elytrigia repens subsp. elongatiformis | 多花偃麦草
111521 | 242320404 | Elytrigia repens subsp. longearistata | 芒偃麦草
111521 | 250071073 | Elytrigia repens subsp. repens | 偃麦草(原亚种)
111524 | 200025326 | Elytrophorus spicatus | 总苞草
111718 | 220004755 | Enneapogon desvauxii | 九顶草
111718 | 242320460 | Enneapogon persicus | 波斯九顶草
111739 | 200025328 | Enteropogon dolichostachyus | 肠须草
111739 | 200025329 | Enteropogon unispiceus | 细穗肠须草
111899 | 200025330 | Eragrostiella lolioides | 细画眉草
111900 | 200025331 | Eragrostis alta | 高画眉草
111900 | 200025332 | Eragrostis atrovirens | 鼠妇草
111900 | 200025333 | Eragrostis autumnalis | 秋画眉草
111900 | 250070948 | Eragrostis brownii | 长画眉草
111900 | 200025335 | Eragrostis cilianensis | 大画眉草
111900 | 242426484 | Eragrostis ciliaris | 毛画眉草
111900 | 200025336 | Eragrostis ciliata | 纤毛画眉草
111900 | 250070965 | Eragrostis collina | 戈壁画眉草
111900 | 242320727 | Eragrostis cumingii | 珠芽画眉草
111900 | 200025337 | Eragrostis curvula | 弯叶画眉草
111900 | 200025338 | Eragrostis cylindrica | 短穗画眉草
111900 | 250070962 | Eragrostis duricaulis | 针仓画眉草
111900 | 250070961 | Eragrostis elongata | 双药画眉草
111900 | 200025339 | Eragrostis fauriei | 佛欧里画眉草
111900 | 200025340 | Eragrostis ferruginea | 知风草
111900 | 200025343 | Eragrostis hainanensis | 海南画眉草
111900 | 200025344 | Eragrostis japonica | 乱草
111900 | 200025347 | Eragrostis minor | 小画眉草
111900 | 250070964 | Eragrostis montana | 山地画眉草
111900 | 242442513 | Eragrostis multicaulis | 多秆画眉草
111900 | 200025348 | Eragrostis nevinii | 华南画眉草
111900 | 200025349 | Eragrostis nigra | 黑穗画眉草
111900 | 242422220 | Eragrostis nutans | 细叶画眉草
111900 | 242320753 | Eragrostis perennans | 宿根画眉草
111900 | 200025351 | Eragrostis perlaxa | 疏穗画眉草
111900 | 200025352 | Eragrostis pilosa | 画眉草
111900 | 200025354 | Eragrostis pilosissima | 多毛知风草
111900 | 242320756 | Eragrostis pilosiuscula | 有毛画眉草
111900 | 200025357 | Eragrostis rufinerva | 红脉画眉草
111900 | 250070963 | Eragrostis suaveolens | 香画眉草
111900 | 200025358 | Eragrostis tenella | 鲫鱼草
111900 | 200025359 | Eragrostis unioloides | 牛虱草
111931 | 200025361 | Eremochloa bimaculata | 西南马陆草
111931 | 200025362 | Eremochloa ciliaris | 蜈蚣草
111931 | 250070927 | Eremochloa muricata | 瘤糙假俭草
111931 | 200025363 | Eremochloa ophiuroides | 假俭草
111931 | 200025364 | Eremochloa zeylanica | 马陆草
111957 | 242320776 | Eremopyrum bonaepartis | 光穗旱麦草
111957 | 242320778 | Eremopyrum distans | 毛穗旱麦草
111957 | 200025366 | Eremopyrum orientale | 东方旱麦草
111957 | 200025367 | Eremopyrum triticeum | 旱麦草
111975 | 200025368 | Eriachne pallescens | 鹧鸪草
112027 | 200025376 | Eriochloa procera | 高野黍
112027 | 200025377 | Eriochloa villosa | 野黍
112317 | 242321152 | Eulalia brevifolia | 短叶金茅
112317 | 200025380 | Eulalia leschenaultiana | 龚氏金茅
112317 | 250070903 | Eulalia manipurensis | 无芒金茅
112317 | 200025381 | Eulalia micranthera | 微药金茅
112317 | 200025382 | Eulalia mollis | 银丝金茅
112317 | 200025383 | Eulalia pallens | 白健秆
112317 | 200025384 | Eulalia phaeothrix | 棕茅
112317 | 250070902 | Eulalia pruinosa | 粉背金茅
112317 | 200025385 | Eulalia quadrinervis | 四脉金茅
112317 | 250070950 | Eulalia siamensis | 二色金茅
112317 | 250071186 | Eulalia siamensis var. latifolia | 宽叶金茅
112317 | 250071187 | Eulalia siamensis var. siamensis | 二色金茅(原变种)
112317 | 200025386 | Eulalia speciosa | 金茅
112317 | 200025387 | Eulalia splendens | 红健秆
112317 | 200025388 | Eulalia trispicata | 三穗金茅
112317 | 200025390 | Eulalia yunnanensis | 云南金茅
112318 | 200025391 | Eulaliopsis binata | 拟金茅
112439 | 242321667 | Eustachys tenera | 真穗草
112649 | 200025393 | Fargesia acuticontracta | 尖鞘箭竹
112649 | 200025394 | Fargesia adpressa | 贴毛箭竹
112649 | 242321918 | Fargesia albocerea | 片马箭竹
112649 | 200025396 | Fargesia altior | 船竹
112649 | 200025398 | Fargesia angustissima | 油竹子
112649 | 242321920 | Fargesia brevipes | 短柄箭竹
112649 | 200025400 | Fargesia brevissima | 窝竹
112649 | 200025401 | Fargesia caduca | 景谷箭竹
112649 | 200025402 | Fargesia canaliculata | 岩斑竹
112649 | 200025403 | Fargesia circinata | 卷耳箭竹
112649 | 200025405 | Fargesia communis | 马亨箭竹
112649 | 242321921 | Fargesia concinna | 美丽箭竹
112649 | 200025406 | Fargesia conferta | 笼笼竹
112649 | 242321922 | Fargesia contracta | 带鞘箭竹
112649 | 242321926 | Fargesia cuspidata | 尖尾箭竹
112649 | 250076869 | Fargesia daminiu |  
112649 | 200025410 | Fargesia declivis | 斜倚箭竹
112649 | 242321927 | Fargesia decurvata | 毛龙头竹
112649 | 200025412 | Fargesia denudata | 缺苞箭竹
112649 | 200025413 | Fargesia dracocephala | 龙头箭竹
112649 | 250070985 | Fargesia dulcicula | 清甜箭竹
112649 | 200025414 | Fargesia dura | 马斯箭竹
112649 | 200025415 | Fargesia edulis | 空心箭竹
112649 | 242321929 | Fargesia elegans | 雅容箭竹
112649 | 200025416 | Fargesia emaculata | 牛麻箭竹
112649 | 250070984 | Fargesia exposita | 露舌箭竹
112649 | 242321930 | Fargesia extensa | 喇叭箭竹
112649 | 200025418 | Fargesia farcta | 勒布箭竹
112649 | 242321931 | Fargesia ferax | 丰实箭竹
112649 | 200025420 | Fargesia frigidis | 凋叶箭竹
112649 | 242321933 | Fargesia fungosa | 棉花竹
112649 | 242321934 | Fargesia funiushanensis | 伏牛山箭竹
112649 | 200025422 | Fargesia glabrifolia | 光叶箭竹
112649 | 200025423 | Fargesia gongshanensis | 贡山箭竹
112649 | 200025424 | Fargesia grossa | 错那箭竹
112649 | 200025426 | Fargesia hainanensis | 海南箭竹
112649 | 250070988 | Fargesia hsuehiana | 冬竹
112649 | 250097294 | Fargesia huizensis |  
112649 | 250070970 | Fargesia hygrophila | 喜湿箭竹
112649 | 200025429 | Fargesia jiulongensis | 九龙箭竹
112649 | 200025430 | Fargesia lincangensis | 雪山箭竹
112649 | 250070987 | Fargesia longiuscula | 长节箭竹
112649 | 200025431 | Fargesia lushuiensis | 泸水箭竹
112649 | 250071033 | Fargesia macclureana | 西藏箭竹
112649 | 200025432 | Fargesia mairei | 大姚箭竹
112649 | 242321940 | Fargesia mali | 马利箭竹
112649 | 200025433 | Fargesia melanostachys | 黑穗箭竹
112649 | 242321942 | Fargesia murielae | 神农箭竹
112649 | 242321943 | Fargesia nitida | 华西箭竹
112649 | 200025435 | Fargesia obliqua | 团竹
112649 | 200025436 | Fargesia orbiculata | 长圆鞘箭竹
112649 | 200025438 | Fargesia papyrifera | 云龙箭竹
112649 | 242321949 | Fargesia pauciflora | 少花箭竹
112649 | 242321950 | Fargesia perlonga | 超包箭竹
112649 | 200025439 | Fargesia pleniculmis | 皱壳箭竹
112649 | 200025440 | Fargesia plurisetosa | 密毛箭竹
112649 | 200025441 | Fargesia porphyrea | 红壳箭竹
112649 | 200025442 | Fargesia praecipua | 弩箭竹
112649 | 200025443 | Fargesia qinlingensis | 秦岭箭竹
112649 | 242321951 | Fargesia robusta | 拐棍竹
112649 | 200025444 | Fargesia rufa | 青川箭竹
112649 | 200025445 | Fargesia sagittatinea | 独龙箭竹
112649 | 200025446 | Fargesia scabrida | 糙花箭竹
112649 | 200025447 | Fargesia semicoriacea | 白竹
112649 | 242321952 | Fargesia similaris | 秃鞘箭竹
112649 | 200025450 | Fargesia solida | 腾冲箭竹
112649 | 200025451 | Fargesia spathacea | 箭竹
112649 | 242321953 | Fargesia stenoclada | 细枝箭竹
112649 | 200025452 | Fargesia strigosa | 粗毛箭竹
112649 | 200025453 | Fargesia subflexuosa | 曲秆箭竹
112649 | 200025454 | Fargesia sylvestris | 德钦箭竹
112649 | 200025455 | Fargesia tenuilignea | 薄壁箭竹
112649 | 242321955 | Fargesia ungulata | 鸡爪箭竹
112649 | 242321956 | Fargesia utilis | 伞把竹
112649 | 242321957 | Fargesia vicina | 紫序箭竹
112649 | 242321958 | Fargesia wuliangshanensis | 无量山箭竹
112649 | 250076870 | Fargesia yajiangensis |  
112649 | 200025456 | Fargesia yuanjiangensis | 秀叶箭竹
112649 | 200025457 | Fargesia yulongshanensis | 玉龙山箭竹
112649 | 200025458 | Fargesia yunnanensis | 云南箭竹
112649 | 200025459 | Fargesia zayuensis | 察隅箭竹
200132 | 242321990 | Ferrocalamus rimosivaginus | 裂箨铁竹
200132 | 200025460 | Ferrocalamus strictus | 铁竹
112750 | 250070824 | Festuca alaica | 翼羊茅
112750 | 250070872 | Festuca alatavica | 阿拉套羊茅
112750 | 250070841 | Festuca altaica | 阿尔泰羊茅
112750 | 250070832 | Festuca amblyodes | 葱岭羊茅
112750 | 200025461 | Festuca arundinacea | 苇状羊茅
112750 | 250071121 | Festuca arundinacea subsp. arundinacea | 苇状羊茅(原亚种)
112750 | 250071115 | Festuca arundinacea subsp. orientalis | 东方羊茅
112750 | 250070822 | Festuca borissii | 博日羊茅
112750 | 250070820 | Festuca brachyphylla | 短叶羊茅
112750 | 250070847 | Festuca changduensis | 昌都羊茅
112750 | 250070880 | Festuca chayuensis | 察隅羊茅
112750 | 250070817 | Festuca chelungkiangnica | 草原羊茅
112750 | 242322005 | Festuca chumbiensis | 春丕谷羊茅
112750 | 250070825 | Festuca coelestis | 矮羊茅
112750 | 250070821 | Festuca cumminsii | 纤毛羊茅
112750 | 250070818 | Festuca dahurica | 达乌里羊茅
112750 | 250071049 | Festuca dahurica subsp. dahurica | 达乌里羊茅(原亚种)
112750 | 242322007 | Festuca dahurica subsp. mongolica | 蒙古羊茅
112750 | 200025462 | Festuca dolichantha | 长花羊茅
