genusid | speciesid | latinname | namezh
132349 | 242351390 | Taxillus caloreas var. caloreas | 松柏钝果寄生(原变种)
132349 | 200006562 | Taxillus caloreas var. fargesii | 显脉钝果寄生
132349 | 200006563 | Taxillus chinensis | 广寄生
132349 | 200006564 | Taxillus delavayi | 柳树寄生
132349 | 242414818 | Taxillus delavayi var. barbatus | 髯毛钝果寄生
132349 | 242414819 | Taxillus delavayi var. delavayi | 柳树寄生(原变种)
132349 | 242351392 | Taxillus delavayi var. yanjingensis | 盐井钝果寄生
132349 | 200006565 | Taxillus kaempferi | 小叶钝果寄生
132349 | 200006566 | Taxillus kaempferi var. grandiflorus | 黄杉钝果寄生
132349 | 242351395 | Taxillus kaempferi var. kaempferi | 小叶钝果寄生(原变种)
132349 | 200006567 | Taxillus levinei | 锈毛钝果寄生
132349 | 200006568 | Taxillus limprichtii | 木兰寄生
132349 | 242351397 | Taxillus limprichtii var. limprichtii | 木兰寄生(原变种)
132349 | 200006570 | Taxillus limprichtii var. longiflorus | 亮叶木兰寄生
132349 | 242351399 | Taxillus liquidambaricola | 阆阚果寄生
132349 | 242351400 | Taxillus liquidambaricola var. liquidambaricola | 阆阚果寄生(原变种)
132349 | 242351401 | Taxillus liquidambaricola var. neriifolius | 狭叶果寄生
132349 | 200006571 | Taxillus nigrans | 毛叶钝果寄生
132349 | 242351408 | Taxillus pseudochinensis | 高雄钝果寄生
132349 | 242351409 | Taxillus renii | 油杉钝果寄生
132349 | 200006573 | Taxillus sericus | 龙陵钝果寄生
132349 | 200006574 | Taxillus sutchuenensis | 桑寄生
132349 | 200006575 | Taxillus sutchuenensis var. duclouxii | 灰毛桑寄生
132349 | 242351413 | Taxillus sutchuenensis var. sutchuenensis | 桑寄生(原变种)
132349 | 200006576 | Taxillus theifer | 台湾钝果寄生
132349 | 200006577 | Taxillus thibetensis | 滇藏钝果寄生
132349 | 242351414 | Taxillus tsaii | 莲华池寄生
132349 | 200006578 | Taxillus umbellifer | 伞花钝果寄生
132349 | 200006579 | Taxillus vestitus | 短梗钝果寄生
133097 | 200006580 | Tolypanthus esquirolii | 黔桂大苞寄生
133097 | 200006581 | Tolypanthus maclurei | 大苞寄生
123067 | 200028247 | Orchidantha chinensis | 兰花蕉
123067 | 240001507 | Orchidantha chinensis var. chinensis | 兰花蕉 (原变种)
123067 | 240001508 | Orchidantha chinensis var. longisepala | 长萼兰花蕉
123067 | 200028248 | Orchidantha insularis | 海南兰花蕉
101366 | 242420295 | Ammannia auriculata | 耳基水苋
101366 | 200014625 | Ammannia baccifera | 水苋菜
101366 | 242412171 | Ammannia coccinea | 长叶水苋菜
101366 | 200014626 | Ammannia multiflora | 多花水苋菜
111003 | 250073414 | Duabanga ×taylorii | 细花八宝树
111003 | 200014669 | Duabanga grandiflora | 八宝树
117489 | 250073357 | Lagerstroemia anhuiensis | 安徽紫薇
117489 | 200014637 | Lagerstroemia balansae | 毛萼紫薇
117489 | 200014638 | Lagerstroemia caudata | 尾叶紫薇
117489 | 200014639 | Lagerstroemia excelsa | 川黔紫薇
117489 | 200014640 | Lagerstroemia fordii | 广东紫薇
117489 | 200014641 | Lagerstroemia glabra | 光紫薇
117489 | 200014642 | Lagerstroemia guilinensis | 桂林紫薇
117489 | 200014643 | Lagerstroemia indica | 紫薇
117489 | 200014644 | Lagerstroemia intermedia | 云南紫薇
117489 | 200014645 | Lagerstroemia limii | 福建紫薇
117489 | 250098088 | Lagerstroemia menglaensis |  
117489 | 200014650 | Lagerstroemia subcostata | 南紫薇
117489 | 200014651 | Lagerstroemia suprareticulata | 网脉紫薇
117489 | 200014652 | Lagerstroemia tomentosa | 绒毛紫薇
117489 | 200014653 | Lagerstroemia venusta | 西双紫薇
117489 | 200014654 | Lagerstroemia villosa | 毛紫薇
119221 | 200014658 | Lythrum salicaria | 千屈菜
119221 | 200014659 | Lythrum virgatum | 帚枝千屈菜
124331 | 200014660 | Pemphis acidula | 水芫花
124472 | 200014661 | Peplis alternifolia | 荸艾
127653 | 200014674 | Punica granatum | 石榴
128789 | 250073398 | Rotala cordata | 异叶节节菜
128789 | 200014662 | Rotala densiflora | 密花节节菜
128789 | 250073382 | Rotala hexandra | 六蕊节节菜
128789 | 200014664 | Rotala indica | 节节菜
128789 | 200014665 | Rotala mexicana | 轮叶节节菜
128789 | 242414242 | Rotala ramosior | 美洲节节菜
128789 | 200014666 | Rotala rosea | 五蕊节节菜
128789 | 200014667 | Rotala rotundifolia | 圆叶节节菜
128789 | 242414243 | Rotala taiwaniana | 台湾节节菜
128789 | 242345263 | Rotala wallichii | 瓦氏节节菜
130690 | 250073377 | Sonneratia ×gulngai | 拟海桑
130690 | 250073378 | Sonneratia ×hainanensis | 海南海桑
130690 | 200014671 | Sonneratia alba | 杯萼海桑
130690 | 250073380 | Sonneratia apetala | 无瓣海桑
130690 | 200014672 | Sonneratia caseolaris | 海桑
130690 | 250073416 | Sonneratia ovata | 桑海桑
134970 | 200014668 | Woodfordia fruticosa | 虾子花
100968 | 242302067 | Alcimandra cathcartii | 长蕊木兰
317304 | 250090182 | Houpoëa obovata | 日本厚朴
317304 | 250090183 | Houpoëa officinalis | 厚朴
317304 | 250090184 | Houpoëa rostrata | 长喙厚朴
118706 | 250090191 | Lirianthe albosericea | 绢毛木兰
118706 | 250090192 | Lirianthe championii | 香港木兰
118706 | 250098122 | Lirianthe clemensiorum |  
118706 | 250090193 | Lirianthe coco | 夜香木兰
118706 | 250090194 | Lirianthe delavayi | 山玉兰
118706 | 250090195 | Lirianthe fistulosa | 显脉木兰
118706 | 250090196 | Lirianthe fujianensis | 福建木兰
118706 | 250090197 | Lirianthe henryi | 大叶木兰
118706 | 250098123 | Lirianthe nana |  
118706 | 250090198 | Lirianthe odoratissima | 馨香木兰
118707 | 200008462 | Liriodendron chinense | 鹅掌楸
119452 | 250091042 | Magnolia bawangensis |  
119452 | 200008470 | Magnolia grandiflora | 荷花木兰
119610 | 242331526 | Manglietia aromatica | 香木莲
119610 | 242331527 | Manglietia calcarea | 石山木莲
119610 | 250090214 | Manglietia caveana | 西藏木莲
119610 | 242331528 | Manglietia chevalieri | 睦南木莲
119610 | 242331530 | Manglietia conifera | 桂南木莲
119610 | 242331532 | Manglietia crassipes | 粗梗木莲
119610 | 242331533 | Manglietia dandyi | 大叶木莲
119610 | 242331534 | Manglietia decidua | 落叶木莲
119610 | 242331535 | Manglietia duclouxii | 川滇木莲
119610 | 200008476 | Manglietia fordiana | 木莲
119610 | 242331537 | Manglietia fordiana var. fordiana | 木莲(原变种)
119610 | 250090215 | Manglietia fordiana var. hainanensis | 海南木莲
119610 | 242331540 | Manglietia forrestii | 滇桂木莲
119610 | 242331541 | Manglietia garrettii | 泰国木莲
119610 | 242331543 | Manglietia glaucifolia | 苍背木莲
119610 | 242331545 | Manglietia grandis | 大果木莲
119610 | 250090216 | Manglietia hongheensis | 红河木莲
119610 | 242331548 | Manglietia hookeri | 中缅木莲
119610 | 242331549 | Manglietia insignis | 红花木莲
119610 | 242331550 | Manglietia kwangtungensis | 毛桃木莲
119610 | 250091041 | Manglietia lawii |  
119610 | 250090217 | Manglietia longipedunculata | 长梗木莲
119610 | 242331551 | Manglietia lucida | 亮叶木莲
119610 | 250090218 | Manglietia oblonga | 椭圆叶木莲
119610 | 242331556 | Manglietia obovalifolia | 倒卵叶木莲
119610 | 242331557 | Manglietia ovoidea | 卵果木莲
119610 | 242331558 | Manglietia pachyphylla | 厚叶木莲
119610 | 242331559 | Manglietia patungensis | 巴东木莲
119610 | 242331561 | Manglietia rufibarbata | 毛瓣木莲
119610 | 242331566 | Manglietia szechuanica | 四川木莲
119610 | 242331569 | Manglietia ventii | 毛果木莲
119610 | 250090219 | Manglietia zhengyiana | 锈毛木莲
120458 | 250090229 | Michelia ×alba | 白兰
120458 | 242332292 | Michelia angustioblonga | 狭叶含笑
120458 | 242332293 | Michelia baillonii | 合果木
120458 | 242332294 | Michelia balansae | 苦梓含笑
120458 | 242332306 | Michelia cavaleriei | 平伐含笑
120458 | 250090230 | Michelia cavaleriei var. cavaleriei | 平伐含笑(原变种)
120458 | 250090231 | Michelia cavaleriei var. platypetala | 阔瓣含笑
120458 | 200008479 | Michelia champaca | 黄兰
120458 | 250090232 | Michelia champaca var. champaca | 黄兰(原变种)
120458 | 242332307 | Michelia champaca var. pubinervia | 毛叶脉黄兰
120458 | 242332308 | Michelia chapensis | 乐昌含笑
120458 | 242332312 | Michelia compressa | 台湾含笑
120458 | 250090281 | Michelia concinna |  
120458 | 242332315 | Michelia coriacea | 西畴含笑
120458 | 242332316 | Michelia crassipes | 紫花含笑
120458 | 242332319 | Michelia doltsopa | 南亚含笑
120458 | 242332321 | Michelia elegans | 雅致含笑
120458 | 200008480 | Michelia figo | 含笑花
120458 | 242332329 | Michelia flaviflora | 素黄含笑
120458 | 242332330 | Michelia floribunda | 多花含笑
120458 | 242332331 | Michelia foveolata | 金叶含笑
120458 | 242332334 | Michelia fujianensis | 福建含笑
120458 | 242332336 | Michelia fulva | 棕毛含笑
120458 | 250090234 | Michelia guangdongensis | 广东含笑
120458 | 250090235 | Michelia guangxiensis | 广西含笑
120458 | 242332340 | Michelia hypolampra | 香子含笑
120458 | 242332342 | Michelia iteophylla | 鼠刺含笑
120458 | 250098055 | Michelia jianfenglingensis |  
120458 | 242332345 | Michelia kisopa | 西藏含笑
120458 | 242332346 | Michelia lacei | 壮丽含笑
120458 | 242332350 | Michelia leveilleana | 长柄含笑
120458 | 242332356 | Michelia macclurei | 醉香含笑
120458 | 250090236 | Michelia martini | 黄心含笑
120458 | 242332362 | Michelia masticata | 屏边含笑
120458 | 200008482 | Michelia maudiae | 深山含笑
120458 | 250093075 | Michelia maudiae var. rubicunda |  
120458 | 242332363 | Michelia mediocris | 白花含笑
120458 | 242332369 | Michelia odora | 观光木
120458 | 242332370 | Michelia opipara | 马关含笑
120458 | 242332381 | Michelia shiluensis | 石碌含笑
120458 | 242332383 | Michelia skinneriana | 野含笑
120458 | 242332384 | Michelia sphaerantha | 球花含笑
120458 | 242332395 | Michelia velutina | 绒毛含笑
120458 | 250091030 | Michelia viridipetala |  
120458 | 242332397 | Michelia wilsonii | 峨眉含笑
120458 | 242332398 | Michelia wilsonii subsp. szechuanica | 川含笑
120458 | 250090237 | Michelia wilsonii subsp. wilsonii | 峨眉含笑(原亚种)
120458 | 250098056 | Michelia wuzhishangensis |  
120458 | 242332400 | Michelia xanthantha | 黄花含笑
120458 | 200008484 | Michelia yunnanensis | 云南含笑
317301 | 250090239 | Oyama globosa | 毛叶天女花
317301 | 250090240 | Oyama sieboldii | 天女花
317301 | 250090241 | Oyama sinensis | 圆叶天女花
317301 | 250090242 | Oyama wilsonii | 西康天女花
123590 | 250090243 | Pachylarnax sinica | 华盖木
123911 | 242335808 | Parakmeria kachirachirai | 恒春拟单性木兰
123911 | 242335809 | Parakmeria lotungensis | 乐东拟单性木兰
123911 | 242335810 | Parakmeria nitida | 光叶拟单性木兰
123911 | 242335811 | Parakmeria omeiensis | 峨眉拟单性木兰
123911 | 242335812 | Parakmeria yunnanensis | 云南拟单性木兰
132234 | 242351157 | Talauma hodgsonii | 盖裂木
202599 | 242355254 | Woonyoungia septentrionalis | 焕镛木
135227 | 250090263 | Yulania ×soulangeana | 二乔玉兰
135227 | 250090264 | Yulania amoena | 天目玉兰
135227 | 250090265 | Yulania biondii | 望春玉兰
135227 | 250090266 | Yulania campbellii | 滇藏玉兰
135227 | 250095876 | Yulania carnosa |  
135227 | 250090267 | Yulania cylindrica | 黄山玉兰
135227 | 250090268 | Yulania dawsoniana | 光叶玉兰
135227 | 250090269 | Yulania denudata | 玉兰
135227 | 250090270 | Yulania elliptigemmata | 椭蕾玉兰
135227 | 250090271 | Yulania jigongshanensis | 鸡公山玉兰
135227 | 250090272 | Yulania liliiflora | 紫玉兰
135227 | 250090273 | Yulania mirifolia | 奇叶玉兰
135227 | 250090274 | Yulania multiflora | 多花玉兰
135227 | 250090275 | Yulania pilocarpa | 罗田玉兰
135227 | 250090276 | Yulania sargentiana | 凹叶玉兰
135227 | 250095877 | Yulania shizhenii |  
135227 | 250090277 | Yulania sprengeri | 武当玉兰
135227 | 250090278 | Yulania stellata | 星花玉兰
135227 | 250090279 | Yulania viridula | 青皮玉兰
135227 | 250090280 | Yulania zenii | 宝华玉兰
102865 | 242305774 | Aspidopterys cavaleriei | 贵州盾翅藤
102865 | 242305775 | Aspidopterys concava | 广西盾翅藤
102865 | 242305777 | Aspidopterys esquirolii | 花江盾翅藤
102865 | 242305778 | Aspidopterys floribunda | 多花盾翅藤
102865 | 200012515 | Aspidopterys glabriuscula | 盾翅藤
102865 | 242305781 | Aspidopterys henryi | 蒙自盾翅藤
102865 | 242305785 | Aspidopterys microcarpa | 小果盾翅藤
102865 | 242305786 | Aspidopterys nutans | 毛叶盾翅藤
102865 | 242305787 | Aspidopterys obcordata | 倒心盾翅藤
102865 | 242305788 | Aspidopterys obcordata var. hainanensis | 海南盾翅藤
102865 | 242305789 | Aspidopterys obcordata var. obcordata | 倒心盾翅藤(原变种)
115520 | 242325374 | Hiptage acuminata | 尖叶风筝果
115520 | 200012516 | Hiptage benghalensis | 风筝果
115520 | 242325376 | Hiptage benghalensis var. benghalensis | 风筝果(原变种)
115520 | 242325377 | Hiptage benghalensis var. tonkinensis | 越南风筝果
115520 | 242325378 | Hiptage candicans | 白花风筝果
115520 | 242325379 | Hiptage candicans var. candicans | 白花风筝果(原变种)
115520 | 242325380 | Hiptage candicans var. harmandiana | 越南白花风筝果
115520 | 242325383 | Hiptage fraxinifolia | 白蜡风筝果
115520 | 242325387 | Hiptage lanceolata | 披针叶风筝果
115520 | 242325389 | Hiptage luodianensis | 罗甸风筝果
115520 | 242325391 | Hiptage minor | 小花风筝果
115520 | 242325392 | Hiptage multiflora | 多花风筝果
115520 | 242325396 | Hiptage tianyangensis | 田阳风筝果
115520 | 242325397 | Hiptage yunnanensis | 云南风筝果
200179 | 220011819 | Ryssopterys timoriensis | 翅实藤
133800 | 242414547 | Tristellateia australasiae | 三星果
100020 | 200013665 | Abelmoschus crinitus | 长毛黄葵
100020 | 200013666 | Abelmoschus esculentus | 咖啡黄葵
100020 | 200013667 | Abelmoschus manihot | 黄蜀葵
100020 | 242300067 | Abelmoschus manihot var. manihot | 黄蜀葵(原变种)
100020 | 200013668 | Abelmoschus manihot var. pungens | 刚毛黄蜀葵
100020 | 200013669 | Abelmoschus moschatus | 黄葵
100020 | 200013670 | Abelmoschus muliensis | 木里秋葵
100020 | 200013671 | Abelmoschus sagittifolius | 剑叶秋葵
100054 | 200013673 | Abutilon gebauerianum | 滇西苘麻
100054 | 242300180 | Abutilon guineense | 几内亚磨盘草
100054 | 250076891 | Abutilon guineense var. forrestii | 小花磨盘草
100054 | 250076892 | Abutilon guineense var. guineense | 几内亚磨盘草(原变种)
100054 | 200013674 | Abutilon hirtum | 恶味苘麻
100054 | 242300181 | Abutilon hirtum var. hirtum | 恶味苘麻(原变种)
100054 | 200013675 | Abutilon hirtum var. yuanmouense | 元谋恶味苘麻
100054 | 200013676 | Abutilon indicum | 磨盘草
100054 | 200013679 | Abutilon paniculatum | 圆锥苘麻
100054 | 242300187 | Abutilon pictum | 金铃花
100054 | 200013680 | Abutilon roseum | 红花苘麻
100054 | 200013681 | Abutilon sinense | 华苘麻
100054 | 200013682 | Abutilon sinense var. edentatum | 无齿华苘麻
100054 | 242300189 | Abutilon sinense var. sinense | 华苘麻(原变种)
100054 | 200013684 | Abutilon theophrasti | 苘麻
100963 | 242302048 | Alcea nudiflora | 裸花蜀葵
100963 | 242302049 | Alcea rosea | 蜀葵
101219 | 200013686 | Althaea officinalis | 药葵
106005 | 200013688 | Cenocentrum tonkinense | 大萼葵
109434 | 242317021 | Decaschistia mouretii | 中越十裂葵
109434 | 250076940 | Decaschistia mouretii var. mouretii | 中越十裂葵(原变种)
109434 | 242317022 | Decaschistia mouretii var. nervifolia | 十裂葵
113948 | 200013690 | Gossypium arboreum | 树棉
113948 | 242323946 | Gossypium arboreum var. arboreum | 树棉(原变种)
113948 | 200013691 | Gossypium arboreum var. obtusifolium | 钝叶树棉
113948 | 200013692 | Gossypium barbadense | 海岛棉
113948 | 200013693 | Gossypium barbadense var. acuminatum | 巴西海岛棉
113948 | 242323947 | Gossypium barbadense var. barbadense | 海岛棉(原变种)
113948 | 200013694 | Gossypium herbaceum | 草棉
113948 | 200013695 | Gossypium hirsutum | 陆地棉
115162 | 242325035 | Herissantia crispa | 泡果苘
115438 | 200013696 | Hibiscus aridicola | 旱地木槿
115438 | 242325184 | Hibiscus austroyunnanensis | 滇南芙蓉
115438 | 200013699 | Hibiscus cannabinus | 大麻槿
115438 | 242325204 | Hibiscus fragrans | 香芙蓉
115438 | 200013702 | Hibiscus grewiifolius | 樟叶槿
115438 | 200013703 | Hibiscus hamabo | 海滨木槿
115438 | 250076978 | Hibiscus hispidissimus | 思茅芙蓉
115438 | 200013704 | Hibiscus indicus | 美丽芙蓉
115438 | 242325206 | Hibiscus indicus var. indicus | 美丽芙蓉(原变种)
115438 | 200013705 | Hibiscus indicus var. integrilobus | 全缘叶美丽芙蓉
115438 | 200013706 | Hibiscus labordei | 贵州芙蓉
115438 | 250076979 | Hibiscus leviseminus | 光籽木槿
115438 | 200013708 | Hibiscus lobatus | 草木槿
115438 | 200013709 | Hibiscus macrophyllus | 大叶木槿
115438 | 200013710 | Hibiscus moscheutos | 芙蓉葵
115438 | 200013711 | Hibiscus mutabilis | 木芙蓉
115438 | 200013713 | Hibiscus paramutabilis | 庐山芙蓉
115438 | 200013714 | Hibiscus paramutabilis var. longipedicellatus | 长梗庐山芙蓉
115438 | 242325221 | Hibiscus paramutabilis var. paramutabilis | 庐山芙蓉(原变种)
115438 | 200013716 | Hibiscus rosa-sinensis | 朱槿
115438 | 200013718 | Hibiscus sabdariffa | 玫瑰茄
115438 | 200013719 | Hibiscus schizopetalus | 吊灯芙桑
115438 | 200013720 | Hibiscus sinosyriacus | 华木槿
115438 | 200013721 | Hibiscus surattensis | 刺芙蓉
115438 | 200013722 | Hibiscus syriacus | 木槿
115438 | 200013732 | Hibiscus taiwanensis | 台湾芙蓉
115438 | 200013733 | Hibiscus tiliaceus | 黄槿
115438 | 200013734 | Hibiscus trionum | 野西瓜苗
115438 | 200013735 | Hibiscus yunnanensis | 云南芙蓉
117356 | 200013736 | Kydia calycina | 翅果麻
117356 | 200013737 | Kydia glabrescens | 光叶翅果麻
117356 | 242327940 | Kydia glabrescens var. glabrescens | 光叶翅果麻(原变种)
117356 | 200013738 | Kydia glabrescens var. intermedia | 毛叶翅果麻
117757 | 250071362 | Lavatera cachemiriana | 新疆花葵
119571 | 250077001 | Malva cathayensis | 锦葵
119571 | 242416824 | Malva pusilla | 圆叶锦葵
119571 | 200013746 | Malva verticillata | 野葵
119571 | 250077002 | Malva verticillata var. crispa | 冬葵
119571 | 250071354 | Malva verticillata var. rafiqii | 中华野葵
119571 | 242331506 | Malva verticillata var. verticillata | 野葵(原变种)
119573 | 200013748 | Malvastrum americanum | 穗花赛葵
119573 | 200013749 | Malvastrum coromandelianum | 赛葵
119574 | 200013750 | Malvaviscus arboreus | 小悬铃花
119574 | 242331515 | Malvaviscus penduliflorus | 垂花悬铃花
314455 | 250077003 | Nayariophyton zizyphifolium | 枣叶槿
130307 | 200013752 | Sida acuta | 黄花稔
130307 | 200013753 | Sida alnifolia | 桤叶黄花稔
130307 | 242348892 | Sida alnifolia var. alnifolia | 桤叶黄花稔(原变种)
130307 | 200013754 | Sida alnifolia var. microphylla | 小叶黄花稔
130307 | 200013755 | Sida alnifolia var. obovata | 倒卵叶黄花稔
130307 | 200013756 | Sida alnifolia var. orbiculata | 圆叶黄花稔
130307 | 200013757 | Sida chinensis | 中华黄花稔
130307 | 200013758 | Sida cordata | 长梗黄花稔
130307 | 200013759 | Sida cordifolia | 心叶黄花稔
130307 | 200013760 | Sida cordifolioides | 湖南黄花稔
130307 | 200013761 | Sida javensis | 爪哇黄花稔
130307 | 200013762 | Sida mysorensis | 粘毛黄花稔
130307 | 200013763 | Sida orientalis | 东方黄花稔
130307 | 242348911 | Sida quinquevalvacea | 五爿黄花稔
130307 | 200013764 | Sida rhombifolia | 白背黄花稔
130307 | 200013766 | Sida subcordata | 榛叶黄花稔
130307 | 200013767 | Sida szechuensis | 拔毒散
130307 | 200013768 | Sida yunnanensis | 云南黄花稔
132809 | 200013770 | Thespesia lampas | 白脚桐棉
132809 | 200013771 | Thespesia populnea | 桐棉
