genusid | speciesid | latinname | namezh
116893 | 220006995 | Justicia adhatoda | 鸭嘴花
116893 | 242327584 | Justicia albovelata | 绵毛杜根藤
116893 | 250096431 | Justicia alboviridis | 大叶杜根藤
116893 | 242327585 | Justicia amblyosepala | 钝萼爵床
116893 | 242327587 | Justicia austroguangxiensis | 桂南爵床
116893 | 242327590 | Justicia austrosinensis | 华南爵床
116893 | 242327594 | Justicia cardiophylla | 心叶爵床
116893 | 250096432 | Justicia caudatifolia | 尾叶爵床
116893 | 242327595 | Justicia championii | 圆苞杜根藤
116893 | 242327597 | Justicia damingensis | 大明爵床
116893 | 250096433 | Justicia demissa | 矮爵床
116893 | 242423645 | Justicia diffusa | 小叶散爵床
116893 | 242327598 | Justicia ferruginea | 锈背爵床
116893 | 242413474 | Justicia gendarussa | 小驳骨
116893 | 250096434 | Justicia grossa | 大爵床
116893 | 250096435 | Justicia hainanensis | 海南爵床
116893 | 250096436 | Justicia hayatae | 早田氏爵床
116893 | 242327604 | Justicia kampotiana | 那坡爵床
116893 | 250096437 | Justicia kouytcheensis | 贵州杜根藤
116893 | 242327605 | Justicia kwangsiensis | 广西爵床
116893 | 242327606 | Justicia latiflora | 紫苞爵床
116893 | 242327608 | Justicia leptostachya | 南岭爵床
116893 | 242327609 | Justicia lianshanica | 广东爵床
116893 | 242327613 | Justicia microdonta | 小齿爵床
116893 | 242423650 | Justicia mollissima | 喀西爵床
116893 | 250096438 | Justicia neesiana | 狭叶爵床
116893 | 250096439 | Justicia neolinearifolia | 线叶爵床
116893 | 242327614 | Justicia panduriformis | 琴叶爵床
116893 | 250096440 | Justicia patentiflora | 野靛棵
116893 | 250096441 | Justicia poilanei | 毛萼爵床
116893 | 242327616 | Justicia procumbens | 爵床
116893 | 242327620 | Justicia pseudospicata | 黄花爵床
116893 | 242413477 | Justicia quadrifaria | 杜根藤
116893 | 242327621 | Justicia siccanea | 旱杜根藤
116893 | 250096442 | Justicia vagabunda | 针子草
116893 | 250084317 | Justicia ventricosa | 黑叶小驳骨
116893 | 242327622 | Justicia wardii | 高山杜根藤
116893 | 242327623 | Justicia xantholeuca | 黄白杜根藤
116893 | 242327624 | Justicia xerobatica | 滇东杜根藤
116893 | 242327625 | Justicia xerophila | 干地杜根藤
116893 | 242327626 | Justicia xylopoda | 木柄杜根藤
116893 | 242327627 | Justicia yunnanensis | 滇杜根藤
117307 | 242327932 | Kudoacanthus albonervosa | 银脉爵床
118024 | 242328860 | Lepidagathis fasciculata | 齿叶鳞花草
118024 | 242328862 | Lepidagathis formosensis | 台湾鳞花草
118024 | 242328863 | Lepidagathis hainanensis | 海南鳞花草
118024 | 242413537 | Lepidagathis inaequalis | 卵叶鳞花草
118024 | 200022009 | Lepidagathis incurva | 鳞花草
118024 | 242413538 | Lepidagathis secunda | 小琉球鳞花草
118024 | 242328865 | Lepidagathis stenophylla | 柳叶鳞花草
118261 | 250096480 | Leptostachya wallichii | 纤穗爵床
119266 | 250096500 | Mackaya tapingensis | 太平爵床
121797 | 200022012 | Nelsonia canescens | 瘤子草
122997 | 200022013 | Ophiorrhiziphyllon macrobotryum | 蛇根叶
123991 | 250096567 | Pararuellia alata | 节翅地皮消
123991 | 250096568 | Pararuellia cavaleriei | 罗甸地皮消
123991 | 200022014 | Pararuellia delavayana | 地皮消
123991 | 250096569 | Pararuellia glomerata | 云南地皮消
123991 | 242335843 | Pararuellia hainanensis | 海南地皮消
124587 | 250096573 | Peristrophe bivalvis | 观音草
124587 | 250096574 | Peristrophe fera | 野山蓝
124587 | 250096575 | Peristrophe floribunda | 海南山蓝
124587 | 200022015 | Peristrophe japonica | 九头狮子草
124587 | 250096576 | Peristrophe lanceolaria | 五指山蓝
124587 | 250096577 | Peristrophe montana | 岩观音草
124587 | 250084296 | Peristrophe paniculata | 双萼观音草
124587 | 242336613 | Peristrophe strigosa | 糙叶山蓝
124587 | 250096578 | Peristrophe tianmuensis | 天目山蓝
124587 | 242336614 | Peristrophe yunnanensis | 滇观音草
124929 | 200022016 | Phaulopsis dorsiflora | 肾苞草
125051 | 200022018 | Phlogacanthus curviflorus | 火焰花
125051 | 200022019 | Phlogacanthus pubinervius | 毛脉火焰花
126943 | 250096599 | Pseuderanthemum coudercii | 狭叶钩粉草
126943 | 250096600 | Pseuderanthemum crenulatum | 云南山壳骨
126943 | 242341780 | Pseuderanthemum haikangense | 海康钩粉草
126943 | 250096601 | Pseuderanthemum latifolium | 山壳骨
126943 | 250096602 | Pseuderanthemum polyanthum | 多花山壳骨
126943 | 250096603 | Pseuderanthemum shweliense | 瑞丽山壳骨
126943 | 250096604 | Pseuderanthemum teysmannii | 红河山壳骨
128303 | 242343419 | Rhinacanthus beesianus | 滇灵枝草
128303 | 200022023 | Rhinacanthus nasutus | 灵枝草
128847 | 250096632 | Ruellia blechum | 赛山蓝
128847 | 242345729 | Ruellia repens | 楠草
128847 | 220011777 | Ruellia tuberosa | 芦莉草
128847 | 242345732 | Ruellia venusta | 飞来蓝
128875 | 242345823 | Rungia axilliflora | 腋花孩儿草
128875 | 242345824 | Rungia bisaccata | 囊花孩儿草
128875 | 200022025 | Rungia chinensis | 中华孩儿草
128875 | 242345825 | Rungia densiflora | 密花孩儿草
128875 | 242345826 | Rungia guangxiensis | 广西孩儿草
128875 | 250096633 | Rungia hirpex | 金沙鼠尾黄
128875 | 242345827 | Rungia longipes | 长柄孩儿草
128875 | 242345828 | Rungia mina | 矮孩儿草
128875 | 250096634 | Rungia monetaria | 中越孩儿草
128875 | 242345829 | Rungia napoensis | 那坡孩儿草
128875 | 200022026 | Rungia pectinata | 孩儿草
128875 | 242345830 | Rungia pinpienensis | 屏边孩儿草
128875 | 242345831 | Rungia pungens | 尖苞孩儿草
128875 | 250096635 | Rungia stolonifera | 匍匐鼠尾黄
128875 | 242345832 | Rungia taiwanensis | 台湾明萼草
128875 | 242345833 | Rungia yunnanensis | 云南孩儿草
131222 | 242350262 | Staurogyne brachystachya | 短穗叉柱花
131222 | 242445301 | Staurogyne chapaensis | 弯花叉柱花
131222 | 200022027 | Staurogyne concinnula | 叉柱花
131222 | 242414399 | Staurogyne debilis | 菲律宾叉柱花
131222 | 242350263 | Staurogyne hainanensis | 海南叉柱花
131222 | 200022028 | Staurogyne hypoleuca | 灰背叉柱花
131222 | 250096653 | Staurogyne longicuneata | 楔叶叉柱花
131222 | 242350264 | Staurogyne paotingensis | 保亭叉柱花
131222 | 250096654 | Staurogyne petelotii | 中越叉柱花
131222 | 250096655 | Staurogyne rivularis | 瘦叉柱花
131222 | 242445302 | Staurogyne sesamoides | 大花叉柱花
131222 | 250096656 | Staurogyne sichuanica | 金长莲
131222 | 242350265 | Staurogyne sinica | 中华叉柱花
131222 | 242350266 | Staurogyne stenophylla | 狭叶叉柱花
131222 | 242350267 | Staurogyne strigosa | 琼海叉柱花
131222 | 250096657 | Staurogyne vicina | 密花叉柱花
131222 | 250096658 | Staurogyne yunnanensis | 云南叉柱花
131740 | 250096659 | Strobilanthes abbreviata | 短尖马蓝
131740 | 250096660 | Strobilanthes adpressa | 紧贴马蓝
131740 | 200022029 | Strobilanthes affinis | 肖笼鸡
131740 | 250096661 | Strobilanthes anamitica | 海南马蓝
131740 | 250096662 | Strobilanthes aprica | 山一笼鸡
131740 | 250096663 | Strobilanthes argentea | 银毛马蓝
131740 | 250096664 | Strobilanthes atropurpurea | 翅柄马蓝
131740 | 250096665 | Strobilanthes atropurpurea var. atropurpurea | 翅柄马蓝(原变种)
131740 | 250096666 | Strobilanthes atropurpurea var. stenophylla | 镇宁马蓝
131740 | 250096667 | Strobilanthes atroviridis | 景东马蓝
131740 | 242425784 | Strobilanthes auriculata | 耳叶马蓝
131740 | 250096668 | Strobilanthes austrosinensis | 华南马蓝
131740 | 250096669 | Strobilanthes bantonensis | 桂越马蓝
131740 | 250096670 | Strobilanthes biocullata | 湖南马蓝
131740 | 250096671 | Strobilanthes bipartita | 双萼马蓝
131740 | 250096672 | Strobilanthes brunnescens | 折苞马蓝
131740 | 242425788 | Strobilanthes capitata | 头花马蓝
131740 | 250096673 | Strobilanthes chinensis | 黄球花
131740 | 250096674 | Strobilanthes chrysodelta | 金三角马蓝
131740 | 250096675 | Strobilanthes cognata | 奇瓣马蓝
131740 | 242350703 | Strobilanthes compacta | 密苞马蓝
131740 | 242350704 | Strobilanthes congesta | 密序马蓝
131740 | 250096676 | Strobilanthes cruciata | 四苞马蓝
131740 | 250096677 | Strobilanthes cumingiana | 直立半插花
131740 | 242425790 | Strobilanthes cuneata | 楔叶马蓝
131740 | 200022031 | Strobilanthes cusia | 板蓝
131740 | 200022032 | Strobilanthes cyclus | 环毛马蓝
131740 | 242350705 | Strobilanthes cyphantha | 弯花马蓝
131740 | 250096678 | Strobilanthes cystolithigera | 串花马蓝
131740 | 250096679 | Strobilanthes dalzielii | 曲枝马蓝
131740 | 250096680 | Strobilanthes dimorphotricha | 球花马蓝
131740 | 250096681 | Strobilanthes dimorphotricha subsp. dimorphotricha | 球花马蓝(原亚种)
131740 | 250096682 | Strobilanthes dimorphotricha subsp. rex | 泰国马蓝
131740 | 250096683 | Strobilanthes discolor | 异色马蓝
131740 | 250096684 | Strobilanthes dryadum | 林马蓝
131740 | 250096685 | Strobilanthes echinata | 长苞马蓝
131740 | 250096686 | Strobilanthes esquirolii | 白头马蓝
131740 | 250096687 | Strobilanthes euantha | 腾冲马蓝
131740 | 242425793 | Strobilanthes extensa | 棒果马蓝
131740 | 250096688 | Strobilanthes fengiana | 冯氏马蓝
131740 | 242350709 | Strobilanthes ferruginea | 锈背马蓝
131740 | 250096689 | Strobilanthes fimbriata | 流苏马蓝
131740 | 250096690 | Strobilanthes flexa | 城口马蓝
131740 | 242350710 | Strobilanthes flexicaulis | 曲茎兰嵌马蓝
131740 | 250096691 | Strobilanthes fluviatilis | 溪畔黄球花
131740 | 250096692 | Strobilanthes formosana | 台湾马蓝
131740 | 200022034 | Strobilanthes forrestii | 腺毛马蓝
131740 | 242350714 | Strobilanthes glandibracteata | 腺苞马蓝
131740 | 250096693 | Strobilanthes glomerata | 球序马蓝
131740 | 242350715 | Strobilanthes guangxiensis | 广西马蓝
131740 | 242425795 | Strobilanthes hamiltoniana | 叉花草
131740 | 250096694 | Strobilanthes helicta | 曲序马蓝
131740 | 242350717 | Strobilanthes henryi | 南一笼鸡
131740 | 242350718 | Strobilanthes heteroclita | 异序马蓝
131740 | 250096695 | Strobilanthes hossei | 红毛马蓝
131740 | 242350719 | Strobilanthes hupehensis | 湖北马蓝
131740 | 250096696 | Strobilanthes inflata | 锡金马蓝
131740 | 250096697 | Strobilanthes inflata var. aenobarba | 铜毛马蓝
131740 | 250096698 | Strobilanthes inflata var. gongshanensis | 贡山马蓝
131740 | 250096699 | Strobilanthes inflata var. inflata | 锡金马蓝(原变种)
131740 | 250096700 | Strobilanthes japonica | 日本马蓝
131740 | 250096701 | Strobilanthes kingdonii | 合页草
131740 | 242350722 | Strobilanthes labordei | 薄叶马蓝
131740 | 242425796 | Strobilanthes lachenensis | 白毛马蓝
131740 | 242425798 | Strobilanthes lamiifolia | 蒙自马蓝
131740 | 242350723 | Strobilanthes lamium | 野芝麻马蓝
131740 | 250096702 | Strobilanthes lanyuensis | 兰屿马蓝
131740 | 250096703 | Strobilanthes larium | 闭花马蓝
131740 | 250096704 | Strobilanthes latisepala | 薄萼马蓝
131740 | 250096705 | Strobilanthes lihengiae | 李恒马蓝
131740 | 250096706 | Strobilanthes longespicata | 长穗马蓝
131740 | 242350727 | Strobilanthes longgangensis | 弄岗马蓝
131740 | 250096707 | Strobilanthes longiflora | 长花马蓝
131740 | 250096708 | Strobilanthes longispica | 长穗腺背蓝
131740 | 242350728 | Strobilanthes longzhouensis | 龙州马蓝
131740 | 250096709 | Strobilanthes mastersii | 瑞丽叉花草
131740 | 250096710 | Strobilanthes medogensis | 墨脱马蓝
131740 | 250096711 | Strobilanthes mogokensis | 卵叶马蓝
131740 | 250096712 | Strobilanthes mucronatoproducta | 尾苞马蓝
131740 | 242425799 | Strobilanthes multidens | 分枝马蓝
131740 | 250096713 | Strobilanthes myura | 鼠尾马蓝
131740 | 250096714 | Strobilanthes nemorosa | 琴叶马蓝
131740 | 242350733 | Strobilanthes ningmingensis | 宁明马蓝
131740 | 250096715 | Strobilanthes nobilis | 沙坝马蓝
131740 | 250096716 | Strobilanthes oligantha | 少花马蓝
131740 | 242425801 | Strobilanthes oligocephala | 菱叶马蓝
131740 | 250096717 | Strobilanthes oresbia | 山马蓝
131740 | 250096718 | Strobilanthes ovata | 滇西马蓝
131740 | 242350735 | Strobilanthes ovatibracteata | 卵苞马蓝
131740 | 250096719 | Strobilanthes oxycalycina | 尖萼马蓝
131740 | 250096720 | Strobilanthes parvifolia | 小叶马蓝
131740 | 250096721 | Strobilanthes pateriformis | 翅枝马蓝
131740 | 242414417 | Strobilanthes penstemonoides | 圆苞马蓝
131740 | 242350737 | Strobilanthes pinetorum | 松林马蓝
131740 | 250096722 | Strobilanthes pinnatifida | 羽裂马蓝
131740 | 242350739 | Strobilanthes polyneuros | 多脉马蓝
131740 | 250096723 | Strobilanthes procumbens | 金佛山马蓝
131740 | 250096724 | Strobilanthes pseudocollina | 阳朔马蓝
131740 | 242350742 | Strobilanthes pteroclada | 延苞马蓝
131740 | 250096725 | Strobilanthes pterygorrhachis | 翅轴马蓝
131740 | 250096726 | Strobilanthes quadrifaria | 四列马蓝
131740 | 242350744 | Strobilanthes rankanensis | 兰嵌马蓝
131740 | 250096727 | Strobilanthes reptans | 匍匐半插花
131740 | 250096728 | Strobilanthes retusa | 凹苞马蓝
131740 | 250096729 | Strobilanthes rhombifolia | 短柄马蓝
131740 | 250096730 | Strobilanthes rostrata | 西畴马蓝
131740 | 250096731 | Strobilanthes rubescens | 红色马蓝
131740 | 250096732 | Strobilanthes sarcorrhiza | 菜头肾
131740 | 250096733 | Strobilanthes secunda | 偏花马蓝
131740 | 250096734 | Strobilanthes serrata | 齿叶马蓝
131740 | 250096735 | Strobilanthes simonsii | 西蒙马蓝
131740 | 250096736 | Strobilanthes sinica | 安龙马蓝
131740 | 250096737 | Strobilanthes speciosa | 美丽马蓝
131740 | 250096738 | Strobilanthes spiciformis | 黄连山马蓝
131740 | 250096739 | Strobilanthes stolonifera | 匍枝马蓝
131740 | 242350748 | Strobilanthes strigosa | 糙毛马蓝
131740 | 250096740 | Strobilanthes szechuanica | 四川马蓝
131740 | 242425810 | Strobilanthes tamburensis | 毛冠马蓝
131740 | 250096741 | Strobilanthes taoana | 陶氏马蓝
131740 | 250096742 | Strobilanthes tenax | 结壮马蓝
131740 | 250096743 | Strobilanthes tenuiflora | 纤序马蓝
131740 | 250096744 | Strobilanthes tetrasperma | 四子马蓝
131740 | 242425811 | Strobilanthes thomsonii | 汤氏马蓝
131740 | 250096745 | Strobilanthes tibetica | 西藏马蓝
131740 | 250096746 | Strobilanthes tomentosa | 尖药花
131740 | 250096747 | Strobilanthes tonkinensis | 糯米香
131740 | 250096748 | Strobilanthes torrentium | 急流马蓝
131740 | 242350749 | Strobilanthes truncata | 截头马蓝
131740 | 250096749 | Strobilanthes tubiflos | 管花马蓝
131740 | 250096750 | Strobilanthes urophylla | 尾叶马蓝
131740 | 250096751 | Strobilanthes vallicola | 河口马蓝
131740 | 242350750 | Strobilanthes versicolor | 变色马蓝
131740 | 250096752 | Strobilanthes wangiana | 启无马蓝
131740 | 250096753 | Strobilanthes wilsonii | 乐山马蓝
131740 | 200022039 | Strobilanthes yunnanensis | 云南马蓝
132906 | 242414497 | Thunbergia alata | 翼叶山牵牛
132906 | 200022040 | Thunbergia coccinea | 红花山牵牛
132906 | 242352256 | Thunbergia eberhardtii | 二色山牵牛
132906 | 200022041 | Thunbergia fragrans | 碗花草
132906 | 242352257 | Thunbergia grandiflora | 山牵牛
132906 | 242425962 | Thunbergia lutea | 羽脉山牵牛
100167 | 242420071 | Acer acuminatum | 齿裂枫
100167 | 200012916 | Acer acutum | 锐角枫
100167 | 242300352 | Acer albopurpurascens | 紫白枫
100167 | 200012920 | Acer amplum | 阔叶枫
100167 | 250084185 | Acer amplum subsp. amplum | 阔叶枫(原亚种)
100167 | 250084186 | Acer amplum subsp. bodinieri | 建水阔叶枫
100167 | 250084169 | Acer amplum subsp. catalpifolium | 梓叶枫
100167 | 250084192 | Acer amplum subsp. tientaiense | 天台阔叶枫
100167 | 200012926 | Acer barbinerve | 簇毛枫
100167 | 200012930 | Acer buergerianum | 三角枫
100167 | 250084228 | Acer buergerianum var. buergerianum | 三角枫(原变种)
100167 | 200012931 | Acer buergerianum var. formosanum | 台湾三角枫
100167 | 200012932 | Acer buergerianum var. horizontale | 平翅三角枫
100167 | 242300361 | Acer buergerianum var. jiujiangense | 九江三角枫
100167 | 200012933 | Acer buergerianum var. kaiscianense | 界山三角枫
100167 | 200012935 | Acer buergerianum var. yentangense | 雁荡三角枫
100167 | 200012936 | Acer caesium | 深灰枫
100167 | 250084115 | Acer calcaratum | 三裂枫
100167 | 200012938 | Acer campbellii | 藏南枫
100167 | 250084224 | Acer campbellii var. campbellii | 藏南枫(原变种)
100167 | 250084225 | Acer campbellii var. serratifolium | 重齿藏南枫
100167 | 200012939 | Acer cappadocicum | 青皮枫
100167 | 250084187 | Acer cappadocicum subsp. cappadocicum | 青皮枫(原亚种)
100167 | 250084180 | Acer cappadocicum subsp. sinicum | 小叶青皮枫
100167 | 200012945 | Acer caudatifolium | 尖尾枫
100167 | 200012946 | Acer caudatum | 长尾枫
100167 | 200012949 | Acer ceriferum | 杈叶枫
100167 | 200012951 | Acer chienii | 怒江枫
100167 | 200012952 | Acer chingii | 黔桂枫
100167 | 200012953 | Acer chunii | 乳源枫
100167 | 250084184 | Acer chunii subsp. chunii | 乳源枫(原亚种)
100167 | 242300368 | Acer chunii subsp. dimorphophyllum | 两型叶乳源枫
100167 | 200012956 | Acer confertifolium | 密叶枫
100167 | 200012958 | Acer cordatum | 紫果枫
100167 | 250084229 | Acer cordatum var. cordatum | 紫果枫(原变种)
100167 | 250084230 | Acer cordatum var. dimorphifolium | 两型叶紫果枫
100167 | 200012961 | Acer coriaceifolium | 樟叶枫
100167 | 200012963 | Acer crassum | 厚叶枫
100167 | 200012964 | Acer davidii | 青榨枫
100167 | 250084175 | Acer davidii subsp. davidii | 青榨枫(原亚种)
100167 | 250084172 | Acer davidii subsp. grosseri | 葛罗枫
100167 | 242300376 | Acer duplicatoserratum | 重齿枫
100167 | 250084206 | Acer duplicatoserratum var. chinense | 中华重齿枫
100167 | 250084220 | Acer duplicatoserratum var. duplicatoserratum | 重齿枫(原变种)
100167 | 200012968 | Acer elegantulum | 秀丽枫
100167 | 200012970 | Acer erianthum | 毛花枫
100167 | 200012972 | Acer fabri | 罗浮枫
100167 | 200012977 | Acer fenzelianum | 河口枫
100167 | 200012979 | Acer flabellatum | 扇叶枫
100167 | 200012981 | Acer forrestii | 丽江枫
100167 | 200012984 | Acer fulvescens | 黄毛枫
100167 | 242300396 | Acer gracilifolium | 长叶枫
100167 | 200012991 | Acer griseum | 血皮枫
100167 | 200012995 | Acer henryi | 三叶枫
100167 | 200012997 | Acer hilaense | 海拉枫
100167 | 200013002 | Acer japonicum | 羽扇枫
100167 | 200013005 | Acer komarovii | 小楷枫
100167 | 200013006 | Acer kungshanense | 贡山枫
100167 | 200013008 | Acer kuomeii | 国楣枫
100167 | 200013009 | Acer kwangnanense | 广南枫
100167 | 200013010 | Acer kweilinense | 桂林枫
100167 | 200013011 | Acer laevigatum | 光叶枫
100167 | 250084226 | Acer laevigatum var. laevigatum | 光叶枫(原变种)
100167 | 200013012 | Acer laevigatum var. salweenense | 怒江光叶枫
100167 | 250084116 | Acer laurinum | 十蕊枫
100167 | 200013017 | Acer laxiflorum | 疏花枫
100167 | 200013020 | Acer leipoense | 雷波枫
100167 | 200013023 | Acer linganense | 临安枫
100167 | 200013027 | Acer longipes | 长柄枫
100167 | 200013032 | Acer lucidum | 亮叶枫
100167 | 200013033 | Acer lungshengense | 龙胜枫
100167 | 200013035 | Acer mandshuricum | 东北枫
100167 | 200013038 | Acer maximowiczii | 五尖枫
100167 | 200013041 | Acer metcalfii | 南岭枫
100167 | 200013042 | Acer miaoshanicum | 苗山枫
100167 | 200013043 | Acer miaotaiense | 庙台枫
100167 | 242300438 | Acer morrisonense | 玉山枫
100167 | 200013051 | Acer negundo | 复叶枫
100167 | 200013052 | Acer nikoense | 毛果枫
100167 | 200013053 | Acer oblongum | 飞蛾树
100167 | 250084231 | Acer oblongum var. oblongum | 飞蛾枫(原变种)
100167 | 200013056 | Acer oblongum var. omeiense | 峨眉飞蛾枫
100167 | 200013059 | Acer oligocarpum | 少果枫
100167 | 200013061 | Acer oliverianum | 五裂枫
100167 | 200013063 | Acer paihengii | 富宁枫
100167 | 200013064 | Acer palmatum | 鸡爪枫
100167 | 200013067 | Acer pauciflorum | 稀花枫
100167 | 200013068 | Acer paxii | 金沙枫
100167 | 200013070 | Acer pectinatum | 篦齿枫
100167 | 250084167 | Acer pectinatum subsp. pectinatum | 篦齿枫(原亚种)
100167 | 242300454 | Acer pectinatum subsp. taronense | 独龙枫
100167 | 200013073 | Acer pentaphyllum | 五小叶枫
100167 | 242300456 | Acer pictum | 色木枫
100167 | 250084182 | Acer pictum subsp. macropterum | 大翅色木枫
100167 | 250084190 | Acer pictum subsp. mono | 五角枫
100167 | 250084189 | Acer pictum subsp. pictum | 色木枫(原亚种)
100167 | 250084191 | Acer pictum subsp. pubigerum | 江南色木枫
100167 | 250084174 | Acer pictum subsp. tricuspis | 三尖色木枫
100167 | 200013074 | Acer pilosum | 疏毛枫
100167 | 250084232 | Acer pilosum var. pilosum | 疏毛枫(原变种)
100167 | 250084233 | Acer pilosum var. stenolobum | 细裂枫
100167 | 250084006 | Acer pinnatinervium | 楠叶枫
100167 | 200013075 | Acer poliophyllum | 灰叶枫
100167 | 242300464 | Acer pseudosieboldianum | 紫花枫
100167 | 200013079 | Acer pubinerve | 毛脉枫
100167 | 200013084 | Acer pubipetiolatum | 毛柄枫
100167 | 200013085 | Acer pubipetiolatum var. pingpienense | 屏边毛柄枫
100167 | 250084227 | Acer pubipetiolatum var. pubipetiolatum | 毛柄枫(原变种)
100167 | 317199 | Acer sect. Acer | 枫组
100167 | 317208 | Acer sect. Arguta | 尖齿枫组
100167 | 317207 | Acer sect. Ginnala | 茶条枫组
100167 | 317193 | Acer sect. Hyptiocarpa | 扁果枫组
100167 | 317202 | Acer sect. Lithocarpa | 坚果枫组
100167 | 317203 | Acer sect. Macrantha | 大花枫组
100167 | 317195 | Acer sect. Negundo | 复叶枫组
100167 | 317197 | Acer sect. Oblonga | 全缘叶枫组
100167 | 317189 | Acer sect. Palmata | 鸡爪枫组
100167 | 317194 | Acer sect. Pentaphylla | 五小叶枫组
100167 | 317186 | Acer sect. Platanoidea | 桐状枫组
100167 | 317206 | Acer sect. Pubescentia | 疏毛枫组
100167 | 317188 | Acer sect. Spicata | 穗状枫组
100167 | 317204 | Acer sect. Trifoliata | 三小叶枫组
100167 | 242300469 | Acer serrulatum | 台湾五裂枫
100167 | 242300470 | Acer shenkanense | 陕甘枫
100167 | 200013098 | Acer shihweii | 平坝枫
100167 | 200013100 | Acer sikkimense | 锡金枫
100167 | 200013102 | Acer sinense | 中华枫
100167 | 200013107 | Acer sino-oblongum | 滨海枫
100167 | 200013108 | Acer sinopurpurascens | 天目枫
100167 | 200013109 | Acer stachyophyllum | 毛叶枫
100167 | 250084176 | Acer stachyophyllum subsp. betulifolium | 四蕊枫
100167 | 250084168 | Acer stachyophyllum subsp. stachyophyllum | 毛叶枫(原亚种)
100167 | 200013113 | Acer sterculiaceum | 苹婆枫
100167 | 250084179 | Acer sterculiaceum subsp. franchetii | 房县枫
100167 | 250084178 | Acer sterculiaceum subsp. sterculiaceum | 苹婆枫(原亚种)
100167 | 200013115 | Acer sutchuenense | 四川枫
100167 | 200013117 | Acer sycopseoides | 角叶枫
100167 | 250084117 | Acer tataricum | 鞑靼槭
100167 | 250084170 | Acer tataricum subsp. ginnala | 茶条枫
