genusid | speciesid | latinname | namezh
118754 | 200008870 | Litsea monopetala | 假柿木姜子
118754 | 242330142 | Litsea morrisonensis | 玉山木姜子
118754 | 200008871 | Litsea moupinensis | 宝兴木姜子
118754 | 242330144 | Litsea moupinensis var. moupinensis | 宝兴木姜子(原变种)
118754 | 200008873 | Litsea moupinensis var. szechuanica | 四川木姜子
118754 | 200008874 | Litsea oligophlebia | 少脉木姜子
118754 | 250090205 | Litsea panamanja | 香花木姜子
118754 | 200008876 | Litsea pedunculata | 红皮木姜子
118754 | 242330156 | Litsea pedunculata var. pedunculata | 红皮木姜子(原变种)
118754 | 200008877 | Litsea pedunculata var. pubescens | 毛红皮木姜子
118754 | 200008880 | Litsea pittosporifolia | 海桐叶木姜子
118754 | 200008881 | Litsea populifolia | 杨叶木姜子
118754 | 200008882 | Litsea pseudoelongata | 竹叶木姜子
118754 | 200008883 | Litsea pungens | 木姜子
118754 | 200008884 | Litsea rotundifolia | 圆叶豺皮樟
118754 | 200008885 | Litsea rotundifolia var. oblongifolia | 豺皮樟
118754 | 200008886 | Litsea rotundifolia var. ovatifolia | 卵叶豺皮樟
118754 | 242330164 | Litsea rotundifolia var. rotundifolia | 圆叶豺皮樟(原变种)
118754 | 200008887 | Litsea rubescens | 红叶木姜子
118754 | 242330166 | Litsea rubescens var. rubescens | 红叶木姜子(原变种)
118754 | 200008888 | Litsea rubescens var. yunnanensis | 滇木姜子
118754 | 242423948 | Litsea salicifolia | 黑木姜子
118754 | 250090206 | Litsea semecarpifolia | 玉兰叶木姜子
118754 | 200008890 | Litsea sericea | 绢毛木姜子
118754 | 250090207 | Litsea sinoglobosa | 圆果木姜子
118754 | 200008891 | Litsea subcoriacea | 桂北木姜子
118754 | 200008893 | Litsea suberosa | 栓皮木姜子
118754 | 250090208 | Litsea szemaois | 思茅木姜子
118754 | 200008894 | Litsea taronensis | 独龙木姜子
118754 | 200008895 | Litsea tibetana | 西藏木姜子
118754 | 200008896 | Litsea tsinlingensis | 秦岭木姜子
118754 | 200008897 | Litsea umbellata | 伞花木姜子
118754 | 200008900 | Litsea vang var. lobata | 沧源薄托木姜子
118754 | 200008902 | Litsea variabilis | 黄椿木姜子
118754 | 200008903 | Litsea variabilis var. oblonga | 毛黄椿木姜子
118754 | 242330181 | Litsea variabilis var. variabilis | 黄椿木姜子(原变种)
118754 | 200008904 | Litsea veitchiana | 钝叶木姜子
118754 | 200008905 | Litsea veitchiana var. trichocarpa | 毛果木姜子
118754 | 242330182 | Litsea veitchiana var. veitchiana | 钝叶木姜子(原变种)
118754 | 200008906 | Litsea verticillata | 轮叶木姜子
118754 | 200008907 | Litsea verticillifolia | 琼南木姜子
118754 | 200008908 | Litsea viridis | 干香柴
118754 | 200008909 | Litsea wilsonii | 绒叶木姜子
118754 | 200008910 | Litsea yaoshanensis | 瑶山木姜子
118754 | 200008911 | Litsea yunnanensis | 云南木姜子
119262 | 250090392 | Machilus attenuata |  
119262 | 242331002 | Machilus austroguizhouensis | 黔南润楠
119262 | 200008912 | Machilus bonii | 枇杷叶润楠
119262 | 200008913 | Machilus breviflora | 短序润楠
119262 | 250090209 | Machilus calcicola | 灰岩润楠
119262 | 200008914 | Machilus cavaleriei | 安顺润楠
119262 | 200008915 | Machilus chayuensis | 察隅润楠
119262 | 200008916 | Machilus chekiangensis | 浙江润楠
119262 | 200008917 | Machilus chienkweiensis | 黔桂润楠
119262 | 200008918 | Machilus chinensis | 华润楠
119262 | 200008919 | Machilus chrysotricha | 黄毛润楠
119262 | 200008920 | Machilus chuanchienensis | 川黔润楠
119262 | 200008921 | Machilus cicatricosa | 刻节润楠
119262 | 242331010 | Machilus daozhenensis | 道真润楠
119262 | 200008922 | Machilus decursinervis | 基脉润楠
119262 | 242331011 | Machilus dinganensis | 定安润楠
119262 | 200008923 | Machilus dumicola | 灌丛润楠
119262 | 242423139 | Machilus duthiei | 长梗润楠
119262 | 200008924 | Machilus fasciculata | 簇序润楠
119262 | 200008925 | Machilus foonchewii | 琼桂润楠
119262 | 200008926 | Machilus fukienensis | 闽润楠
119262 | 200008927 | Machilus gamblei | 黄心树
119262 | 242331016 | Machilus glabrophylla | 光叶润楠
119262 | 200008928 | Machilus glaucescens | 柔毛润楠
119262 | 242331017 | Machilus glaucifolia | 粉叶润楠
119262 | 200008929 | Machilus gongshanensis | 贡山润楠
119262 | 200008930 | Machilus gracillima | 柔弱润楠
119262 | 242331018 | Machilus grandibracteata | 大苞润楠
119262 | 200008931 | Machilus grijsii | 黄绒润楠
119262 | 200008933 | Machilus ichangensis | 宜昌润楠
119262 | 242331022 | Machilus ichangensis var. ichangensis | 宜昌润楠(原变种)
119262 | 200008934 | Machilus ichangensis var. leiophylla | 滑叶润楠
119262 | 242331024 | Machilus japonica | 长叶润楠
119262 | 250090210 | Machilus japonica var. japonica | 长叶润楠(原变种)
119262 | 242413637 | Machilus japonica var. kusanoi | 大叶润楠
119262 | 250090211 | Machilus kurzii | 秃枝润楠
119262 | 200008936 | Machilus kwangtungensis | 广东润楠
119262 | 242331029 | Machilus lenticellata | 疣序润楠
119262 | 200008937 | Machilus leptophylla | 薄叶润楠
119262 | 200008938 | Machilus lichuanensis | 利川润楠
119262 | 200008939 | Machilus litseifolia | 木姜润楠
119262 | 200008940 | Machilus lohuiensis | 乐会润楠
119262 | 200008942 | Machilus longipes | 东莞润楠
119262 | 250090212 | Machilus mangdangshanensis | 茫荡山润楠
119262 | 200008943 | Machilus melanophylla | 暗叶润楠
119262 | 242331042 | Machilus miaoshanensis | 苗山润楠
119262 | 200008944 | Machilus microcarpa | 小果润楠
119262 | 242331044 | Machilus microcarpa var. microcarpa | 小果润楠(原变种)
119262 | 200008945 | Machilus microcarpa var. omeiensis | 峨眉润楠
119262 | 200008946 | Machilus minkweiensis | 闽桂润楠
119262 | 200008947 | Machilus minutiloba | 雁荡润楠
119262 | 200008948 | Machilus monticola | 尖峰润楠
119262 | 200008949 | Machilus multinervia | 多脉润楠
119262 | 200008950 | Machilus nakao | 纳槁润楠
119262 | 200008951 | Machilus nanchuanensis | 南川润楠
119262 | 242331047 | Machilus nanmu | 润楠
119262 | 200008952 | Machilus obovatifolia | 倒卵叶润楠
119262 | 242331050 | Machilus obscurinervis | 隐脉润楠
119262 | 200008954 | Machilus oculodracontis | 龙眼润楠
119262 | 200008955 | Machilus oreophila | 建润楠
119262 | 200008956 | Machilus ovatiloba | 糙枝润楠
119262 | 200008957 | Machilus parabreviflora | 赛短花润楠
119262 | 250095898 | Machilus parapauhoi |  
119262 | 200008958 | Machilus pauhoi | 刨花润楠
119262 | 200008959 | Machilus phoenicis | 凤凰润楠
119262 | 200008961 | Machilus platycarpa | 扁果润楠
119262 | 200008962 | Machilus pomifera | 梨润楠
119262 | 200008963 | Machilus pyramidalis | 塔序润楠
119262 | 200008964 | Machilus rehderi | 狭叶润楠
119262 | 242331056 | Machilus reticulata | 网脉润楠
119262 | 200008965 | Machilus robusta | 粗壮润楠
119262 | 200008966 | Machilus rufipes | 红梗润楠
119262 | 200008967 | Machilus salicina | 柳叶润楠
119262 | 200008968 | Machilus salicoides | 华蓥润楠
119262 | 200008969 | Machilus shiwandashanica | 十万大山润楠
119262 | 200008970 | Machilus shweliensis | 瑞丽润楠
119262 | 200008971 | Machilus sichourensis | 西畴润楠
119262 | 200008972 | Machilus sichuanensis | 四川润楠
119262 | 242331060 | Machilus submultinervia | 册亨润楠
119262 | 242331064 | Machilus tenuipilis | 细毛润楠
119262 | 200008975 | Machilus thunbergii | 红楠
119262 | 200008976 | Machilus velutina | 绒毛润楠
119262 | 242331068 | Machilus velutinoides | 东兴润楠
119262 | 200008977 | Machilus verruculosa | 疣枝润楠
119262 | 242331069 | Machilus versicolora | 黄枝润楠
119262 | 200008978 | Machilus viridis | 绿叶润楠
119262 | 200008979 | Machilus wangchiana | 信宜润楠
119262 | 200008980 | Machilus wenshanensis | 文山润楠
119262 | 200008981 | Machilus yunnanensis | 滇润楠
119262 | 200008982 | Machilus yunnanensis var. tibetana | 西藏润楠
119262 | 242331072 | Machilus yunnanensis var. yunnanensis | 滇润楠(原变种)
119262 | 200008983 | Machilus zuihoensis | 香润楠
119262 | 242331074 | Machilus zuihoensis var. mushaensis | 青叶润楠
119262 | 250090213 | Machilus zuihoensis var. zuihoensis | 香润楠(原变种)
121914 | 200008984 | Neocinnamomum caudatum | 滇新樟
121914 | 200008985 | Neocinnamomum delavayi | 新樟
121914 | 200008986 | Neocinnamomum fargesii | 川鄂新樟
121914 | 200008987 | Neocinnamomum lecomtei | 海南新樟
121914 | 200008988 | Neocinnamomum mekongense | 沧江新樟
122004 | 242413774 | Neolitsea aciculata | 台湾新木姜子
122004 | 200008989 | Neolitsea acuminatissima | 尖叶新木姜子
122004 | 200008991 | Neolitsea alongensis | 下龙新木姜子
122004 | 200008992 | Neolitsea aurata | 新木姜子
122004 | 242333533 | Neolitsea aurata var. aurata | 新木姜子(原变种)
122004 | 200008993 | Neolitsea aurata var. chekiangensis | 浙江新木姜子
122004 | 200008994 | Neolitsea aurata var. glauca | 粉叶新木姜子
122004 | 200008995 | Neolitsea aurata var. paraciculata | 云和新木姜子
122004 | 200008996 | Neolitsea aurata var. undulatula | 浙闽新木姜子
122004 | 200008997 | Neolitsea brevipes | 短梗新木姜子
122004 | 200008998 | Neolitsea buisanensis | 武威山新姜子
122004 | 200008999 | Neolitsea cambodiana | 锈叶新木姜子
122004 | 242333535 | Neolitsea cambodiana var. cambodiana | 锈叶新木姜子(原变种)
122004 | 200009000 | Neolitsea cambodiana var. glabra | 香港新木姜子
122004 | 200009001 | Neolitsea chrysotricha | 金毛新木姜子
122004 | 250090238 | Neolitsea chui | 鸭公树
122004 | 200009003 | Neolitsea confertifolia | 簇叶新木姜子
122004 | 200009004 | Neolitsea daibuensis | 大武山新木姜子
122004 | 200009005 | Neolitsea ellipsoidea | 香果新木姜子
122004 | 200009006 | Neolitsea hainanensis | 海南新木姜子
122004 | 200009007 | Neolitsea hiiranensis | 南仁山新木姜子
122004 | 200009008 | Neolitsea homilantha | 团花新木姜子
122004 | 200009009 | Neolitsea howii | 保亭新木姜子
122004 | 200009010 | Neolitsea hsiangkweiensis | 湘桂新木姜子
122004 | 200009011 | Neolitsea impressa | 凹脉新木姜子
122004 | 200009012 | Neolitsea konishii | 五掌楠
122004 | 200009014 | Neolitsea kwangsiensis | 广西新木姜子
122004 | 200009015 | Neolitsea levinei | 大叶新木姜子
122004 | 200009016 | Neolitsea longipedicellata | 长梗新木姜子
122004 | 200009017 | Neolitsea lunglingensis | 龙陵新木姜子
122004 | 200009018 | Neolitsea menglaensis | 勐腊新木姜子
122004 | 200009019 | Neolitsea oblongifolia | 长圆叶新木姜子
122004 | 200009020 | Neolitsea obtusifolia | 钝叶新木姜子
122004 | 200009021 | Neolitsea ovatifolia | 卵叶新木姜子
122004 | 200009023 | Neolitsea pallens | 灰白新木姜子
122004 | 200009024 | Neolitsea parvigemma | 小芽新木姜子
122004 | 200009025 | Neolitsea phanerophlebia | 显脉新木姜子
122004 | 200009026 | Neolitsea pingbienensis | 屏边新木姜子
122004 | 242333554 | Neolitsea pinninervis | 羽脉新木姜子
122004 | 200009028 | Neolitsea polycarpa | 多果新木姜子
122004 | 200009029 | Neolitsea pulchella | 美丽新木姜子
122004 | 200009030 | Neolitsea purpurascens | 紫新木姜子
122004 | 200009031 | Neolitsea sericea | 舟山新木姜子
122004 | 200009032 | Neolitsea shingningensis | 新宁新木姜子
122004 | 200009033 | Neolitsea sutchuanensis | 四川新木姜子
122004 | 200009035 | Neolitsea tomentosa | 绒毛新木姜子
122004 | 200009036 | Neolitsea undulatifolia | 波叶新木姜子
122004 | 200009037 | Neolitsea variabillima | 变叶新木姜子
122004 | 200009038 | Neolitsea velutina | 毛叶新木姜子
122004 | 242413778 | Neolitsea villosa | 兰屿新木姜子
122004 | 200009039 | Neolitsea wushanica | 巫山新木姜子
122004 | 200009040 | Neolitsea wushanica var. pubens | 紫云山新木姜子
122004 | 242333564 | Neolitsea wushanica var. wushanica | 巫山新木姜子(原变种)
122004 | 200009041 | Neolitsea zeylanica | 南亚新木姜子
122411 | 200009042 | Nothaphoebe cavaleriei | 赛楠
122411 | 200009044 | Nothaphoebe konishii | 台湾赛楠
123994 | 250090246 | Parasassafras confertiflorum | 拟檫木
124627 | 200009046 | Persea americana | 鳄梨
125072 | 200009047 | Phoebe angustifolia | 沼楠
125072 | 200009048 | Phoebe bournei | 闽楠
125072 | 200009049 | Phoebe brachythyrsa | 短序楠
125072 | 242337195 | Phoebe calcarea | 石山楠
125072 | 200009050 | Phoebe chekiangensis | 浙江楠
125072 | 200009051 | Phoebe chinensis | 山楠
125072 | 242337196 | Phoebe crassipedicella | 粗柄楠
125072 | 200009052 | Phoebe faberi | 竹叶楠
125072 | 200009053 | Phoebe formosana | 台楠
125072 | 200009054 | Phoebe forrestii | 长毛楠
125072 | 250090247 | Phoebe glaucifolia | 白背楠
125072 | 200009055 | Phoebe glaucophylla | 粉叶楠
125072 | 200009056 | Phoebe hainanensis | 茶槁楠
125072 | 200009057 | Phoebe hui | 细叶楠
125072 | 200009058 | Phoebe hunanensis | 湘楠
125072 | 242337202 | Phoebe hungmoensis | 红毛山楠
125072 | 200009060 | Phoebe kwangsiensis | 桂楠
125072 | 200009061 | Phoebe lanceolata | 披针叶楠
125072 | 200009062 | Phoebe legendrei | 雅砻江楠
125072 | 200009063 | Phoebe lichuanensis | 利川楠
125072 | 200009064 | Phoebe macrocarpa | 大果楠
125072 | 200009065 | Phoebe megacalyx | 大萼楠
125072 | 200009066 | Phoebe microphylla | 小叶楠
125072 | 200009067 | Phoebe minutiflora | 小花楠
125072 | 200009068 | Phoebe motuonan | 墨脱楠
125072 | 200009070 | Phoebe neurantha | 白楠
125072 | 200009071 | Phoebe neurantha var. brevifolia | 短叶白楠
125072 | 200009072 | Phoebe neurantha var. cavaleriei | 兴义白楠
125072 | 242337210 | Phoebe neurantha var. neurantha | 白楠(原变种)
125072 | 200009073 | Phoebe neuranthoides | 光枝楠
125072 | 200009074 | Phoebe nigrifolia | 黑叶楠
125072 | 200009076 | Phoebe puwenensis | 普文楠
125072 | 200009077 | Phoebe rufescens | 红梗楠
125072 | 200009078 | Phoebe sheareri | 紫楠
125072 | 200009079 | Phoebe sheareri var. omeiensis | 峨眉楠
125072 | 242337217 | Phoebe sheareri var. sheareri | 紫楠(原变种)
125072 | 200009080 | Phoebe tavoyana | 乌心楠
125072 | 200009081 | Phoebe yaiensis | 崖楠
125072 | 200009082 | Phoebe yunnanensis | 景东楠
125072 | 200009083 | Phoebe zhennan | 楠木
129310 | 200009084 | Sassafras randaiense | 台湾檫木
129310 | 200009085 | Sassafras tzumu | 檫木
317302 | 250090257 | Sinopora hongkongensis | 孔药楠
130437 | 250090258 | Sinosassafras flavinervium | 华檫木
132084 | 200009086 | Syndiclis anlungensis | 安龙油果樟
132084 | 200009087 | Syndiclis chinensis | 油果樟
132084 | 200009088 | Syndiclis fooningensis | 富宁油果樟
132084 | 200009089 | Syndiclis furfuracea | 鳞秕油果樟
132084 | 200009090 | Syndiclis kwangsiensis | 广西油果樟
132084 | 200009091 | Syndiclis lotungensis | 乐东油果樟
132084 | 200009092 | Syndiclis marlipoensis | 麻栗坡油果樟
132084 | 200009093 | Syndiclis pingbienensis | 屏边油果樟
132084 | 200009094 | Syndiclis sichourensis | 西畴油果樟
103540 | 200014675 | Barringtonia asiatica | 滨玉蕊
103540 | 200014676 | Barringtonia fusicarpa | 梭果玉蕊
103540 | 200014677 | Barringtonia racemosa | 玉蕊
117843 | 220007382 | Leea aequata | 圆腺火筒树
117843 | 242328689 | Leea asiatica | 单羽火筒树
117843 | 242328692 | Leea compactiflora | 密花火筒树
117843 | 242328696 | Leea glabra | 光叶火筒树
117843 | 242328697 | Leea guineensis | 台湾火筒树
117843 | 200013488 | Leea indica | 火筒树
117843 | 242328700 | Leea longifolia | 窄叶火筒树
117843 | 242328701 | Leea macrophylla | 大叶火筒树
117843 | 242328707 | Leea philippinensis | 菲律宾火筒树
117843 | 242328714 | Leea setuligera | 糙毛火筒树
316695 | 250054277 | Landoltia punctata | 兰氏萍
117936 | 222000203 | Lemna aequinoctialis | 稀脉浮萍
117936 | 250095681 | Lemna japonica | 日本浮萍
117936 | 200027349 | Lemna minor | 浮萍
117936 | 222000206 | Lemna minuta | 单脉萍
117936 | 200027351 | Lemna trisulca | 品藻
117936 | 222000210 | Lemna turionifera | 鳞根萍
131033 | 242350146 | Spirodela polyrhiza | 紫萍
134961 | 222000454 | Wolffia globosa | 无根萍
125513 | 200021966 | Pinguicula alpina | 高山捕虫堇
125513 | 200021967 | Pinguicula villosa | 北捕虫堇
134270 | 200021968 | Utricularia aurea | 黄花狸藻
134270 | 200021969 | Utricularia australis | 南方狸藻
134270 | 200021971 | Utricularia bifida | 挖耳草
134270 | 242353660 | Utricularia brachiata | 肾叶挖耳草
134270 | 200021972 | Utricularia caerulea | 短梗挖耳草
134270 | 250096762 | Utricularia forrestii | 长距挖耳草
134270 | 250096763 | Utricularia foveolata | 海南挖耳草
134270 | 242353666 | Utricularia gibba | 少花狸藻
134270 | 200021974 | Utricularia graminifolia | 禾叶挖耳草
134270 | 250096764 | Utricularia hirta | 毛挖耳草
134270 | 200021975 | Utricularia intermedia | 异枝狸藻
134270 | 242426120 | Utricularia kumaonensis | 毛籽挖耳草
134270 | 200021976 | Utricularia limosa | 长梗狸藻
134270 | 250096765 | Utricularia mangshanensis | 莽山挖耳草
134270 | 200021977 | Utricularia minor | 细叶狸藻
134270 | 200021978 | Utricularia minutissima | 斜果挖耳草
134270 | 242353673 | Utricularia multicaulis | 多序挖耳草
134270 | 250096766 | Utricularia peranomala | 合苞挖耳草
134270 | 200021979 | Utricularia punctata | 盾鳞狸藻
134270 | 200021980 | Utricularia salwinensis | 怒江挖耳草
134270 | 200021981 | Utricularia scandens | 缠绕挖耳草
134270 | 242353684 | Utricularia scandens subsp. firmula | 尖萼挖耳草
134270 | 242353685 | Utricularia scandens subsp. scandens | 缠绕挖耳草(原亚种)
134270 | 200021983 | Utricularia striatula | 圆叶挖耳草
134270 | 200021984 | Utricularia uliginosa | 齿萼挖耳草
134270 | 200021985 | Utricularia vulgaris | 狸藻
134270 | 242353691 | Utricularia vulgaris subsp. macrorhiza | 弯距狸藻
134270 | 250096767 | Utricularia vulgaris subsp. vulgaris | 狸藻(原亚种)
134270 | 250096768 | Utricularia warburgii | 钩突耳草
100995 | 200027431 | Aletris alpestris | 高山粉条儿菜
100995 | 200027432 | Aletris capitata | 头花粉条儿菜
100995 | 200027433 | Aletris cinerascens | 灰鞘粉条儿菜
100995 | 200027434 | Aletris glabra | 无毛粉条儿菜
100995 | 200027435 | Aletris glandulifera | 腺毛粉条儿菜
100995 | 240001001 | Aletris gracilis | 星花粉条儿菜
100995 | 200027436 | Aletris laxiflora | 疏花粉条儿菜
100995 | 200027437 | Aletris megalantha | 大花粉条儿菜
100995 | 240001002 | Aletris nana | 矮粉条儿菜
100995 | 200027438 | Aletris pauciflora | 少花粉条儿菜
100995 | 200027439 | Aletris pauciflora var. khasiana | 穗花粉条儿菜
100995 | 240001003 | Aletris pauciflora var. pauciflora | 少花粉条儿菜 (原变种)
100995 | 200027440 | Aletris pedicellata | 长柄粉条儿菜
100995 | 200027441 | Aletris scopulorum | 短柄粉条儿菜
100995 | 250097258 | Aletris simpliciflora |  
100995 | 200027442 | Aletris spicata | 粉条儿菜
100995 | 200027444 | Aletris stenoloba | 狭瓣粉条儿菜
100995 | 240001004 | Aletris yaanica | 雅安粉条儿菜
101086 | 200027445 | Allium aciphyllum | 针叶韭
101086 | 240001005 | Allium alabasicum | 鄂尔多斯韭
101086 | 200027446 | Allium altaicum | 阿尔泰葱
101086 | 240001006 | Allium amphibolum | 直立韭
101086 | 200027447 | Allium anisopodium | 矮韭
101086 | 240001007 | Allium anisopodium var. anisopodium | 矮韭 (原变种)
101086 | 200027448 | Allium anisopodium var. zimmermannianum | 糙葶韭
101086 | 200027450 | Allium atrosanguineum | 蓝苞葱
101086 | 240001008 | Allium atrosanguineum var. atrosanguineum | 蓝苞葱 (原变种)
101086 | 240001009 | Allium atrosanguineum var. fedschenkoanum | 费葱
101086 | 240001010 | Allium atrosanguineum var. tibeticum | 藏葱
101086 | 200027451 | Allium beesianum | 蓝花韭
101086 | 200027452 | Allium bidentatum | 砂韭
101086 | 240001011 | Allium blandum | 白韭
101086 | 240001012 | Allium brevidentatum | 矮齿韭
101086 | 200027453 | Allium caeruleum | 棱叶薤
101086 | 240001013 | Allium caesium | 知母薤
101086 | 200027454 | Allium caespitosum | 疏生韭
101086 | 200027455 | Allium caricoides | 石生韭
101086 | 200027456 | Allium carolinianum | 镰叶韭
101086 | 200027457 | Allium cepa | 洋葱
101086 | 240001014 | Allium cepa var. aggregatum | 火葱
101086 | 240001015 | Allium cepa var. cepa | 洋葱 (原变种)
101086 | 200027458 | Allium cepa var. proliferum | 楼子葱
101086 | 240001016 | Allium cepiforme | 香葱
101086 | 200027459 | Allium changduense | 昌都韭
101086 | 200027460 | Allium chienchuanense | 剑川韭
101086 | 200027461 | Allium chinense | 藠头
101086 | 200027462 | Allium chiwui | 冀韭
101086 | 200027463 | Allium chrysanthum | 野葱
101086 | 200027464 | Allium chrysocephalum | 折被韭
101086 | 240001017 | Allium clathratum | 细叶北韭
101086 | 200027465 | Allium condensatum | 黄花韭
101086 | 200027467 | Allium cyaneum | 天蓝韭
101086 | 200027468 | Allium cyathophorum | 杯花韭
101086 | 240001018 | Allium cyathophorum var. cyathophorum | 杯花韭 (原变种)
101086 | 200027469 | Allium cyathophorum var. farreri | 川甘韭
101086 | 240001019 | Allium delicatulum | 迷人薤
101086 | 200027471 | Allium dentigerum | 短齿韭
101086 | 200027473 | Allium eduardii | 贺兰韭
101086 | 240001020 | Allium elegantulum | 雅韭
101086 | 200027474 | Allium eusperma | 真籽薤
101086 | 250089887 | Allium fanjingshanense |  
101086 | 200027475 | Allium fasciculatum | 粗根韭
101086 | 200027476 | Allium fetisowii | 多籽蒜
101086 | 200027477 | Allium fistulosum | 葱
101086 | 200027478 | Allium flavidum | 新疆韭
101086 | 240001021 | Allium flavovirens | 阿拉善韭
101086 | 200027479 | Allium forrestii | 梭沙韭
101086 | 240001022 | Allium funckiifolium | 玉簪叶山葱
101086 | 200027481 | Allium galanthum | 实葶葱
101086 | 200027483 | Allium glomeratum | 头花薤
101086 | 200027484 | Allium grisellum | 灰皮薤
101086 | 240001023 | Allium guanxianense | 灌县韭
101086 | 200027485 | Allium henryi | 疏花韭
101086 | 200027486 | Allium herderianum | 金头韭
101086 | 200027487 | Allium heteronema | 异梗韭
101086 | 200027488 | Allium hookeri | 宽叶韭
101086 | 240001024 | Allium hookeri var. hookeri | 宽叶韭 (原变种)
101086 | 200027489 | Allium hookeri var. muliense | 木里韭
101086 | 240001025 | Allium humile | 雪韭
101086 | 240001026 | Allium hymenorhizum | 北疆韭
101086 | 240001027 | Allium hymenorhizum var. dentatum | 旱生韭
101086 | 240001028 | Allium hymenorhizum var. hymenorhizum | 北疆韭 (原变种)
101086 | 240001029 | Allium inutile | 齿棱茎合被韭
101086 | 240001030 | Allium jacquemontii | 高原薤
101086 | 240001031 | Allium juldusicola | 尤尔都斯薤
101086 | 200027493 | Allium kaschianum | 草地韭
101086 | 200027494 | Allium kingdonii | 钟花韭
101086 | 200027495 | Allium korolkowii | 褐皮韭
101086 | 240001032 | Allium kurssanovii | 条叶长喙韭
101086 | 200027496 | Allium ledebourianum | 硬皮葱
101086 | 200027497 | Allium leucocephalum | 白头韭
101086 | 200027498 | Allium lineare | 北韭
101086 | 240001033 | Allium listera | 对叶山葱
101086 | 200027499 | Allium longistylum | 长柱韭
101086 | 240001034 | Allium maackii | 马克韭
101086 | 200027500 | Allium macranthum | 大花韭
101086 | 200027501 | Allium macrostemon | 薤白
101086 | 200027502 | Allium mairei | 滇韭
101086 | 240001035 | Allium maowenense | 茂汶薤
101086 | 240001036 | Allium maximowiczii | 马葱
101086 | 240001037 | Allium megalobulbon | 大鳞韭
101086 | 200027503 | Allium monanthum | 单花薤
101086 | 200027504 | Allium mongolicum | 蒙古韭
101086 | 200027505 | Allium nanodes | 短葶山葱
101086 | 200027506 | Allium neriniflorum | 长梗合被韭
101086 | 200027507 | Allium nutans | 齿丝山韭
101086 | 200027508 | Allium obliquum | 高葶韭
101086 | 240001038 | Allium oliganthum | 少花葱
101086 | 240001039 | Allium omeiense | 峨眉韭
101086 | 240001040 | Allium oreophilum | 高地蒜
101086 | 200027509 | Allium oreoprasum | 滩地韭
101086 | 200027510 | Allium ovalifolium | 卵叶山葱
101086 | 240001041 | Allium ovalifolium var. cordifolium | 心叶山葱
101086 | 200027511 | Allium ovalifolium var. leuconeurum | 白脉山葱
101086 | 240001042 | Allium ovalifolium var. ovalifolium | 卵叶山葱 (原变种)
101086 | 200027512 | Allium paepalanthoides | 天蒜
101086 | 200027513 | Allium pallasii | 小山薤
101086 | 240001043 | Allium petraeum | 石坡韭
101086 | 240001044 | Allium pevtzovii | 昆仑韭
101086 | 200027514 | Allium phariense | 帕里韭
101086 | 200027515 | Allium platyspathum | 宽苞韭
101086 | 240001045 | Allium platyspathum subsp. amblyophyllum | 钝叶韭
101086 | 240001046 | Allium platyspathum subsp. platyspathum | 宽苞韭 (原亚种)
101086 | 200027516 | Allium plurifoliatum | 多叶韭
101086 | 240001047 | Allium plurifoliatum var. plurifoliatum | 多叶韭 (原变种)
101086 | 200027518 | Allium plurifoliatum var. zhegushanense | 鹧鸪韭
101086 | 200027519 | Allium polyrhizum | 碱韭
101086 | 200027520 | Allium porrum | 韭葱
101086 | 200027521 | Allium prattii | 太白山葱
101086 | 200027522 | Allium prostratum | 蒙古野韭
101086 | 200027523 | Allium przewalskianum | 青甘韭
101086 | 200027524 | Allium ramosum | 野韭
101086 | 240001048 | Allium rhynchogynum | 宽叶滇韭
101086 | 240001049 | Allium roborowskianum | 新疆蒜
101086 | 240001050 | Allium robustum | 健蒜
101086 | 240001051 | Allium rubens | 红花韭
101086 | 200027525 | Allium rude | 野黄韭
101086 | 240001052 | Allium sabulosum | 沙地薤
101086 | 240001053 | Allium sacculiferum | 朝鲜薤
101086 | 240001054 | Allium sairamense | 赛里木薤
101086 | 200027526 | Allium sativum | 蒜
101086 | 240001055 | Allium saxatile | 长喙韭
101086 | 200027527 | Allium schoenoprasoides | 类北薤
101086 | 200027528 | Allium schoenoprasum | 北葱
101086 | 200027529 | Allium schoenoprasum var. scaberrimum | 糙葶北葱
101086 | 240001056 | Allium schoenoprasum var. schoenoprasum | 北葱 (原变种)
101086 | 240001057 | Allium schrenkii | 单丝辉韭
101086 | 200027530 | Allium semenovii | 管丝葱
101086 | 200027531 | Allium senescens | 山韭
101086 | 200027532 | Allium setifolium | 丝叶韭
101086 | 200027533 | Allium sikkimense | 高山韭
101086 | 200027535 | Allium siphonanthum | 管花韭
101086 | 200027536 | Allium songpanicum | 松潘薤
101086 | 240001058 | Allium spirale | 扭叶韭
101086 | 240001059 | Allium splendens | 丽韭
101086 | 240001060 | Allium spurium | 岩韭
101086 | 240001061 | Allium stenodon | 雾灵韭
101086 | 200027537 | Allium strictum | 辉韭
101086 | 240001062 | Allium subangulatum | 紫花韭
101086 | 200027538 | Allium subtilissimum | 蜜囊韭
101086 | 200027539 | Allium taishanense | 泰山韭
101086 | 200027540 | Allium tanguticum | 唐古薤
101086 | 240001063 | Allium tekesicola | 荒漠韭
101086 | 200027541 | Allium tenuissimum | 细叶韭
101086 | 200027542 | Allium teretifolium | 西疆韭
101086 | 200027543 | Allium thunbergii | 球序薤
101086 | 240001064 | Allium tianschanicum | 天山韭
